Tensao [V];Corrente [A]
-5;-0,0002416317
-4,95;-0,0002262384
-4,9;-0,0002197288
-4,85;-0,0002157026
-4,8;-0,0002127402
-4,75;-0,0002124191
-4,7;-0,0002109261
-4,65;-0,0002091513
-4,6;-0,0002076842
-4,55;-0,0002053469
-4,5;-0,0002042782
-4,45;-0,0002022362
-4,4;-0,0002022939
-4,35;-0,0002018193
-4,3;-0,0002032008
-4,25;-0,0002015951
-4,2;-0,0002007947
-4,15;-0,0002003754
-4,1;-0,0001996854
-4,05;-0,0001988901
-4;-0,0001984305
-3,95;-0,0001967512
-3,9;-0,0001963504
-3,85;-0,0001957733
-3,8;-0,0001953969
-3,75;-0,0001947596
-3,7;-0,0001939849
-3,65;-0,0001931245
-3,6;-0,0001920778
-3,55;-0,0001918807
-3,5;-0,0001912982
-3,45;-0,00018964
-3,4;-0,0001880282
-3,35;-0,0001875795
-3,3;-0,0001862866
-3,25;-0,0001850217
-3,2;-0,0001852998
-3,15;-0,0001852312
-3,1;-0,0001828388
-3,05;-0,0001819574
-3;-0,0001800515
-2,95;-0,0001792168
-2,9;-0,0001788196
-2,85;-0,0001770767
-2,8;-0,000174634
-2,75;-0,0001727673
-2,7;-0,0001708087
-2,65;-0,0001672493
-2,6;-0,0001635037
-2,55;-0,0001616075
-2,5;-0,0001590421
-2,45;-0,0001580016
-2,4;-0,0001560258
-2,35;-0,0001508045
-2,3;-0,0001437827
-2,25;-0,0001350129
-2,2;-0,0001251205
-2,15;-0,0001166365
-2,1;-0,0001081707
-2,05;-9,620321E-05
-2;-8,214228E-05
-1,95;-6,596833E-05
-1,9;-4,831617E-05
-1,85;-2,599178E-05
-1,8;-3,140332E-06
-1,75;2,421109E-05
-1,7;5,551178E-05
-1,65;9,016104E-05
-1,6;0,0001315137
-1,55;0,0001785843
-1,5;0,0002344028
-1,45;0,0003042906
-1,4;0,0003896242
-1,35;0,0005037639
-1,3;0,0006552072
-1,25;0,0008561474
-1,2;0,001121947
-1,15;0,001468318
-1,1;0,001911904
-1,05;0,002648267
-1;0,003189691
-0,95;0,004031016
-0,9;0,005060659
-0,85;0,006281321
-0,8;0,007709891
-0,75;0,009371579
-0,7;0,01132864
-0,65;0,01364451
-0,6;0,01636844
-0,55;0,01951519
-0,5;0,02487443
-0,45;0,02899474
-0,4;0,03340558
-0,35;0,03801771
-0,3;0,04280092
-0,25;0,0477815
-0,2;0,05297543
-0,15;0,05843418
-0,1;0,06416565
-0,05;0,0701601
0;0,07645438
0,05;0,0829273
0,1;0,08963395
0,15;0,09654726
0,2;0,1036412
0,25;0,1109041
0,3;0,1183386
0,35;0,1258934
0,4;0,1335814
0,45;0,1414009
0,5;0,1493334
0,55;0,1573596
0,6;0,1654561
0,65;0,17363
0,7;0,1818572
0,75;0,1901387
0,8;0,1984528
0,85;0,206766
0,9;0,2150113
0,95;0,2232458
1;0,2313318
1,05;0,2392916
1,1;0,2470767
1,15;0,2547249
1,2;0,2621825
1,25;0,2694935
1,3;0,2766535
1,35;0,2836361
1,4;0,290477
1,45;0,2971537
1,5;0,3037025
1,55;0,3101086
1,6;0,3164013
1,65;0,3225466
1,7;0,3286046
1,75;0,3345507
1,8;0,3403795
1,85;0,3461176
1,9;0,3517493
1,95;0,3572975
2;0,3627559
2,05;0,3680913
2,1;0,373353
2,15;0,3785761
2,2;0,3836995
2,25;0,3887529
2,3;0,3936848
2,35;0,3985627
2,4;0,4033882
2,45;0,4081413
2,5;0,4128369
2,55;0,4174887
2,6;0,4220649
2,65;0,4265569
2,7;0,4310075
2,75;0,4353709
2,8;0,439676
2,85;0,443875
2,9;0,4480234
2,95;0,4521349
3;0,4561593
3,05;0,4601035
3,1;0,4639673
3,15;0,4677715
3,2;0,4715062
3,25;0,4751908
3,3;0,4788108
3,35;0,4823696
3,4;0,4858966
3,45;0,4893768
3,5;0,492804
3,55;0,4961898
3,6;0,4995442
3,65;0,5028515
3,7;0,5061844
3,75;0,5094734
3,8;0,5127357
3,85;0,5160097
3,9;0,5192402
3,95;0,5224329
4;0,5256131
4,05;0,5287552
4,1;0,5318896
4,15;0,5349585
4,2;0,5380008
4,25;0,5410411
4,3;0,5440079
4,35;0,5469374
4,4;0,5498566
4,45;0,5527395
4,5;0,5555692
4,55;0,5583369
4,6;0,5610395
4,65;0,5637212
4,7;0,5663776
4,75;0,5690142
4,8;0,5715636
4,85;0,5740858
4,9;0,5765614
4,95;0,5790073
5;0,5814175
