Metodo,h (10^-34),Erro h (10^-34),Phi (unid?),Erro Phi (unid?)
M1,6.562917686715747,0.7794517123602608,1.4132861077383738,-0.2924204201327088
M2,1.6608597820876814,0.2955018566640425,0.33525955983535066,-0.09897939985299684
M3,7.01170342638031,0.5813150778644215,1.652290811668345,-0.19535393678688515
