Tensao [V];Corrente [A]
-5;-0,0001557556
-4,95;-0,0001422693
-4,9;-0,0001345793
-4,85;-0,0001288968
-4,8;-0,0001248668
-4,75;-0,0001211199
-4,7;-0,0001189394
-4,65;-0,0001170541
-4,6;-0,0001138637
-4,55;-0,0001111085
-4,5;-0,0001083714
-4,45;-0,0001057251
-4,4;-0,0001034821
-4,35;-0,0001005637
-4,3;-9,874726E-05
-4,25;-9,627745E-05
-4,2;-9,379045E-05
-4,15;-9,166513E-05
-4,1;-8,954469E-05
-4,05;-8,757255E-05
-4;-8,525476E-05
-3,95;-8,312319E-05
-3,9;-8,085323E-05
-3,85;-7,865068E-05
-3,8;-7,764431E-05
-3,75;-7,630105E-05
-3,7;-7,454704E-05
-3,65;-7,256383E-05
-3,6;-7,088594E-05
-3,55;-6,888554E-05
-3,5;-6,634102E-05
-3,45;-6,465935E-05
-3,4;-6,306594E-05
-3,35;-6,085112E-05
-3,3;-5,825383E-05
-3,25;-5,69166E-05
-3,2;-5,667027E-05
-3,15;-5,47067E-05
-3,1;-5,1879E-05
-3,05;-5,012627E-05
-3;-4,808057E-05
-2,95;-4,678256E-05
-2,9;-4,451503E-05
-2,85;-4,338984E-05
-2,8;-4,17486E-05
-2,75;-4,00118E-05
-2,7;-3,842331E-05
-2,65;-3,672817E-05
-2,6;-3,589103E-05
-2,55;-3,404881E-05
-2,5;-3,259265E-05
-2,45;-3,077252E-05
-2,4;-2,846575E-05
-2,35;-2,724127E-05
-2,3;-2,583542E-05
-2,25;-2,452513E-05
-2,2;-2,178449E-05
-2,15;-1,992754E-05
-2,1;-1,875211E-05
-2,05;-1,758033E-05
-2;-1,585332E-05
-1,95;-1,455286E-05
-1,9;-1,332593E-05
-1,85;-1,133785E-05
-1,8;-8,566557E-06
-1,75;-7,593354E-06
-1,7;-6,015881E-06
-1,65;-4,666386E-06
-1,6;-3,441917E-06
-1,55;-2,142677E-06
-1,5;-8,409881E-07
-1,45;1,53935E-06
-1,4;2,608181E-06
-1,35;3,961382E-06
-1,3;5,540112E-06
-1,25;7,192386E-06
-1,2;8,929242E-06
-1,15;9,773763E-06
-1,1;1,138437E-05
-1,05;1,288097E-05
-1;1,483109E-05
-0,95;1,657162E-05
-0,9;1,769929E-05
-0,85;1,945209E-05
-0,8;2,056259E-05
-0,75;2,183488E-05
-0,7;2,34271E-05
-0,65;2,555497E-05
-0,6;2,726852E-05
-0,55;2,832509E-05
-0,5;2,953367E-05
-0,45;3,125091E-05
-0,4;3,276099E-05
-0,35;3,388498E-05
-0,3;3,462533E-05
-0,25;3,621265E-05
-0,2;3,836866E-05
-0,15;4,007489E-05
-0,1;4,150285E-05
-0,05;4,272243E-05
0;4,304113E-05
0,05;4,228731E-05
0,1;4,314777E-05
0,15;4,453405E-05
0,2;4,604168E-05
0,25;4,783496E-05
0,3;4,947001E-05
0,35;5,015767E-05
0,4;5,174868E-05
0,45;5,367303E-05
0,5;5,553616E-05
0,55;5,691022E-05
0,6;5,800596E-05
0,65;5,983476E-05
0,7;6,109357E-05
0,75;6,232423E-05
0,8;6,363698E-05
0,85;6,537872E-05
0,9;6,711433E-05
0,95;6,860849E-05
1;7,016028E-05
1,05;7,108328E-05
1,1;7,223299E-05
1,15;7,363271E-05
1,2;7,459242E-05
1,25;7,658672E-05
1,3;7,794239E-05
1,35;7,937038E-05
1,4;8,067452E-05
1,45;8,283303E-05
1,5;8,429282E-05
1,55;8,568283E-05
1,6;8,74197E-05
1,65;8,936365E-05
1,7;9,046067E-05
1,75;9,167897E-05
1,8;9,28043E-05
1,85;9,393809E-05
1,9;9,474464E-05
1,95;9,627179E-05
2;9,792658E-05
2,05;9,916454E-05
2,1;0,0001010387
2,15;0,0001022644
2,2;0,0001036139
2,25;0,0001049904
2,3;0,0001066059
2,35;0,0001084262
2,4;0,0001093859
2,45;0,0001112858
2,5;0,0001128595
2,55;0,0001143133
2,6;0,0001151431
2,65;0,0001160353
2,7;0,0001181657
2,75;0,0001196513
2,8;0,0001210536
2,85;0,0001218736
2,9;0,0001227475
2,95;0,0001252284
3;0,000126801
3,05;0,0001289632
3,1;0,0001302563
3,15;0,0001317185
3,2;0,000132725
3,25;0,0001333732
3,3;0,0001348246
3,35;0,0001359731
3,4;0,000137776
3,45;0,0001393891
3,5;0,0001404727
3,55;0,0001421054
3,6;0,0001439011
3,65;0,0001453621
3,7;0,0001459871
3,75;0,0001473636
3,8;0,0001489621
3,85;0,0001499525
3,9;0,000151444
3,95;0,0001538967
4;0,0001554645
4,05;0,0001568875
4,1;0,0001573816
4,15;0,0001595816
4,2;0,0001605635
4,25;0,0001619093
4,3;0,0001632415
4,35;0,0001643154
4,4;0,0001663121
4,45;0,0001676727
4,5;0,0001691153
4,55;0,0001703497
4,6;0,0001709809
4,65;0,0001725056
4,7;0,0001741469
4,75;0,000176336
4,8;0,0001775691
4,85;0,0001789885
4,9;0,0001806518
4,95;0,0001822036
5;0,0001831523
