Tensao [V];Corrente [A]
-5;-0,0001237793
-4,95;-0,0001114695
-4,9;-0,0001049744
-4,85;-9,996604E-05
-4,8;-9,605124E-05
-4,75;-9,311061E-05
-4,7;-9,011007E-05
-4,65;-8,802517E-05
-4,6;-8,593042E-05
-4,55;-8,360396E-05
-4,5;-8,075297E-05
-4,45;-7,867416E-05
-4,4;-7,727808E-05
-4,35;-7,51661E-05
-4,3;-7,270246E-05
-4,25;-7,07401E-05
-4,2;-6,90082E-05
-4,15;-6,722597E-05
-4,1;-6,556015E-05
-4,05;-6,468256E-05
-4;-6,314918E-05
-3,95;-6,122356E-05
-3,9;-5,904057E-05
-3,85;-5,741401E-05
-3,8;-5,603265E-05
-3,75;-5,425665E-05
-3,7;-5,305786E-05
-3,65;-5,145832E-05
-3,6;-4,96663E-05
-3,55;-4,775172E-05
-3,5;-4,528433E-05
-3,45;-4,429026E-05
-3,4;-4,341265E-05
-3,35;-4,258897E-05
-3,3;-4,127746E-05
-3,25;-3,936044E-05
-3,2;-3,743728E-05
-3,15;-3,528126E-05
-3,1;-3,342674E-05
-3,05;-3,126335E-05
-3;-2,997634E-05
-2,95;-2,909504E-05
-2,9;-2,788648E-05
-2,85;-2,705547E-05
-2,8;-2,545956E-05
-2,75;-2,431966E-05
-2,7;-2,306941E-05
-2,65;-2,143921E-05
-2,6;-2,00284E-05
-2,55;-1,811506E-05
-2,5;-1,651304E-05
-2,45;-1,502256E-05
-2,4;-1,426631E-05
-2,35;-1,2918E-05
-2,3;-1,092009E-05
-2,25;-9,097441E-06
-2,2;-6,92915E-06
-2,15;-5,631113E-06
-2,1;-5,145727E-06
-2,05;-3,64422E-06
-2;-2,729835E-06
-1,95;-9,035145E-07
-1,9;7,365141E-07
-1,85;2,054189E-06
-1,8;3,354706E-06
-1,75;4,956756E-06
-1,7;6,514682E-06
-1,65;7,002526E-06
-1,6;8,68425E-06
-1,55;1,004237E-05
-1,5;1,146178E-05
-1,45;1,214208E-05
-1,4;1,373432E-05
-1,35;1,5595E-05
-1,3;1,733556E-05
-1,25;1,89511E-05
-1,2;2,029696E-05
-1,15;2,197255E-05
-1,1;2,308554E-05
-1,05;2,500137E-05
-1;2,554316E-05
-0,95;2,609718E-05
-0,9;2,806083E-05
-0,85;3,038364E-05
-0,8;3,172215E-05
-0,75;3,347619E-05
-0,7;3,353993E-05
-0,65;3,433298E-05
-0,6;3,652951E-05
-0,55;3,836075E-05
-0,5;3,985004E-05
-0,45;4,10145E-05
-0,4;4,2228E-05
-0,35;4,33667E-05
-0,3;4,494547E-05
-0,25;4,668235E-05
-0,2;4,790319E-05
-0,15;4,894631E-05
-0,1;5,018184E-05
-0,05;5,151053E-05
0;5,128874E-05
0,05;5,042207E-05
0,1;5,134022E-05
0,15;5,267007E-05
0,2;5,465953E-05
0,25;5,587422E-05
0,3;5,675552E-05
0,35;5,790772E-05
0,4;6,006753E-05
0,45;6,142314E-05
0,5;6,288176E-05
0,55;6,40536E-05
0,6;6,49668E-05
0,65;6,668038E-05
0,7;6,811084E-05
0,75;7,038702E-05
0,8;7,238373E-05
0,85;7,314005E-05
0,9;7,378603E-05
0,95;7,447981E-05
1;7,637595E-05
1,05;7,799279E-05
1,1;7,995887E-05
1,15;8,152665E-05
1,2;8,303914E-05
1,25;8,384077E-05
1,3;8,40357E-05
1,35;8,582652E-05
1,4;8,713434E-05
1,45;8,905018E-05
1,5;9,116096E-05
1,55;9,267839E-05
1,6;9,435159E-05
1,65;9,476214E-05
1,7;9,639609E-05
1,75;9,775294E-05
1,8;9,954144E-05
1,85;0,0001009657
1,9;0,0001016448
1,95;0,0001026376
2;0,000103585
2,05;0,0001053759
2,1;0,0001067782
2,15;0,0001074401
2,2;0,0001091316
2,25;0,0001102838
2,3;0,0001117669
2,35;0,0001128714
2,4;0,0001137943
2,45;0,000115188
2,5;0,0001175427
2,55;0,0001189376
2,6;0,0001199377
2,65;0,0001211108
2,7;0,0001227815
2,75;0,0001240353
2,8;0,0001258349
2,85;0,0001267002
2,9;0,0001281906
2,95;0,0001297536
3;0,0001297744
3,05;0,0001311902
3,1;0,0001336025
3,15;0,0001358737
3,2;0,0001382051
3,25;0,0001395729
3,3;0,0001406603
3,35;0,0001408992
3,4;0,0001446071
3,45;0,0001443753
3,5;0,0001453658
3,55;0,000146876
3,6;0,0001489413
3,65;0,0001500458
3,7;0,0001509283
3,75;0,0001534215
3,8;0,0001545835
3,85;0,000152241
3,9;0,0001528196
3,95;0,0001540955
4;0,0001569393
4,05;0,0001598298
4,1;0,0001638229
4,15;0,0001644483
4,2;0,0001638525
4,25;0,0001634749
4,3;0,0001656114
4,35;0,0001675225
4,4;0,0001685864
4,45;0,0001692531
4,5;0,0001700744
4,55;0,0001722085
4,6;0,0001740716
4,65;0,0001744418
4,7;0,0001763538
4,75;0,0001786546
4,8;0,0001796768
4,85;0,0001805189
4,9;0,0001813193
4,95;0,0001826604
5;0,0001845139
