Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.0042607930000000006,2.4218688454258748e-05,-8.9426832e-05,-0.004171366168,2.428963886118145e-05
-4.95,0.025,-0.0043632227,5.742619244638219e-06,-7.9908938e-05,-0.004283313762,5.946897143860757e-06
-4.9,0.025,-0.004369831499999999,4.027471118594427e-06,-7.386651399999999e-05,-0.004295964985999999,4.23754436318279e-06
-4.85,0.025,-0.004367182,3.6885807568766217e-06,-6.9607798e-05,-0.004297574202,3.879739760630925e-06
-4.8,0.025,-0.0043648668000000005,3.5675980341588066e-06,-6.6695672e-05,-0.004298171128,3.6858012006826663e-06
-4.75,0.025,-0.004363220100000001,4.201752397644631e-06,-6.442439e-05,-0.004298795710000001,4.318109144858708e-06
-4.7,0.025,-0.004360754499999999,4.066500167356674e-06,-6.2209244e-05,-0.004298545256,4.228066089933062e-06
-4.65,0.025,-0.0043587908,3.5842258981389414e-06,-6.0062976e-05,-0.004298727824,3.7927572425505833e-06
-4.6,0.025,-0.0043569206,3.712641503476085e-06,-5.8029204e-05,-0.004298891395999999,3.920895758179904e-06
-4.55,0.025,-0.0043553675,3.7384927221185524e-06,-5.6552449999999994e-05,-0.004298815050000001,3.8937537753154575e-06
-4.5,0.025,-0.0043536574000000005,3.3810317360236397e-06,-5.477290800000001e-05,-0.004298884492000001,3.4992977624973594e-06
-4.45,0.025,-0.0043520712,3.6347929728602698e-06,-5.298627e-05,-0.00429908493,3.742767430178423e-06
-4.4,0.025,-0.0043505694,3.2801694129690023e-06,-5.176275000000001e-05,-0.00429880665,3.3955024465942314e-06
-4.35,0.025,-0.0043489196,3.2059864559219877e-06,-5.0586266e-05,-0.004298333334,3.2812286445530165e-06
-4.3,0.025,-0.0043472144,3.21183956289486e-06,-4.9071492000000004e-05,-0.004298142908,3.2765933804863005e-06
-4.25,0.025,-0.0043452062,2.9757105519335358e-06,-4.762464e-05,-0.00429758156,3.034856630573937e-06
-4.2,0.025,-0.0043436515,3.225183035288358e-06,-4.6141238e-05,-0.004297510262,3.2588119962314225e-06
-4.15,0.025,-0.0043427694,3.5853723872920255e-06,-4.4983384e-05,-0.0042977860159999996,3.61588083796827e-06
-4.1,0.025,-0.0043409226,3.882254419506585e-06,-4.3714994e-05,-0.004297207606,3.928027174817966e-06
-4.05,0.025,-0.004339517,3.7595229307276654e-06,-4.2077651999999994e-05,-0.0042974393480000005,3.819158653399612e-06
-4.0,0.025,-0.004338145400000001,3.520940821238908e-06,-4.095267200000001e-05,-0.004297192728000001,3.628184152601204e-06
-3.95,0.025,-0.004336312100000001,3.3397635461878366e-06,-3.9411906000000004e-05,-0.004296900194,3.712017237092947e-06
-3.9,0.025,-0.004335432699999999,5.432836010981944e-06,-3.8099146e-05,-0.004297333553999999,5.562128594832396e-06
-3.85,0.025,-0.004333202600000001,6.659606331374886e-06,-3.7084714000000006e-05,-0.004296117886,6.72051357849744e-06
-3.8,0.025,-0.0043318813,6.559357540525154e-06,-3.5840584e-05,-0.004296040716,6.646641810867666e-06
-3.75,0.025,-0.0043309692,5.824605161630071e-06,-3.5070086e-05,-0.004295899113999999,5.927175919919001e-06
-3.7,0.025,-0.0043299424,5.069990273933268e-06,-3.414957e-05,-0.00429579283,5.213247131699967e-06
-3.65,0.025,-0.004328325399999999,4.6033985320027995e-06,-3.2837532e-05,-0.004295487868,4.781896025570352e-06
-3.6,0.025,-0.0043262527,3.871822512288901e-06,-3.1950826000000004e-05,-0.0042943018739999995,4.225997469834446e-06
-3.55,0.025,-0.0043253606,3.1322713164730613e-06,-3.066355e-05,-0.00429469705,3.3503643716616684e-06
-3.5,0.025,-0.004324057,3.317424503034569e-06,-2.8349099999999996e-05,-0.0042957079,3.7925558058233186e-06
-3.45,0.025,-0.0043213814,3.100842007512752e-06,-2.7236868e-05,-0.004294144532,3.448280007855469e-06
-3.4,0.025,-0.0043208991,2.519280075736113e-06,-2.6295250000000002e-05,-0.00429460385,2.7033811055326543e-06
-3.35,0.025,-0.004319081099999999,2.9957152902101897e-06,-2.6019459999999998e-05,-0.004293061639999999,3.36211941046851e-06
-3.3,0.025,-0.0043180403,2.7804115222989816e-06,-2.5398258e-05,-0.004292642042,2.9664022113669857e-06
-3.25,0.025,-0.0043156848,2.9350385498130972e-06,-2.4392902e-05,-0.004291291898,3.055415215974577e-06
-3.2,0.025,-0.0043138787999999996,2.1096329222562904e-06,-2.3541990000000002e-05,-0.00429033681,2.5609933701627608e-06
-3.15,0.025,-0.004312424800000001,2.096098375553999e-06,-2.2252028000000003e-05,-0.0042901727720000005,2.4956703095701792e-06
-3.1,0.025,-0.004310342000000001,2.419737221729279e-06,-2.1345468e-05,-0.004288996532000001,2.5692449544938546e-06
-3.05,0.025,-0.0043087777,2.0642236124561287e-06,-2.0247935999999998e-05,-0.0042885297640000005,2.1326482657253704e-06
-3.0,0.025,-0.00430724,2.4262298141584186e-06,-1.9073924e-05,-0.004288166076,2.510259332965659e-06
-2.95,0.025,-0.0043053678,3.0556578051579284e-06,-1.8209516e-05,-0.004287158284000001,3.1601257068117666e-06
-2.9,0.025,-0.0043040490999999995,2.7288986565604326e-06,-1.7116656e-05,-0.004286932443999999,2.8284468689383813e-06
-2.85,0.025,-0.0043012887,2.9783534992787324e-06,-1.6047326e-05,-0.004285241374,3.047457059828058e-06
-2.8,0.025,-0.0042988359,3.92760256107691e-06,-1.5102272e-05,-0.004283733628,4.043512313144094e-06
-2.75,0.025,-0.0042969641,2.678555433645158e-06,-1.4137372e-05,-0.004282826728,2.7560718974257545e-06
-2.7,0.025,-0.0042948254,2.992526996072491e-06,-1.3569606e-05,-0.004281255794,3.057319984177751e-06
-2.65,0.025,-0.0042928597,2.2357591825199285e-06,-1.2611078e-05,-0.0042802486220000005,2.349458175323021e-06
-2.6,0.025,-0.0042896289,2.4487442791038926e-06,-1.1344885999999999e-05,-0.004278284014,2.511998043007606e-06
-2.55,0.025,-0.0042870679,2.745726961014996e-06,-1.05417804e-05,-0.0042765261196,2.8270085688266753e-06
-2.5,0.025,-0.0042837987,3.0223858879296235e-06,-9.6092386e-06,-0.0042741894614,3.0898222459743434e-06
-2.45,0.025,-0.004279730099999999,2.9402852261491485e-06,-8.510482e-06,-0.004271219618,2.9896053979961054e-06
-2.4,0.025,-0.0042756845,2.9523274528561853e-06,-7.7725826e-06,-0.0042679119174,2.999422135172222e-06
-2.35,0.025,-0.0042699154,2.7777816568862894e-06,-6.599795399999999e-06,-0.0042633156046,2.859979309793646e-06
-2.3,0.025,-0.0042641711,2.7742931612294247e-06,-5.3387528e-06,-0.0042588323472,2.807381237742223e-06
-2.25,0.025,-0.004256475,3.5796713691497635e-06,-4.469702399999999e-06,-0.0042520052976,3.61980235587129e-06
-2.2,0.025,-0.0042472026,3.2702422336376666e-06,-3.5832458000000004e-06,-0.0042436193542,3.280188577961818e-06
-2.15,0.025,-0.0042368963,3.097952766658211e-06,-2.7879864e-06,-0.0042341083136000005,3.1295146817473254e-06
-2.1,0.025,-0.004224402099999999,3.8555498368514194e-06,-2.0049840000000003e-06,-0.004222397115999999,3.891021051921784e-06
-2.05,0.025,-0.0042109175,3.952151629176165e-06,-1.1391184440000002e-06,-0.004209778381556,4.017122725860714e-06
-2.0,0.025,-0.0041956588,3.730248749525164e-06,-1.4129259999999987e-08,-0.00419564467074,3.772801433061219e-06
-1.95,0.025,-0.0041783379,3.6024531903812386e-06,7.91440608e-07,-0.0041791293406079994,3.6470424696443195e-06
-1.9,0.025,-0.0041599452,3.972875471382161e-06,1.4808180999999999e-06,-0.0041614260181,4.1991904629408426e-06
-1.85,0.025,-0.004137624899999999,3.72447447299629e-06,2.9218276e-06,-0.0041405467275999995,3.815501817998163e-06
-1.8,0.025,-0.0041117637,3.5396400962682872e-06,3.8901818e-06,-0.0041156538818,3.7558943260015813e-06
-1.75,0.025,-0.0040799575,3.6519132352477414e-06,4.3682306e-06,-0.0040843257306,3.6847276058358675e-06
-1.7,0.025,-0.00404097,3.970366817646264e-06,4.4991448000000006e-06,-0.0040454691448,4.008860378053309e-06
-1.65,0.025,-0.003990195400000001,3.8257807104492624e-06,5.136054000000001e-06,-0.003995331454000001,3.878222666941155e-06
-1.6,0.025,-0.003923417300000001,3.324061506651114e-06,6.796484399999999e-06,-0.003930213784400001,3.420671964157989e-06
-1.55,0.025,-0.0038361959,3.133117384402447e-06,7.3544568e-06,-0.0038435503568,3.1547980159412e-06
-1.5,0.025,-0.0037217201999999996,3.539614787578541e-06,7.9053086e-06,-0.0037296255085999997,3.6243378395380005e-06
-1.45,0.025,-0.0035732044999999997,3.191513686499045e-06,9.332838999999998e-06,-0.0035825373389999997,3.3324972394250717e-06
-1.4,0.025,-0.0033819739999999994,2.3311612270854456e-06,1.0878773399999999e-05,-0.0033928527733999994,3.2545983136207945e-06
-1.35,0.025,-0.0031409456000000002,1.948233285141449e-06,1.135977e-05,-0.00315230537,2.240679020561188e-06
-1.3,0.025,-0.0028402217000000002,2.0825916573132924e-06,1.1809133999999998e-05,-0.0028520308340000003,2.1227053244717993e-06
-1.25,0.025,-0.0024669503,2.1530049827057026e-06,1.2151371999999999e-05,-0.002479101672,2.4132130931448185e-06
-1.2,0.025,-0.0019568894,9.626475397938282e-05,1.3424699999999999e-05,-0.0019703141,9.626987383655595e-05
-1.15,0.025,-0.0011719246999999998,0.00011387377713947624,1.4068962000000001e-05,-0.0011859936619999997,0.00011388437646651612
-1.1,0.025,-0.0006123665100000001,1.176261074227714e-05,1.5058888000000001e-05,-0.0006274253980000001,1.1786045161193961e-05
-1.05,0.025,0.00042614757,3.2084095724448173e-06,1.6683766e-05,0.000409463804,3.4377774333550933e-06
-1.0,0.025,0.0019352963,4.0230459176543675e-06,1.7925718e-05,0.0019173705820000001,4.6222193327313535e-06
-0.95,0.025,0.0051637412,2.198971155790834e-05,1.8516536e-05,0.005145224664,2.2020929427527294e-05
-0.9,0.025,0.007495858900000001,9.301732412716407e-06,1.8783502000000003e-05,0.007477075398000001,9.349475542919453e-06
-0.85,0.025,0.012146706,1.5030313961384155e-05,1.8880354e-05,0.012127825646,1.515477288858891e-05
