Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.0011062562,1.215542115729071e-05,-8.9426832e-05,-0.001016829368,1.229617619722817e-05
-4.95,0.025,-0.0010890925,1.2130698214310134e-05,-7.9908938e-05,-0.001009183562,1.2228726385745863e-05
-4.9,0.025,-0.0010822379,1.212591934155004e-05,-7.386651399999999e-05,-0.001008371386,1.2197302099095822e-05
-4.85,0.025,-0.0010782486000000002,1.2362657797667256e-05,-6.9607798e-05,-0.0010086408020000001,1.2421032985723973e-05
-4.8,0.025,-0.0010755097,1.2808406337245867e-05,-6.6695672e-05,-0.001008814028,1.2841831943208886e-05
-4.75,0.025,-0.0010731529999999999,1.3206975530630292e-05,-6.442439e-05,-0.00100872861,1.3244453406708307e-05
-4.7,0.025,-0.0010713206,1.2859315120867717e-05,-6.2209244e-05,-0.001009111356,1.291131692072916e-05
-4.65,0.025,-0.0010694122000000001,1.2330951101462831e-05,-6.0062976e-05,-0.001009349224,1.2393170993684281e-05
-4.6,0.025,-0.0010674538,1.2749134374101167e-05,-5.8029204e-05,-0.0010094245959999999,1.2811328732885905e-05
-4.55,0.025,-0.0010654066,1.3183834084042294e-05,-5.6552449999999994e-05,-0.00100885415,1.322869879409934e-05
-4.5,0.025,-0.0010632588,1.3118517580546646e-05,-5.477290800000001e-05,-0.0010084858919999998,1.3149494771348877e-05
-4.45,0.025,-0.0010621324,1.3013616656751852e-05,-5.298627e-05,-0.00100914613,1.3044186696369355e-05
-4.4,0.025,-0.0010605248,1.4103303488505384e-05,-5.176275000000001e-05,-0.00100876205,1.4130573051930278e-05
-4.35,0.025,-0.0010589112000000001,1.46346180286485e-05,-5.0586266e-05,-0.001008324934,1.4651285169114816e-05
-4.3,0.025,-0.001057363,1.4502247519302378e-05,-4.9071492000000004e-05,-0.001008291508,1.4516726005349208e-05
-4.25,0.025,-0.0010560861,1.4304294727652784e-05,-4.762464e-05,-0.0010084614599999999,1.4316715724453191e-05
-4.2,0.025,-0.0010550988999999998,1.3636678704875302e-05,-4.6141238e-05,-0.001008957662,1.3644671345095476e-05
-4.15,0.025,-0.0010537783,1.3623154334114832e-05,-4.4983384e-05,-0.001008794916,1.3631215392984653e-05
-4.1,0.025,-0.0010527918000000002,1.330991101731671e-05,-4.3714994e-05,-0.0010090768060000003,1.3323334019577035e-05
-4.05,0.025,-0.0010513071999999999,1.2907316794920824e-05,-4.2077651999999994e-05,-0.001009229548,1.2924812841879575e-05
-4.0,0.025,-0.0010497716000000001,1.3685559625629764e-05,-4.095267200000001e-05,-0.001008818928,1.371354214800784e-05
-3.95,0.025,-0.0010482593,1.447198756256759e-05,-3.9411906000000004e-05,-0.001008847394,1.456239937081596e-05
-3.9,0.025,-0.0010468173000000001,1.4774350108286386e-05,-3.8099146e-05,-0.001008718154,1.48223813372026e-05
-3.85,0.025,-0.0010457719,1.4334919442861667e-05,-3.7084714000000006e-05,-0.001008687186,1.4363316528685616e-05
-3.8,0.025,-0.0010449942000000001,1.3755106403724302e-05,-3.5840584e-05,-0.0010091536160000002,1.379694271189481e-05
-3.75,0.025,-0.0010434566,1.3521133229956032e-05,-3.5070086e-05,-0.0010083865140000001,1.3565634261581773e-05
-3.7,0.025,-0.0010426173999999997,1.3335452849870193e-05,-3.414957e-05,-0.0010084678299999998,1.3390573064268425e-05
-3.65,0.025,-0.0010409547000000002,1.2778830811150118e-05,-3.2837532e-05,-0.0010081171680000002,1.2844211476572612e-05
-3.6,0.025,-0.001038873,1.3017213816925485e-05,-3.1950826000000004e-05,-0.0010069221740000001,1.3126915121380794e-05
-3.55,0.025,-0.001037336,1.3501132742601037e-05,-3.066355e-05,-0.00100667245,1.3553390836105694e-05
-3.5,0.025,-0.0010352088999999998,1.4185158726641025e-05,-2.8349099999999996e-05,-0.0010068597999999998,1.4303737354515079e-05
-3.45,0.025,-0.0010338791,1.372406982437954e-05,-2.7236868e-05,-0.001006642232,1.380671961044567e-05
-3.4,0.025,-0.0010329999,1.3684839238693635e-05,-2.6295250000000002e-05,-0.00100670465,1.3719924281519887e-05
-3.35,0.025,-0.00103239287,1.4079388782191892e-05,-2.6019459999999998e-05,-0.00100637341,1.416187576948622e-05
-3.3,0.025,-0.0010315187,1.3718286903497311e-05,-2.5398258e-05,-0.0010061204419999999,1.3757189008403418e-05
-3.25,0.025,-0.00103059847,1.2949247597537592e-05,-2.4392902e-05,-0.0010062055680000001,1.2977061462266914e-05
-3.2,0.025,-0.00102972629,1.2732435375706996e-05,-2.3541990000000002e-05,-0.0010061843000000001,1.281495402145107e-05
-3.15,0.025,-0.00102840682,1.3386055702010733e-05,-2.2252028000000003e-05,-0.0010061547919999999,1.3454412999139132e-05
-3.1,0.025,-0.00102819672,1.3456091054719015e-05,-2.1345468e-05,-0.001006851252,1.3483778323854893e-05
-3.05,0.025,-0.00102572392,1.4023498476866122e-05,-2.0247935999999998e-05,-0.001005475984,1.4033733609903905e-05
-3.0,0.025,-0.00102375278,1.4485648927112532e-05,-1.9073924e-05,-0.001004678856,1.4499959849847393e-05
-2.95,0.025,-0.0010224189699999998,1.5017835157945447e-05,-1.8209516e-05,-0.0010042094539999998,1.5039438908810805e-05
-2.9,0.025,-0.0010211151700000001,1.541819781946359e-05,-1.7116656e-05,-0.0010039985140000002,1.5436128005842067e-05
-2.85,0.025,-0.00102036592,1.4995864346086273e-05,-1.6047326e-05,-0.0010043185940000001,1.5009741918202707e-05
-2.8,0.025,-0.0010196575500000002,1.3934168863405146e-05,-1.5102272e-05,-0.0010045552780000003,1.3967282909093645e-05
-2.75,0.025,-0.00101791464,1.4100445060210002e-05,-1.4137372e-05,-0.001003777268,1.4115375446252595e-05
-2.7,0.025,-0.0010164052300000001,1.4418577195028635e-05,-1.3569606e-05,-0.0010028356240000002,1.4432163940048277e-05
-2.65,0.025,-0.00101487307,1.4473995189231198e-05,-1.2611078e-05,-0.001002261992,1.449199335265021e-05
-2.6,0.025,-0.0010168064,7.264941617873548e-06,-1.1344885999999999e-05,-0.001005461514,7.28650549541693e-06
-2.55,0.025,-0.0010156097399999999,7.246706516940431e-06,-1.05417804e-05,-0.0010050679595999998,7.277892294232013e-06
-2.5,0.025,-0.0010142183499999998,6.85724951359266e-06,-9.6092386e-06,-0.0010046091113999997,6.887238630091786e-06
-2.45,0.025,-0.0010119715799999998,6.396547616366517e-06,-8.510482e-06,-0.0010034610979999998,6.419367930961791e-06
-2.4,0.025,-0.0010096038100000002,6.792395912170242e-06,-7.7725826e-06,-0.0010018312274000002,6.812997723743918e-06
-2.35,0.025,-0.00100776819,7.173864136564657e-06,-6.599795399999999e-06,-0.0010011683946,7.20609029703364e-06
-2.3,0.025,-0.00100522735,6.8886857084239705e-06,-5.3387528e-06,-0.0009998885972,6.902077778395964e-06
-2.25,0.025,-0.00100243577,6.398517577628604e-06,-4.469702399999999e-06,-0.0009979660676000001,6.421055145042987e-06
-2.2,0.025,-0.0009988397199999998,7.101116590727886e-06,-3.5832458000000004e-06,-0.0009952564741999997,7.1057026165914464e-06
-2.15,0.025,-0.00099481519,7.379026139817539e-06,-2.7879864e-06,-0.0009920272035999998,7.392332349870191e-06
-2.1,0.025,-0.0009907786699999998,7.123287273763132e-06,-2.0049840000000003e-06,-0.0009887736859999997,7.1425486954314345e-06
-2.05,0.025,-0.00098528375,6.772527252108741e-06,-1.1391184440000002e-06,-0.000984144631556,6.810645922024018e-06
-2.0,0.025,-0.0009795806899999997,6.971482123376331e-06,-1.4129259999999987e-08,-0.0009795665607399996,6.994343279860554e-06
-1.95,0.025,-0.0009732108500000001,7.029929547181348e-06,7.91440608e-07,-0.0009740022906080002,7.052883043467737e-06
-1.9,0.025,-0.00096709642,7.160052568522122e-06,1.4808180999999999e-06,-0.0009685772381,7.2880596743539045e-06
-1.85,0.025,-0.0009597591900000002,7.4388584265254796e-06,2.9218276e-06,-0.0009626810176000002,7.48484860989422e-06
-1.8,0.025,-0.0009513931599999999,8.132624996368386e-06,3.8901818e-06,-0.0009552833417999999,8.22905094822827e-06
-1.75,0.025,-0.0009408385299999999,8.506053800552212e-06,4.3682306e-06,-0.0009452067605999998,8.520193572291654e-06
-1.7,0.025,-0.0009260851400000001,1.5007181033921371e-05,4.4991448000000006e-06,-0.0009305842848000001,1.5017410943599716e-05
-1.65,0.025,-0.0009122214100000002,1.1142625476315904e-05,5.136054000000001e-06,-0.0009173574640000001,1.1160739917916496e-05
-1.6,0.025,-0.0008941836699999999,9.948556180008106e-06,6.796484399999999e-06,-0.0009009801544,9.981251517377682e-06
-1.55,0.025,-0.00087231353,7.501674740431118e-06,7.3544568e-06,-0.0008796679868,7.510755613662581e-06
-1.5,0.025,-0.00084244039,8.027066655101638e-06,7.9053086e-06,-0.0008503456986000001,8.064784623045238e-06
