12.04	0.06300	79.70
12.10	0.06230	79.70
12.13	0.06110	79.68
12.19	0.06000	79.68
12.26	0.05780	79.66
12.30	0.05620	79.66
12.36	0.05590	79.66
12.40	0.05210	79.68
12.47	0.05100	79.69
12.50	0.04840	79.69
12.56	0.04650	79.68
12.63	0.04350	79.68
12.67	0.03940	79.69
12.74	0.03600	79.69
12.77	0.03000	79.70
12.83	0.02770	79.68
12.88	0.02210	79.68
12.94	0.01650	79.70
12.97	0.01010	79.68
13.04	0.00410	79.68
13.11	-0.00260	79.68
13.14	-0.01350	79.68
13.21	-0.02030	79.68
13.24	-0.02930	79.68
13.31	-0.03600	79.68
13.34	-0.04840	79.66
13.41	-0.05440	79.66
13.47	-0.06710	79.65
13.52	-0.08360	79.66
13.58	-0.09410	79.66
13.62	-0.10990	79.68
13.67	-0.12190	79.68
13.72	-0.13950	79.68
13.78	-0.15300	79.69
13.82	-0.17510	79.69
13.89	-0.19120	79.71
13.95	-0.21750	79.71
13.99	-0.24900	79.69
14.05	-0.26890	79.68
14.09	-0.30150	79.68
14.15	-0.32330	79.64
14.18	-0.35930	79.64
14.26	-0.39340	79.64
14.32	-0.44140	79.64
14.36	-0.49950	79.64
14.42	-0.53890	79.62
14.46	-0.61610	79.62
14.57	-2.95200	79.64
14.61	-2.95310	79.66
14.67	-2.95350	79.66
14.72	-2.95760	79.66
14.77	-2.95760	79.66
14.85	-2.95760	79.70
14.89	-2.95240	79.72
14.94	-2.95240	79.72
14.98	-2.95240	79.72
15.05	-2.95690	79.72
15.08	-2.95240	79.74
15.15	-2.95240	79.75
