U_E,Erro U_E,U_C,Erro U_C
4.866722879642368,0.17499666513943912,2.055432064261861,0.6133565766610775
4.746708469171504,0.19758906075922414,2.8048880028463334,0.828824574491732
4.6833304024676385,0.3079011782710615,3.3983227091576786,1.5472841820507135
