Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00023850285000000002,7.214492872182897e-06,-0.00014825196,-9.025089000000002e-05,1.5494358670521927e-05
-4.95,0.025,-0.00022103532999999997,7.1024235564817376e-06,-0.0001353931,-8.564222999999998e-05,1.516106703074249e-05
-4.9,0.025,-0.00021500539999999997,5.785247909794169e-06,-0.00012750756,-8.749783999999997e-05,1.3935841000125461e-05
-4.85,0.025,-0.00021201768000000005,6.8445452698237455e-06,-0.00012282220799999998,-8.919547200000007e-05,1.4517406332468159e-05
-4.8,0.025,-0.00020879125000000006,7.66768047184632e-06,-0.00011870804799999999,-9.008320200000007e-05,1.48203346913912e-05
-4.75,0.025,-0.0002061335,1.1769742432752435e-05,-0.000115557742,-9.057575800000001e-05,1.7205649941099382e-05
-4.7,0.025,-0.00020830663000000004,4.46596613114739e-06,-0.00011254695399999999,-9.575967600000005e-05,1.3326571623100807e-05
-4.65,0.025,-0.00020515069999999997,6.992467932791045e-06,-0.00010966919400000001,-9.548150599999996e-05,1.4029180356004092e-05
-4.6,0.025,-0.00020543228000000001,5.150661646558952e-06,-0.000107396764,-9.803551600000002e-05,1.3097255282188451e-05
-4.55,0.025,-0.00020335506,6.590560303983604e-06,-0.00010485981199999999,-9.849524800000002e-05,1.361205012935834e-05
-4.5,0.025,-0.00020148878000000002,6.051855658262546e-06,-0.00010214243400000001,-9.934634600000001e-05,1.3415150643329516e-05
-4.45,0.025,-0.00020135247000000004,4.712439305839622e-06,-9.9681692e-05,-0.00010167077800000004,1.2672077834417776e-05
-4.4,0.025,-0.00020079113,1.2151493177571041e-05,-9.752569600000001e-05,-0.00010326543399999998,1.66164020821487e-05
-4.35,0.025,-0.00020075145000000003,3.798488056889654e-06,-9.488650799999999e-05,-0.00010586494200000005,1.1678465114410513e-05
-4.3,0.025,-0.00020035005000000004,4.51494045321875e-06,-9.259273399999999e-05,-0.00010775731600000004,1.2025873859328939e-05
-4.25,0.025,-0.00019952059,5.748975242491292e-06,-9.054457600000001e-05,-0.00010897601399999998,1.2484465400292793e-05
-4.2,0.025,-0.00019659406,8.159184737895762e-06,-8.846061e-05,-0.00010813345,1.359766264234266e-05
-4.15,0.025,-0.00019790216000000003,3.8609893087998385e-06,-8.6438716e-05,-0.00011146344400000003,1.1416527691616515e-05
-4.1,0.025,-0.00019878040000000002,4.154519114570704e-06,-8.440966200000001e-05,-0.00011437073800000001,1.1336623286817083e-05
-4.05,0.025,-0.00019637209000000002,1.4162833389658381e-05,-8.2756938e-05,-0.00011361515200000002,1.739864941039799e-05
-4.0,0.025,-0.0001982767,1.708656796043803e-06,-8.0732308e-05,-0.00011754439199999999,9.97772106135147e-06
-3.95,0.025,-0.00019647124,3.335961529287905e-06,-7.814902599999999e-05,-0.00011832221400000001,1.00904795848621e-05
-3.9,0.025,-0.00019262506000000004,1.257988786270459e-05,-7.6359248e-05,-0.00011626581200000003,1.5876924146563852e-05
-3.85,0.025,-0.00019655918,1.475288004123639e-06,-7.404829e-05,-0.00012251089,9.465066188493409e-06
-3.8,0.025,-0.00019686369,3.7576896192119613e-06,-7.2784098e-05,-0.000124079592,1.010431031166914e-05
-3.75,0.025,-0.00019119499,9.758013163714336e-06,-7.1514064e-05,-0.000119680926,1.3726433730967861e-05
-3.7,0.025,-0.00019327604,1.9199940689723183e-06,-6.9763754e-05,-0.000123512286,9.543370872769163e-06
-3.65,0.025,-0.00019301205999999998,2.465774828505009e-06,-6.7507718e-05,-0.00012550434199999999,9.340419852204658e-06
-3.6,0.025,-0.00018930404,7.3615760269418185e-06,-6.5610088e-05,-0.00012369395200000001,1.158507017769053e-05
-3.55,0.025,-0.00019027941000000003,3.762066336602796e-06,-6.365826199999999e-05,-0.00012662114800000005,9.687903757166457e-06
-3.5,0.025,-0.00018864672000000002,6.035510506217902e-06,-6.2326904e-05,-0.000126319816,1.1362106935121964e-05
-3.45,0.025,-0.00018292744999999998,1.5714208503223376e-05,-6.0257172000000007e-05,-0.000122670278,1.8075291042569628e-05
-3.4,0.025,-0.00018401635,1.0281569946835289e-05,-5.8590475999999995e-05,-0.000125425874,1.3356626663562795e-05
-3.35,0.025,-0.00018636363,5.606530301363853e-06,-5.6967882e-05,-0.000129395748,9.859487278595225e-06
-3.3,0.025,-0.00018351269,1.1381127224142218e-05,-5.4661122e-05,-0.00012885156799999998,1.3728826826669536e-05
-3.25,0.025,-0.00018474133999999998,4.587955545459343e-06,-5.3353536e-05,-0.000131387804,9.07859450913197e-06
-3.2,0.025,-0.00018548482,3.821228272514829e-06,-5.1789054e-05,-0.000133695766,8.920434136066287e-06
-3.15,0.025,-0.00018337138000000002,5.719396469092401e-06,-4.9993882e-05,-0.00013337749800000002,1.0042877773177697e-05
-3.1,0.025,-0.00018190981,5.091164757248036e-06,-4.8012406000000004e-05,-0.000133897404,9.622113037141295e-06
-3.05,0.025,-0.00017806602,1.494901832561441e-05,-4.625916200000001e-05,-0.00013180685799999998,1.7139391388970773e-05
-3.0,0.025,-0.00017746205000000002,1.3069662303828327e-05,-4.4540239999999994e-05,-0.00013292181000000003,1.5402395782385973e-05
-2.95,0.025,-0.00017791674,5.403615411349862e-06,-4.3183132e-05,-0.000134733608,9.55251138970521e-06
-2.9,0.025,-0.00017627955,6.179728643494168e-06,-4.157771e-05,-0.00013470184,9.842319073143903e-06
-2.85,0.025,-0.00017439947999999997,7.5172399520923426e-06,-4.0169628e-05,-0.000134229852,1.0503458144670892e-05
-2.8,0.025,-0.00017443194999999998,2.445983505554453e-06,-3.8492608e-05,-0.00013593934199999998,7.714839349384695e-06
-2.75,0.025,-0.00017155107000000003,2.564914576030421e-06,-3.6712892e-05,-0.00013483817800000002,7.438186997706721e-06
-2.7,0.025,-0.00016738088999999998,6.616038194073887e-06,-3.5301626e-05,-0.00013207926399999998,9.521868387043294e-06
-2.65,0.025,-0.00016620459,2.28336425986355e-06,-3.3617012e-05,-0.000132587578,7.1889204069903454e-06
-2.6,0.025,-0.00016324568999999997,1.7557312439550654e-06,-3.1999822000000005e-05,-0.00013124586799999997,6.940068845283165e-06
-2.55,0.025,-0.00015888919,4.067668941912555e-06,-3.0355178000000004e-05,-0.000128534012,7.976828807174566e-06
-2.5,0.025,-0.00015570278999999998,3.041996885618248e-06,-2.8810528e-05,-0.000126892262,7.55156067417068e-06
-2.45,0.025,-0.00015192624999999999,3.78992592957523e-06,-2.7272772e-05,-0.00012465347799999997,7.848095098126466e-06
-2.4,0.025,-0.00014665279,6.793361516861727e-06,-2.5546986e-05,-0.000121105804,9.276065989869189e-06
-2.35,0.025,-0.00014277907999999997,4.835843822218506e-06,-2.4047452e-05,-0.00011873162799999997,7.88496279337822e-06
-2.3,0.025,-0.00013772367,4.098669466234683e-06,-2.2466546e-05,-0.000115257124,7.652069986626136e-06
-2.25,0.025,-0.00013228275000000002,3.5502976013755966e-06,-2.08493402e-05,-0.00011143340980000002,7.484004529290018e-06
-2.2,0.025,-0.00012496864,3.150060903538216e-06,-1.8839434e-05,-0.000106129206,7.368996956990144e-06
-2.15,0.025,-0.00011655613999999998,2.793171965983399e-06,-1.74085566e-05,-9.914758339999999e-05,7.157649744948992e-06
-2.1,0.025,-0.00010737549,3.080908977143668e-06,-1.62279594e-05,-9.11475306e-05,6.928779279352983e-06
-2.05,0.025,-9.635043299999999e-05,2.650485323579857e-06,-1.4632331999999998e-05,-8.1718101e-05,6.694966526796994e-06
-2.0,0.025,-8.265966800000001e-05,2.270164874285568e-06,-1.2588353e-05,-7.007131500000002e-05,5.979012329917878e-06
-1.95,0.025,-6.691492e-05,2.319108177257419e-06,-1.10728929e-05,-5.5842027100000004e-05,6.165318143866282e-06
-1.9,0.025,-4.9195863999999996e-05,2.116615420336071e-06,-9.83492318e-06,-3.936094081999999e-05,6.316457257611066e-06
-1.85,0.025,-2.7605131e-05,2.118200169480632e-06,-8.2613598e-06,-1.93437712e-05,6.173189380344976e-06
-1.8,0.025,-3.4412368000000003e-06,2.1858687761093883e-06,-6.360291199999999e-06,2.919054399999999e-06,5.876210975620826e-06
-1.75,0.025,2.422065e-05,1.7621989921496752e-06,-4.8374710000000005e-06,2.9058121e-05,5.756676965196834e-06
-1.7,0.025,5.576220999999999e-05,1.7749890217688675e-06,-3.5271862e-06,5.928939619999999e-05,5.907266746972174e-06
-1.65,0.025,9.1330035e-05,3.256884537588543e-06,-2.1122324e-06,9.34422674e-05,6.057865398509125e-06
-1.6,0.025,0.00013168055,3.0663662179814356e-06,-6.717783999999999e-07,0.0001323523284,6.071622870296629e-06
-1.55,0.025,0.00017863697,2.2176423011086936e-06,8.8511554e-07,0.00017775185446000001,5.597461776465072e-06
-1.5,0.025,0.00023687274999999994,7.828495345743858e-06,2.1672103e-06,0.00023470553969999992,9.409887536509709e-06
-1.45,0.025,0.00030528060000000005,4.9857089013388e-06,3.6113598000000006e-06,0.00030166924020000004,6.900864780567661e-06
-1.4,0.025,0.00039195767,2.9199645370943917e-06,5.1342074e-06,0.0003868234626,5.63306404754998e-06
-1.35,0.025,0.00050631166,4.386242949444935e-06,6.539386799999999e-06,0.0004997722732000001,6.700703666758969e-06
-1.3,0.025,0.0006574880100000001,3.6388909209171737e-06,8.0950848e-06,0.0006493929252000001,6.322694079866045e-06
-1.25,0.025,0.0008581371399999999,3.8704225790531675e-06,9.632642399999998e-06,0.0008485044975999999,6.491610122199065e-06
-1.2,0.025,0.0011246394,7.197795282816362e-06,1.11481332e-05,0.0011134912668,8.829881707129501e-06
-1.15,0.025,0.0014708555000000002,8.431209577779735e-06,1.2833268599999998e-05,0.0014580222314000003,9.869794181372504e-06
-1.1,0.025,0.0019149577000000001,6.990873241432586e-06,1.4214916e-05,0.001900742784,8.58454469477608e-06
-1.05,0.025,0.0026622384999999997,1.5847310372916783e-05,1.5545566e-05,0.0026466929339999997,1.6707208584736286e-05
-1.0,0.025,0.0031915229999999995,3.648050285959386e-06,1.6797768e-05,0.0031747252319999997,6.101714548580453e-06
-0.95,0.025,0.0040308283,4.794461157303224e-06,1.8290954000000002e-05,0.0040125373459999995,6.486525954659349e-06
-0.9,0.025,0.0050612324999999994,5.384634068862586e-06,1.990573e-05,0.005041326769999999,7.0623857949141835e-06
-0.85,0.025,0.006282146899999999,6.183028158686505e-06,2.1538655999999997e-05,0.006260608243999999,7.918450900993214e-06
-0.8,0.025,0.007710304700000001,7.699794341409432e-06,2.2996543999999996e-05,0.007687308156000001,9.11825795799728e-06
-0.75,0.025,0.009371919000000001,9.190866105965305e-06,2.4587044e-05,0.009347331956000002,1.046045168878533e-05
-0.7,0.025,0.011329576,1.0112501833538956e-05,2.595717e-05,0.011303618829999999,1.098356699387675e-05
-0.65,0.025,0.013649150000000002,1.3795398588740483e-05,2.7420684e-05,0.013621729316000003,1.4331266929696163e-05
-0.6,0.025,0.016376680999999997,1.7404489491060967e-05,2.8965843999999997e-05,0.016347715155999996,1.7916796085237495e-05
-0.55,0.025,0.01952492,1.9160562506240734e-05,3.0534038e-05,0.019494385962,1.9656214698276172e-05
-0.5,0.025,0.024877500000000004,2.0486673717321867e-05,3.1983584e-05,0.024845516416000003,2.095731553466084e-05
-0.45,0.025,0.029000210000000005,2.1673741409056623e-05,3.3479466e-05,0.028966730534000007,2.2080507512322622e-05
-0.4,0.025,0.033418286000000005,2.8130140893118024e-05,3.4724316e-05,0.03338356168400001,2.844213744813496e-05
-0.35,0.025,0.038031183,3.0185164880929283e-05,3.585445e-05,0.037995328550000006,3.0476225232227933e-05
-0.3,0.025,0.042815197,3.370589893970148e-05,3.7188535999999997e-05,0.042778008464,3.3987009290194236e-05
-0.25,0.025,0.04778770399999999,3.3172692986853604e-05,3.8566014e-05,0.047749137985999994,3.3482343026486755e-05
-0.2,0.025,0.052990497000000004,4.133917567581058e-05,4.0466378e-05,0.052950030622,4.154853718279741e-05
-0.15,0.025,0.05844985500000001,4.5201586562617694e-05,4.1837728000000004e-05,0.058408017272000005,4.537613843675044e-05
-0.1,0.025,0.064179458,4.753218483886144e-05,4.3466232e-05,0.064135991768,4.768063110840564e-05
-0.05,0.025,0.07017680000000001,5.3488746687711045e-05,4.4715230000000004e-05,0.07013208477,5.362403583461496e-05
0.0,0.025,0.076470077,5.567946340937354e-05,4.4790268e-05,0.076425286732,5.580080953692999e-05
0.05,0.025,0.082943661,6.088367441276905e-05,4.3518678e-05,0.082900142322,6.100767887533125e-05
0.1,0.025,0.08965305900000001,6.46489959447686e-05,4.46118e-05,0.08960844720000001,6.475937009450105e-05
0.15,0.025,0.096563781,6.990706584061887e-05,4.6160126e-05,0.096517620874,7.000432616196053e-05
0.2,0.025,0.10365926,7.316831736938093e-05,4.7613366e-05,0.10361164663400001,7.32773616523963e-05
0.25,0.025,0.11092466000000001,7.830188304816653e-05,4.8984963999999994e-05,0.110875675036,7.839951432308033e-05
0.3,0.025,0.11834852,8.33521018864489e-05,5.020405199999999e-05,0.118298315948,8.343444309493729e-05
0.35,0.025,0.12590389,8.874351869917755e-05,5.20272e-05,0.1258518628,8.880512611104258e-05
0.4,0.025,0.13359821,9.186095108005853e-05,5.392539e-05,0.13354428461,9.19324704138394e-05
0.45,0.025,0.14141937,9.62518923334897e-05,5.5153566e-05,0.141364216434,9.631688910012887e-05
0.5,0.025,0.14935612999999998,0.00010436181773043056,5.548352600000001e-05,0.149300646474,0.00010447149345378666
0.55,0.025,0.15738654000000002,0.0001105067137226439,5.7918810000000006e-05,0.15732862119000002,0.00011056083400049075
0.6,0.025,0.16549047,0.00011623640709060724,5.9149684000000003e-05,0.165431320316,0.0001162830831157155
0.65,0.025,0.17365819999999998,0.0001240182782227408,6.0739938e-05,0.173597460062,0.000124064738110469
0.7,0.025,0.18188458000000002,0.00013126231413132424,6.249054200000001e-05,0.18182208945800002,0.0001313004700236854
0.75,0.025,0.19016755999999999,0.00013699328612908255,6.4086688e-05,0.19010347331199998,0.000137039255802102
0.8,0.025,0.19848863,0.000147667284046862,6.552766599999999e-05,0.198423102334,0.00014771832784507143
0.85,0.025,0.20680106999999998,0.0001502717098384717,6.6710982e-05,0.20673435901799997,0.00015031563833323497
0.9,0.025,0.21505625999999997,0.00015782773450119108,6.8200972e-05,0.21498805902799997,0.00015785921250082422
0.95,0.025,0.22328169999999997,0.0001580710037363631,6.959168e-05,0.22321210831999996,0.0001580947932021318
