Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.000103136276,6.5291859309398e-06,-0.00014825196,4.5115683999999995e-05,1.5187380028457258e-05
-4.95,0.025,-8.693566e-05,9.619774300976782e-06,-0.0001353931,4.845743999999999e-05,1.649101545499044e-05
-4.9,0.025,-8.0165402e-05,4.7686819116812075e-06,-0.00012750756,4.7342158e-05,1.354543827928043e-05
-4.85,0.025,-7.654083e-05,3.0032367989406222e-06,-0.00012282220799999998,4.628137799999998e-05,1.3150160377038414e-05
-4.8,0.025,-7.4079555e-05,2.195069600203804e-06,-0.00011870804799999999,4.462849299999999e-05,1.2871182039589795e-05
-4.75,0.025,-7.244572500000002e-05,2.786533669993163e-06,-0.000115557742,4.3112016999999976e-05,1.2855828361343567e-05
-4.7,0.025,-7.011031499999999e-05,2.415044778109139e-06,-0.00011254695399999999,4.243663899999999e-05,1.2786129164893974e-05
-4.65,0.025,-6.8705581e-05,1.9367318751813135e-06,-0.00010966919400000001,4.096361300000001e-05,1.231560895881821e-05
-4.6,0.025,-6.6913135e-05,4.829364172042272e-06,-0.000107396764,4.048362899999999e-05,1.2974264481491253e-05
-4.55,0.025,-6.626365900000001e-05,3.841053570321126e-06,-0.00010485981199999999,3.859615299999998e-05,1.2514236538191075e-05
-4.5,0.025,-6.5108095e-05,2.9619949158379714e-06,-0.00010214243400000001,3.703433900000001e-05,1.2333479791049644e-05
-4.45,0.025,-6.360357200000003e-05,1.9865979584528143e-06,-9.9681692e-05,3.607811999999997e-05,1.1929838384439623e-05
-4.4,0.025,-6.357268299999999e-05,1.5185766079314744e-06,-9.752569600000001e-05,3.395301300000002e-05,1.1434688741948188e-05
-4.35,0.025,-6.2221245e-05,3.6593769535423194e-06,-9.488650799999999e-05,3.266526299999999e-05,1.1633962162491621e-05
-4.3,0.025,-6.1002809e-05,3.518026483680399e-06,-9.259273399999999e-05,3.158992499999999e-05,1.1688176295909326e-05
-4.25,0.025,-5.995977299999999e-05,3.619218413998156e-06,-9.054457600000001e-05,3.058480300000002e-05,1.165804022640827e-05
-4.2,0.025,-5.8889514e-05,4.253555459210826e-06,-8.846061e-05,2.9571096000000008e-05,1.1679763173644929e-05
-4.15,0.025,-5.9314555e-05,5.8179783611286395e-06,-8.6438716e-05,2.7124161e-05,1.221796784663232e-05
-4.1,0.025,-5.891278000000001e-05,5.003313893784132e-06,-8.440966200000001e-05,2.5496882e-05,1.167442282914249e-05
-4.05,0.025,-5.8311347999999996e-05,3.3311615829010086e-06,-8.2756938e-05,2.444559e-05,1.064066676360629e-05
-4.0,0.025,-5.791545899999999e-05,2.8240061680191136e-06,-8.0732308e-05,2.281684900000001e-05,1.0227923560942369e-05
-3.95,0.025,-5.6825587000000005e-05,3.5153837996726776e-06,-7.814902599999999e-05,2.1323438999999986e-05,1.0151209887822783e-05
-3.9,0.025,-5.6319129999999996e-05,2.8130361303403124e-06,-7.6359248e-05,2.0040118000000007e-05,1.0086442087679877e-05
-3.85,0.025,-5.5490333e-05,2.760954588789295e-06,-7.404829e-05,1.8557956999999997e-05,9.748531863763215e-06
-3.8,0.025,-5.5326339e-05,3.0280087353259075e-06,-7.2784098e-05,1.7457759000000002e-05,9.856251442682456e-06
-3.75,0.025,-5.4442507e-05,3.1252863039907583e-06,-7.1514064e-05,1.7071556999999997e-05,1.0147096951805585e-05
-3.7,0.025,-5.3556104999999994e-05,3.6404136829036645e-06,-6.9763754e-05,1.6207649000000005e-05,1.0032056726962932e-05
-3.65,0.025,-5.2745315000000006e-05,3.835315903898197e-06,-6.7507718e-05,1.4762402999999987e-05,9.791478212877993e-06
-3.6,0.025,-5.097248999999999e-05,5.6836406301712416e-06,-6.5610088e-05,1.4637598000000012e-05,1.0598340447188101e-05
-3.55,0.025,-4.9972949000000005e-05,4.259593707788599e-06,-6.365826199999999e-05,1.3685312999999985e-05,9.8917376958021e-06
-3.5,0.025,-5.055624999999999e-05,2.9746671924024644e-06,-6.2326904e-05,1.1770654000000013e-05,1.0075650442529035e-05
-3.45,0.025,-4.9710168e-05,4.33838951445964e-06,-6.0257172000000007e-05,1.0547004000000003e-05,9.92982482071025e-06
-3.4,0.025,-4.865951299999999e-05,4.742247847986696e-06,-5.8590475999999995e-05,9.930963000000002e-06,9.755906411495779e-06
-3.35,0.025,-4.9295521e-05,3.955328627137628e-06,-5.6967882e-05,7.672360999999998e-06,9.023354804357659e-06
-3.3,0.025,-4.9708214000000005e-05,4.139730411928883e-06,-5.4661122e-05,4.952907999999993e-06,8.722843402699538e-06
-3.25,0.025,-4.8975001999999997e-05,3.22615748638049e-06,-5.3353536e-05,4.378534000000005e-06,8.472286249948056e-06
-3.2,0.025,-4.7438009999999996e-05,4.272996745116685e-06,-5.1789054e-05,4.351044000000007e-06,9.123094916145934e-06
-3.15,0.025,-4.7164551000000005e-05,3.373285893057224e-06,-4.9993882e-05,2.829330999999995e-06,8.91778872325527e-06
-3.1,0.025,-4.661141199999999e-05,2.277579158296516e-06,-4.8012406000000004e-05,1.4009940000000128e-06,8.476583482535088e-06
-3.05,0.025,-4.6188928999999993e-05,2.200725282489338e-06,-4.625916200000001e-05,7.023300000001529e-08,8.667685968801464e-06
-3.0,0.025,-4.4584635e-05,2.4372168952322557e-06,-4.4540239999999994e-05,-4.4395000000008915e-08,8.506335832516582e-06
-2.95,0.025,-4.3094941999999994e-05,3.499657478928155e-06,-4.3183132e-05,8.819000000000296e-08,8.619687744140605e-06
-2.9,0.025,-4.2151791999999997e-05,3.172615974161807e-06,-4.157771e-05,-5.740819999999958e-07,8.291422721695998e-06
-2.85,0.025,-4.1215130999999996e-05,3.6617440018974868e-06,-4.0169628e-05,-1.0455029999999969e-06,8.1989088075763e-06
-2.8,0.025,-4.0874635999999995e-05,4.251166057812059e-06,-3.8492608e-05,-2.382027999999995e-06,8.462170154780824e-06
-2.75,0.025,-3.9911258e-05,3.7429347377033794e-06,-3.6712892e-05,-3.198366e-06,7.921956796223182e-06
-2.7,0.025,-3.7990123000000004e-05,4.230832977627324e-06,-3.5301626e-05,-2.688497000000005e-06,8.049469788707136e-06
-2.65,0.025,-3.7264896e-05,4.099287094237511e-06,-3.3617012e-05,-3.647883999999999e-06,7.954305686595295e-06
-2.6,0.025,-3.840978999999999e-05,3.40401492708243e-06,-3.1999822000000005e-05,-6.409967999999987e-06,7.527900172031375e-06
-2.55,0.025,-3.6456429e-05,2.3497095179449544e-06,-3.0355178000000004e-05,-6.1012509999999946e-06,7.2529305812679e-06
-2.5,0.025,-3.353087300000001e-05,3.844082571959863e-06,-2.8810528e-05,-4.720345000000006e-06,7.908811186494186e-06
-2.45,0.025,-3.2238271e-05,4.061038161856454e-06,-2.7272772e-05,-4.965498999999999e-06,7.982549033336685e-06
-2.4,0.025,-3.1277829e-05,4.524166046099177e-06,-2.5546986e-05,-5.730843e-06,7.769409112815895e-06
-2.35,0.025,-2.8927967999999997e-05,7.735256865785676e-06,-2.4047452e-05,-4.880515999999999e-06,9.93083337690017e-06
-2.3,0.025,-2.7486203e-05,5.25495699204105e-06,-2.2466546e-05,-5.019656999999998e-06,8.32884485838109e-06
-2.25,0.025,-2.3326120999999998e-05,1.0510742602844694e-05,-2.08493402e-05,-2.476780799999998e-06,1.2404895033790275e-05
-2.2,0.025,-2.25546871e-05,7.723972417086783e-06,-1.8839434e-05,-3.715253099999998e-06,1.0199950115370538e-05
-2.15,0.025,-2.00438939e-05,6.046438159750112e-06,-1.74085566e-05,-2.635337300000001e-06,8.943687978652604e-06
-2.1,0.025,-1.4839292300000002e-05,8.168842684587063e-06,-1.62279594e-05,1.388667099999997e-06,1.0258945997619755e-05
-2.05,0.025,-1.2707604599999997e-05,4.269467604267102e-06,-1.4632331999999998e-05,1.9247274000000007e-06,7.485042282332562e-06
-2.0,0.025,-8.9220983e-06,4.364798677815636e-06,-1.2588353e-05,3.6662546999999995e-06,7.046020677143315e-06
-1.95,0.025,-4.25949467e-06,4.653563414057746e-06,-1.10728929e-05,6.8133982299999996e-06,7.368075564618032e-06
-1.9,0.025,2.03673359e-06,6.256308567401672e-06,-9.83492318e-06,1.187165677e-05,8.634753519363865e-06
-1.85,0.025,8.3353563e-06,7.02074766591973e-06,-8.2613598e-06,1.65967161e-05,9.105624248569318e-06
-1.8,0.025,1.4078879499999997e-05,6.4794310852979e-06,-6.360291199999999e-06,2.0439170699999998e-05,8.46964345842028e-06
-1.75,0.025,2.0500218999999996e-05,2.901156598590179e-06,-4.8374710000000005e-06,2.5337689999999996e-05,6.200862359643039e-06
-1.7,0.025,2.8091977000000005e-05,3.0241445663748367e-06,-3.5271862e-06,3.1619163200000006e-05,6.394580889379511e-06
-1.65,0.025,3.9304097999999996e-05,3.479905548110945e-06,-2.1122324e-06,4.1416330399999994e-05,6.180629330338791e-06
-1.6,0.025,5.2025184e-05,5.075180326891952e-06,-6.717783999999999e-07,5.26969624e-05,7.295166745647587e-06
-1.55,0.025,6.3789732e-05,4.128201934654413e-06,8.8511554e-07,6.290461646e-05,6.592093155941085e-06
-1.5,0.025,7.696025900000002e-05,2.5542378362393483e-06,2.1672103e-06,7.479304870000002e-05,5.812467203821814e-06
-1.45,0.025,9.6769975e-05,2.2257101259211106e-06,3.6113598000000006e-06,9.31586152e-05,5.264829250357316e-06
-1.4,0.025,0.00012085304999999999,3.621549507922451e-06,5.1342074e-06,0.00011571884259999999,6.026677235777991e-06
-1.35,0.025,0.00015043387000000002,2.5169444827011953e-06,6.539386799999999e-06,0.00014389448320000002,5.656439865070757e-06
-1.3,0.025,0.0001903425,2.0163151539379995e-06,8.0950848e-06,0.0001822474152,5.549816221573442e-06
-1.25,0.025,0.00024440981,7.344409765930069e-06,9.632642399999998e-06,0.00023477716760000002,9.005619681514525e-06
