Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00020405614,5.190046048650348e-06,-0.00014825196,-5.5804179999999995e-05,1.466161045707842e-05
-4.95,0.025,-0.00018843802,4.309813133046232e-06,-0.0001353931,-5.304492000000001e-05,1.407082166672501e-05
-4.9,0.025,-0.00018162991000000001,3.992718320044906e-06,-0.00012750756,-5.412235000000002e-05,1.3292116858733308e-05
-4.85,0.025,-0.00017765183000000001,4.376469527179793e-06,-0.00012282220799999998,-5.4829622000000035e-05,1.3529995276926498e-05
-4.8,0.025,-0.00017474026000000002,5.568416153070617e-06,-0.00011870804799999999,-5.603221200000003e-05,1.3851218538464325e-05
-4.75,0.025,-0.00017288173,5.26501931980205e-06,-0.000115557742,-5.7323988000000016e-05,1.3609848691304723e-05
-4.7,0.025,-0.00017156811000000003,5.022883689995442e-06,-0.00011254695399999999,-5.9021156000000044e-05,1.3523387826439878e-05
-4.65,0.025,-0.00017086430999999996,5.481052289164513e-06,-0.00010966919400000001,-6.119511599999996e-05,1.33403608596895e-05
-4.6,0.025,-0.00016979035,4.110684931370923e-06,-0.000107396764,-6.2393586e-05,1.2724248941862144e-05
-4.55,0.025,-0.00016848981000000004,4.756054034000594e-06,-0.00010485981199999999,-6.362999800000005e-05,1.2824682201834602e-05
-4.5,0.025,-0.00016776946999999998,4.805406059163416e-06,-0.00010214243400000001,-6.562703599999996e-05,1.2900900637871158e-05
-4.45,0.025,-0.00016761564999999998,6.674496234714818e-06,-9.9681692e-05,-6.793395799999998e-05,1.3524916724976254e-05
-4.4,0.025,-0.00016744504,7.3541230711002455e-06,-9.752569600000001e-05,-6.9919344e-05,1.3510335223671131e-05
-4.35,0.025,-0.00016575291000000002,7.44505266624906e-06,-9.488650799999999e-05,-7.086640200000003e-05,1.3318665290238068e-05
-4.3,0.025,-0.00016470695999999996,4.7625882634457395e-06,-9.259273399999999e-05,-7.211422599999997e-05,1.2121023131381735e-05
-4.25,0.025,-0.00016410473,2.0601107958607996e-06,-9.054457600000001e-05,-7.356015399999999e-05,1.1271877238665805e-05
-4.2,0.025,-0.00016172775,5.640236594574539e-06,-8.846061e-05,-7.326714e-05,1.2253016060979755e-05
-4.15,0.025,-0.00016318141000000002,1.8089099949662746e-06,-8.6438716e-05,-7.674269400000002e-05,1.0895045730086174e-05
-4.1,0.025,-0.00016353673000000002,6.1953770266492545e-06,-8.440966200000001e-05,-7.912706800000002e-05,1.2232812226802281e-05
-4.05,0.025,-0.00016117906000000001,3.758579335984389e-06,-8.2756938e-05,-7.842212200000002e-05,1.0782118080767287e-05
-4.0,0.025,-0.00015925323,5.446615727026176e-06,-8.0732308e-05,-7.852092199999999e-05,1.1238373210094017e-05
-3.95,0.025,-0.00015887144000000002,4.364716678141258e-06,-7.814902599999999e-05,-8.072241400000003e-05,1.047568091381531e-05
-3.9,0.025,-0.00015890615,2.7683195228433337e-06,-7.6359248e-05,-8.254690199999999e-05,1.0074062472412782e-05
-3.85,0.025,-0.0001582581,2.3510627199914e-06,-7.404829e-05,-8.420981e-05,9.64046156419823e-06
-3.8,0.025,-0.00015672112000000003,5.061416673620141e-06,-7.2784098e-05,-8.393702200000003e-05,1.065808586680413e-05
-3.75,0.025,-0.00015299516000000002,9.503890568159728e-06,-7.1514064e-05,-8.148109600000002e-05,1.3546958994511845e-05
-3.7,0.025,-0.00015385462999999998,7.700962382289919e-06,-6.9763754e-05,-8.409087599999999e-05,1.211174520883652e-05
-3.65,0.025,-0.00015645674,1.3418195903920916e-05,-6.7507718e-05,-8.8949022e-05,1.6162035107825066e-05
-3.6,0.025,-0.00015141944,1.3618139565969436e-05,-6.5610088e-05,-8.5809352e-05,1.6293396658149345e-05
-3.55,0.025,-0.00015018365,1.2211563530181815e-05,-6.365826199999999e-05,-8.652538800000001e-05,1.5126950120192324e-05
-3.5,0.025,-0.00015259586,5.962488527303193e-06,-6.2326904e-05,-9.0268956e-05,1.1323486935246676e-05
-3.45,0.025,-0.00015136236999999998,7.449168748413026e-06,-6.0257172000000007e-05,-9.110519799999997e-05,1.1630559420473e-05
-3.4,0.025,-0.00014908245999999998,1.2210271249530497e-05,-5.8590475999999995e-05,-9.0491984e-05,1.4892263738103789e-05
-3.35,0.025,-0.00014766732,1.3748134970226162e-05,-5.6967882e-05,-9.0699438e-05,1.5962065108757874e-05
-3.3,0.025,-0.00014819775,9.168605467966341e-06,-5.4661122e-05,-9.353662799999999e-05,1.1958844232273963e-05
-3.25,0.025,-0.00014936694000000002,4.601185149792027e-06,-5.3353536e-05,-9.601340400000002e-05,9.085287389884631e-06
-3.2,0.025,-0.00014859796,4.980776235175481e-06,-5.1789054e-05,-9.6808906e-05,9.475256807607846e-06
-3.15,0.025,-0.00014753422,5.945095669504029e-06,-4.9993882e-05,-9.7540338e-05,1.0173104762847749e-05
-3.1,0.025,-0.00014640854,6.822719453121312e-06,-4.8012406000000004e-05,-9.8396134e-05,1.0640235027953095e-05
