Tensao [V];Corrente [A]
-5;-9,913061E-05
-4,95;-8,979328E-05
-4,9;-8,597165E-05
-4,85;-8,268195E-05
-4,8;-8,02698E-05
-4,75;-7,851948E-05
-4,7;-7,705485E-05
-4,65;-7,60167E-05
-4,6;-7,430078E-05
-4,55;-7,374674E-05
-4,5;-7,220234E-05
-4,45;-7,182484E-05
-4,4;-7,126964E-05
-4,35;-7,013098E-05
-4,3;-6,926813E-05
-4,25;-6,901441E-05
-4,2;-6,878393E-05
-4,15;-6,71195E-05
-4,1;-6,534104E-05
-4,05;-6,49758E-05
-4;-6,442545E-05
-3,95;-6,25514E-05
-3,9;-6,204397E-05
-3,85;-6,222048E-05
-3,8;-6,206229E-05
-3,75;-5,995299E-05
-3,7;-5,896015E-05
-3,65;-5,850546E-05
-3,6;-5,814879E-05
-3,55;-5,601851E-05
-3,5;-5,470338E-05
-3,45;-5,47941E-05
-3,4;-5,404024E-05
-3,35;-5,265774E-05
-3,3;-5,202038E-05
-3,25;-5,211476E-05
-3,2;-5,202162E-05
-3,15;-5,120654E-05
-3,1;-5,069296E-05
-3,05;-5,017945E-05
-3;-4,888877E-05
-2,95;-4,784569E-05
-2,9;-4,722921E-05
-2,85;-4,784573E-05
-2,8;-4,718261E-05
-2,75;-4,639944E-05
-2,7;-4,644355E-05
-2,65;-4,504259E-05
-2,6;-4,382796E-05
-2,55;-4,371026E-05
-2,5;-4,286946E-05
-2,45;-4,09427E-05
-2,4;-4,054314E-05
-2,35;-4,004307E-05
-2,3;-3,924267E-05
-2,25;-3,918385E-05
-2,2;-3,894238E-05
-2,15;-3,908212E-05
-2,1;-3,708305E-05
-2,05;-3,576665E-05
-2;-3,553258E-05
-1,95;-3,549334E-05
-1,9;-3,549946E-05
-1,85;-3,455328E-05
-1,8;-3,393671E-05
-1,75;-3,342193E-05
-1,7;-3,218768E-05
-1,65;-3,15871E-05
-1,6;-3,216809E-05
-1,55;-3,045333E-05
-1,5;-2,941399E-05
-1,45;-2,989443E-05
-1,4;-2,925218E-05
-1,35;-2,725923E-05
-1,3;-2,604824E-05
-1,25;-2,578842E-05
-1,2;-2,599679E-05
-1,15;-2,438258E-05
-1,1;-2,355891E-05
-1,05;-2,305762E-05
-1;-2,211016E-05
-0,95;-2,104382E-05
-0,9;-1,978994E-05
-0,85;-1,953257E-05
-0,8;-1,936954E-05
-0,75;-1,747097E-05
-0,7;-1,545227E-05
-0,65;-1,330489E-05
-0,6;-9,446461E-06
-0,55;-2,490737E-06
-0,5;9,389965E-06
-0,45;3,015951E-05
-0,4;7,130395E-05
-0,35;0,000150433
-0,3;0,0003074422
-0,25;0,0006172198
-0,2;0,001216401
-0,15;0,002804537
-0,1;0,004090098
-0,05;0,006426078
0;0,009946435
0,05;0,01238468
0,1;0,01522876
0,15;0,01790813
0,2;0,02039502
0,25;0,02380983
0,3;0,02588785
0,35;0,02785604
0,4;0,02971839
0,45;0,03147955
0,5;0,03315232
0,55;0,03474733
0,6;0,03628128
0,65;0,03776418
0,7;0,03920763
0,75;0,04061992
0,8;0,04199424
0,85;0,04333885
0,9;0,04464456
0,95;0,04591829
1;0,04716373
1,05;0,04836026
1,1;0,04952742
1,15;0,05064804
1,2;0,05174112
1,25;0,0527863
1,3;0,05378151
1,35;0,05473406
1,4;0,05564918
1,45;0,05651524
1,5;0,05733925
1,55;0,05812241
1,6;0,05888486
1,65;0,0596001
1,7;0,0602782
1,75;0,06094221
1,8;0,06157628
1,85;0,06219074
1,9;0,06277183
1,95;0,06333543
2;0,06389202
2,05;0,06441634
2,1;0,0649233
2,15;0,06540733
2,2;0,06588934
2,25;0,06634818
2,3;0,06677827
2,35;0,06720121
2,4;0,06761204
2,45;0,06800438
2,5;0,06838396
2,55;0,06874571
2,6;0,06909367
2,65;0,0694357
2,7;0,06976531
2,75;0,07008424
2,8;0,07039029
2,85;0,07068231
2,9;0,07096769
2,95;0,07122701
3;0,07147816
3,05;0,07172595
3,1;0,07196212
3,15;0,07217398
3,2;0,07238086
3,25;0,07258942
3,3;0,07277975
3,35;0,07296436
3,4;0,07314269
3,45;0,07332193
3,5;0,07349903
3,55;0,07365923
3,6;0,07383027
3,65;0,07399316
3,7;0,0741591
3,75;0,07432374
3,8;0,07447991
3,85;0,07464925
3,9;0,07479974
3,95;0,07495612
4;0,07512247
4,05;0,07528048
4,1;0,07544617
4,15;0,07560062
4,2;0,07574624
4,25;0,07590771
4,3;0,07606845
4,35;0,07622422
4,4;0,07637893
4,45;0,07653281
4,5;0,07668029
4,55;0,07682382
4,6;0,07696492
4,65;0,07711103
4,7;0,07725274
4,75;0,07738889
4,8;0,07752155
4,85;0,07766014
4,9;0,07778619
4,95;0,07790953
5;0,07802876
