Tensao [V];Corrente [A]
-5;-0,0001117375
-4,95;-9,909826E-05
-4,9;-9,334743E-05
-4,85;-9,180685E-05
-4,8;-8,970109E-05
-4,75;-8,690041E-05
-4,7;-8,50889E-05
-4,65;-8,299549E-05
-4,6;-8,119003E-05
-4,55;-8,018492E-05
-4,5;-7,874359E-05
-4,45;-7,765762E-05
-4,4;-7,760616E-05
-4,35;-7,570999E-05
-4,3;-7,494768E-05
-4,25;-7,004367E-05
-4,2;-6,962696E-05
-4,15;-6,970792E-05
-4,1;-6,919187E-05
-4,05;-6,827505E-05
-4;-6,653708E-05
-3,95;-6,605665E-05
-3,9;-6,533104E-05
-3,85;-6,457598E-05
-3,8;-6,291281E-05
-3,75;-6,129611E-05
-3,7;-6,111105E-05
-3,65;-6,011943E-05
-3,6;-5,944412E-05
-3,55;-5,805664E-05
-3,5;-5,656621E-05
-3,45;-5,59632E-05
-3,4;-5,478286E-05
-3,35;-5,403279E-05
-3,3;-5,246142E-05
-3,25;-5,162063E-05
-3,2;-5,053958E-05
-3,15;-4,952595E-05
-3,1;-4,945978E-05
-3,05;-4,829536E-05
-3;-4,724252E-05
-2,95;-4,556827E-05
-2,9;-4,43254E-05
-2,85;-4,3313E-05
-2,8;-4,258619E-05
-2,75;-4,205427E-05
-2,7;-4,04339E-05
-2,65;-3,971075E-05
-2,6;-3,896434E-05
-2,55;-3,742732E-05
-2,5;-3,608277E-05
-2,45;-3,507036E-05
-2,4;-3,486688E-05
-2,35;-3,314606E-05
-2,3;-3,152326E-05
-2,25;-3,077927E-05
-2,2;-2,984163E-05
-2,15;-2,915037E-05
-2,1;-2,810487E-05
-2,05;-2,803132E-05
-2;-2,641218E-05
-1,95;-2,494017E-05
-1,9;-2,324262E-05
-1,85;-2,205003E-05
-1,8;-2,204023E-05
-1,75;-2,134527E-05
-1,7;-1,973839E-05
-1,65;-1,841958E-05
-1,6;-1,704928E-05
-1,55;-1,750033E-05
-1,5;-1,677349E-05
-1,45;-1,652714E-05
-1,4;-1,561523E-05
-1,35;-1,411011E-05
-1,3;-1,297882E-05
-1,25;-1,173722E-05
-1,2;-1,079957E-05
-1,15;-9,233157E-06
-1,1;-7,23531E-06
-1,05;-5,749797E-06
-1;-3,754398E-06
-0,95;-3,302125E-06
-0,9;-7,220814E-07
-0,85;1,18632E-06
-0,8;3,843636E-06
-0,75;6,725258E-06
-0,7;9,288193E-06
-0,65;1,259392E-05
-0,6;1,541916E-05
-0,55;1,979124E-05
-0,5;2,746781E-05
-0,45;3,744499E-05
-0,4;5,50289E-05
-0,35;8,52632E-05
-0,3;0,0001421701
-0,25;0,0002425305
-0,2;0,0004156044
-0,15;0,0007080695
-0,1;0,001188595
-0,05;0,001900785
0;0,003205204
0,05;0,003929415
0,1;0,004983685
0,15;0,006089074
0,2;0,007195114
0,25;0,00828964
0,3;0,009362636
0,35;0,01041492
0,4;0,01143091
0,45;0,0124059
0,5;0,01335016
0,55;0,014261
0,6;0,01513101
0,65;0,01596905
0,7;0,0167806
0,75;0,0175658
0,8;0,01831522
0,85;0,01904402
0,9;0,01975409
0,95;0,02042593
1;0,02139792
1,05;0,02199741
1,1;0,02258252
1,15;0,02314188
1,2;0,02367896
1,25;0,02419096
1,3;0,02467835
1,35;0,02514178
1,4;0,02558393
1,45;0,02600991
1,5;0,02641554
1,55;0,02680075
1,6;0,02716478
1,65;0,02750195
1,7;0,02783437
1,75;0,02814737
1,8;0,02844992
1,85;0,02874148
1,9;0,02901772
1,95;0,0292828
2;0,02952607
2,05;0,02977183
2,1;0,03000194
2,15;0,03021986
2,2;0,03043718
2,25;0,03065148
2,3;0,03084597
2,35;0,03105512
2,4;0,03122414
2,45;0,03140172
2,5;0,03157688
2,55;0,03174541
2,6;0,03191044
2,65;0,03206816
2,7;0,03222541
2,75;0,03237778
2,8;0,03251584
2,85;0,03265325
2,9;0,03278616
2,95;0,03291322
3;0,03304159
3,05;0,03316223
3,1;0,03327231
3,15;0,03337966
3,2;0,03349141
3,25;0,03358896
3,3;0,03368728
3,35;0,03378078
3,4;0,03387461
3,45;0,03396248
3,5;0,03405215
3,55;0,03413804
3,6;0,03422932
3,65;0,03431437
3,7;0,03439483
3,75;0,03448152
3,8;0,03456375
3,85;0,0346494
3,9;0,03473993
3,95;0,03482445
4;0,03491323
4,05;0,03500376
4,1;0,03508953
4,15;0,03517943
4,2;0,03526395
4,25;0,03534745
4,3;0,03543726
4,35;0,03552415
4,4;0,0356113
4,45;0,0357002
4,5;0,03578772
4,55;0,03587789
4,6;0,03595926
4,65;0,0360448
4,7;0,03613305
4,75;0,03621371
4,8;0,03629732
4,85;0,03638121
4,9;0,03646199
4,95;0,03653858
5;0,03662247
