Tensao [V];Corrente [A]
-5;-0,0002195804
-4,95;-0,0002036257
-4,9;-0,0001974641
-4,85;-0,0001935824
-4,8;-0,0001900953
-4,75;-0,0001868154
-4,7;-0,0001835356
-4,65;-0,0001820365
-4,6;-0,0001805741
-4,55;-0,0001761937
-4,5;-0,0001741419
-4,45;-0,0001711194
-4,4;-0,0001700775
-4,35;-0,0001669631
-4,3;-0,0001654064
-4,25;-0,0001635434
-4,2;-0,0001614941
-4,15;-0,0001595109
-4,1;-0,0001578355
-4,05;-0,0001580425
-4;-0,0001525232
-3,95;-0,0001519791
-3,9;-0,0001497753
-3,85;-0,0001494774
-3,8;-0,0001437915
-3,75;-0,0001416783
-3,7;-0,0001406978
-3,65;-0,0001390297
-3,6;-0,0001404686
-3,55;-0,0001408167
-3,5;-0,0001351566
-3,45;-0,0001340031
-3,4;-0,0001315395
-3,35;-0,0001316572
-3,3;-0,0001287829
-3,25;-0,000126258
-3,2;-0,0001258829
-3,15;-0,000123081
-3,1;-0,0001208674
-3,05;-0,0001193966
-3;-0,0001181906
-2,95;-0,0001167491
-2,9;-0,0001162098
-2,85;-0,0001127276
-2,8;-0,0001114701
-2,75;-0,0001089709
-2,7;-0,0001076778
-2,65;-0,0001061762
-2,6;-0,000104513
-2,55;-0,0001039726
-2,5;-0,0001023118
-2,45;-0,0001006376
-2,4;-9,879043E-05
-2,35;-9,55926E-05
-2,3;-9,270983E-05
-2,25;-9,189344E-05
-2,2;-8,961989E-05
-2,15;-8,722851E-05
-2,1;-8,4798E-05
-2,05;-8,266775E-05
-2;-8,15585E-05
-1,95;-7,990017E-05
-1,9;-7,791334E-05
-1,85;-7,716073E-05
-1,8;-7,605146E-05
-1,75;-7,503903E-05
-1,7;-7,341504E-05
-1,65;-7,209375E-05
-1,6;-7,034465E-05
-1,55;-6,88175E-05
-1,5;-6,720449E-05
-1,45;-6,550076E-05
-1,4;-6,400788E-05
-1,35;-6,218524E-05
-1,3;-5,949252E-05
-1,25;-5,791377E-05
-1,2;-5,619907E-05
-1,15;-5,663419E-05
-1,1;-5,684134E-05
-1,05;-5,389596E-05
-1;-5,004859E-05
-0,95;-4,637764E-05
-0,9;-4,312471E-05
-0,85;-4,006292E-05
-0,8;-3,915834E-05
-0,75;-3,761031E-05
-0,7;-3,170985E-05
-0,65;-2,92107E-05
-0,6;-2,518064E-05
-0,55;-1,786452E-05
-0,5;-4,065759E-06
-0,45;1,825069E-05
-0,4;5,796991E-05
-0,35;0,0001350108
-0,3;0,0002777608
-0,25;0,0005367908
-0,2;0,00099847
-0,15;0,001816418
-0,1;0,00385017
-0,05;0,005423959
0;0,008780593
0,05;0,01131062
0,1;0,01443398
0,15;0,01755031
0,2;0,02060725
0,25;0,02510366
0,3;0,02799215
0,35;0,03083534
0,4;0,03358802
0,45;0,03624376
0,5;0,03880345
0,55;0,04126016
0,6;0,04361259
0,65;0,04586656
0,7;0,04803427
0,75;0,05009375
0,8;0,05207425
0,85;0,05394824
0,9;0,05574189
0,95;0,05745166
1;0,05907456
1,05;0,06062903
1,1;0,0621043
1,15;0,06352868
1,2;0,06487119
1,25;0,06613988
1,3;0,06734058
1,35;0,06847029
1,4;0,06953689
1,45;0,07054069
1,5;0,07149259
1,55;0,07238484
1,6;0,07322411
1,65;0,07401561
1,7;0,07476683
1,75;0,07548534
1,8;0,07616749
1,85;0,07681565
1,9;0,07745306
1,95;0,07805382
2;0,07863124
2,05;0,07920472
2,1;0,0797627
2,15;0,08030591
2,2;0,08082394
2,25;0,08134104
2,3;0,08183474
2,35;0,08231627
2,4;0,08278725
2,45;0,08324401
2,5;0,08369469
2,55;0,08412681
2,6;0,08454075
2,65;0,08495136
2,7;0,08534212
2,75;0,08572894
2,8;0,08609236
2,85;0,08644892
2,9;0,08678995
2,95;0,08712006
3;0,0874307
3,05;0,0877257
3,1;0,08800677
3,15;0,08828716
3,2;0,08855228
3,25;0,08879871
3,3;0,08902838
3,35;0,089267
3,4;0,08948407
3,45;0,08968992
3,5;0,0899005
3,55;0,09010775
3,6;0,09031695
3,65;0,09050775
3,7;0,09071762
3,75;0,09091867
3,8;0,09112673
3,85;0,09132321
3,9;0,09154395
3,95;0,09175356
4;0,09196287
4,05;0,09217168
4,1;0,09237429
4,15;0,09259366
4,2;0,09281517
4,25;0,09302252
4,3;0,09323306
4,35;0,09344211
4,4;0,09365672
4,45;0,09386335
4,5;0,09407091
4,55;0,09428687
4,6;0,09449663
4,65;0,09469353
4,7;0,09489332
4,75;0,09509329
4,8;0,09529648
4,85;0,09549398
4,9;0,09568299
4,95;0,09587396
5;0,09605893
