Tensao [V];Corrente [A]
-5;-0,0001503574
-4,95;-0,0001363921
-4,9;-0,0001313448
-4,85;-0,0001278638
-4,8;-0,0001243413
-4,75;-0,0001232185
-4,7;-0,0001212464
-4,65;-0,0001180118
-4,6;-0,0001161329
-4,55;-0,0001147161
-4,5;-0,0001140003
-4,45;-0,0001118688
-4,4;-0,0001108674
-4,35;-0,0001097385
-4,3;-0,0001085729
-4,25;-0,0001064022
-4,2;-0,0001043162
-4,15;-0,0001029544
-4,1;-0,0001021835
-4,05;-0,000101665
-4;-9,770613E-05
-3,95;-9,308042E-05
-3,9;-9,577817E-05
-3,85;-9,911313E-05
-3,8;-9,639461E-05
-3,75;-9,398011E-05
-3,7;-9,216483E-05
-3,65;-9,098822E-05
-3,6;-8,966686E-05
-3,55;-8,823161E-05
-3,5;-8,808825E-05
-3,45;-8,716281E-05
-3,4;-8,540525E-05
-3,35;-8,339881E-05
-3,3;-8,225408E-05
-3,25;-8,091316E-05
-3,2;-7,960903E-05
-3,15;-7,778518E-05
-3,1;-7,752166E-05
-3,05;-7,679732E-05
-3;-7,625434E-05
-2,95;-7,556184E-05
-2,9;-7,36253E-05
-2,85;-7,255886E-05
-2,8;-7,019343E-05
-2,75;-6,865147E-05
-2,7;-6,861346E-05
-2,65;-6,761573E-05
-2,6;-6,64906E-05
-2,55;-6,357838E-05
-2,5;-6,15033E-05
-2,45;-6,087941E-05
-2,4;-5,953366E-05
-2,35;-5,860456E-05
-2,3;-5,650622E-05
-2,25;-5,540314E-05
-2,2;-5,396052E-05
-2,15;-5,252528E-05
-2,1;-5,241862E-05
-2,05;-5,139521E-05
-2;-5,044283E-05
-1,95;-4,802703E-05
-1,9;-4,773652E-05
-1,85;-4,210211E-05
-1,8;-4,56737E-05
-1,75;-4,530846E-05
-1,7;-4,280318E-05
-1,65;-4,146722E-05
-1,6;-4,056143E-05
-1,55;-3,966671E-05
-1,5;-3,833438E-05
-1,45;-3,644685E-05
-1,4;-3,574701E-05
-1,35;-3,476401E-05
-1,3;-3,299044E-05
-1,25;-3,191063E-05
-1,2;-3,049863E-05
-1,15;-2,966642E-05
-1,1;-2,762934E-05
-1,05;-2,658507E-05
-1;-2,506521E-05
-0,95;-2,339831E-05
-0,9;-2,091387E-05
-0,85;-1,830073E-05
-0,8;-1,71633E-05
-0,75;-1,410523E-05
-0,7;-1,050419E-05
-0,65;-8,326168E-06
-0,6;-3,770339E-06
-0,55;2,753995E-06
-0,5;1,434178E-05
-0,45;2,898157E-05
-0,4;5,867543E-05
-0,35;0,0001161584
-0,3;0,0002225812
-0,25;0,0004138361
-0,2;0,0007458472
-0,15;0,001325184
-0,1;0,002748607
-0,05;0,003830532
0;0,006157267
0,05;0,007890664
0,1;0,01005391
0,15;0,01222694
0,2;0,01435794
0,25;0,01644066
0,3;0,018497
0,35;0,02050726
0,4;0,0234223
0,45;0,02525645
0,5;0,02704205
0,55;0,02875105
0,6;0,03039948
0,65;0,03197793
0,7;0,03349297
0,75;0,03493696
0,8;0,03631757
0,85;0,03765475
0,9;0,03892338
0,95;0,04011724
1;0,04127779
1,05;0,0423855
1,1;0,04344134
1,15;0,04443556
1,2;0,04538998
1,25;0,04630822
1,3;0,04716963
1,35;0,04798045
1,4;0,04875125
1,45;0,04948834
1,5;0,05017888
1,55;0,05083253
1,6;0,05142977
1,65;0,05201363
1,7;0,05256284
1,75;0,05306882
1,8;0,053563
1,85;0,05403786
1,9;0,0544913
1,95;0,05492567
2;0,05535376
2,05;0,05575975
2,1;0,05614725
2,15;0,05652691
2,2;0,05689985
2,25;0,05726123
2,3;0,0576037
2,35;0,05794377
2,4;0,05827541
2,45;0,05859545
2,5;0,05891093
2,55;0,0592135
2,6;0,05952206
2,65;0,05980702
2,7;0,06008575
2,75;0,06035395
2,8;0,06061376
2,85;0,06086329
2,9;0,06110754
2,95;0,06134731
3;0,06156752
3,05;0,06177558
3,1;0,06197629
3,15;0,06217406
3,2;0,0623507
3,25;0,06252341
3,3;0,06269762
3,35;0,06285756
3,4;0,06303213
3,45;0,06318297
3,5;0,06333052
3,55;0,06347148
3,6;0,06361859
3,65;0,06375716
3,7;0,06391285
3,75;0,06405094
3,8;0,06419139
3,85;0,06433947
3,9;0,06448344
3,95;0,06463025
4;0,06478764
4,05;0,06494069
4,1;0,06509521
4,15;0,06524157
4,2;0,06539936
4,25;0,06554851
4,3;0,06570201
4,35;0,06585108
4,4;0,06600287
4,45;0,0661578
4,5;0,06630715
4,55;0,06645806
4,6;0,06660922
4,65;0,06675357
4,7;0,06690464
4,75;0,06704494
4,8;0,06718748
4,85;0,06733029
4,9;0,06746993
4,95;0,06761426
5;0,06775261
