Tensao [V];Corrente [A]
-5;-0,000153298
-4,95;-0,0001397028
-4,9;-0,0001330669
-4,85;-0,0001306622
-4,8;-0,000127522
-4,75;-0,0001253378
-4,7;-0,0001238927
-4,65;-0,0001219905
-4,6;-0,000120141
-4,55;-0,0001172509
-4,5;-0,0001154099
-4,45;-0,0001141535
-4,4;-0,0001132135
-4,35;-0,0001119364
-4,3;-0,0001100451
-4,25;-0,0001085693
-4,2;-0,0001070617
-4,15;-0,0001059881
-4,1;-0,0001057601
-4,05;-0,0001038592
-4;-0,0001018307
-3,95;-9,969673E-05
-3,9;-9,864758E-05
-3,85;-9,744149E-05
-3,8;-9,628329E-05
-3,75;-9,55012E-05
-3,7;-9,350095E-05
-3,65;-9,302905E-05
-3,6;-9,148098E-05
-3,55;-8,946473E-05
-3,5;-8,840578E-05
-3,45;-8,73811E-05
-3,4;-8,632582E-05
-3,35;-8,421154E-05
-3,3;-8,230185E-05
-3,25;-8,21499E-05
-3,2;-8,064726E-05
-3,15;-7,965936E-05
-3,1;-7,827432E-05
-3,05;-7,733422E-05
-3;-7,593574E-05
-2,95;-7,389377E-05
-2,9;-7,281025E-05
-2,85;-7,139341E-05
-2,8;-6,961001E-05
-2,75;-6,44156E-05
-2,7;-6,170314E-05
-2,65;-6,133666E-05
-2,6;-6,130606E-05
-2,55;-6,157326E-05
-2,5;-6,080106E-05
-2,45;-5,943317E-05
-2,4;-5,813526E-05
-2,35;-5,632982E-05
-2,3;-5,702107E-05
-2,25;-5,890619E-05
-2,2;-5,506979E-05
-2,15;-5,287954E-05
-2,1;-5,156804E-05
-2,05;-5,011933E-05
-2;-4,887276E-05
-1,95;-4,817782E-05
-1,9;-4,70686E-05
-1,85;-4,545437E-05
-1,8;-4,352883E-05
-1,75;-4,289515E-05
-1,7;-4,296747E-05
-1,65;-4,128217E-05
-1,6;-4,034208E-05
-1,55;-3,974519E-05
-1,5;-3,794463E-05
-1,45;-3,647873E-05
-1,4;-3,451031E-05
-1,35;-3,347343E-05
-1,3;-3,204057E-05
-1,25;-3,085534E-05
-1,2;-2,982331E-05
-1,15;-2,788308E-05
-1,1;-2,648089E-05
-1,05;-2,434577E-05
-1;-2,338239E-05
-0,95;-2,234547E-05
-0,9;-1,957911E-05
-0,85;-1,803844E-05
-0,8;-1,588739E-05
-0,75;-1,359782E-05
-0,7;-1,017817E-05
-0,65;-6,778149E-06
-0,6;-2,808184E-06
-0,55;3,32027E-06
-0,5;1,152881E-05
-0,45;2,825597E-05
-0,4;5,884584E-05
-0,35;0,0001158582
-0,3;0,0002202599
-0,25;0,0004073242
-0,2;0,0007367982
-0,15;0,001309984
-0,1;0,00269806
-0,05;0,003783257
0;0,00606314
0,05;0,007777942
0,1;0,009896972
0,15;0,01203434
0,2;0,01413561
0,25;0,01619446
0,3;0,01820834
0,35;0,02018602
0,4;0,02306408
0,45;0,02486537
0,5;0,02663015
0,55;0,02832938
0,6;0,02995111
0,65;0,0315046
0,7;0,0329954
0,75;0,03444098
0,8;0,03580913
0,85;0,03711447
0,9;0,03836742
0,95;0,03956181
1;0,04070714
1,05;0,0417967
1,1;0,0428347
1,15;0,04382998
1,2;0,04477028
1,25;0,04567114
1,3;0,04651829
1,35;0,04732544
1,4;0,0480853
1,45;0,04880521
1,5;0,04948813
1,55;0,05012926
1,6;0,05073966
1,65;0,05131426
1,7;0,05185355
1,75;0,05236341
1,8;0,05285192
1,85;0,05332557
1,9;0,05377244
1,95;0,05420973
2;0,05463114
2,05;0,05502977
2,1;0,05541812
2,15;0,05579957
2,2;0,0561724
2,25;0,05652545
2,3;0,05687136
2,35;0,05721567
2,4;0,0575481
2,45;0,05786819
2,5;0,05818119
2,55;0,0584844
2,6;0,0587806
2,65;0,05906017
2,7;0,05934488
2,75;0,05961076
2,8;0,05987712
2,85;0,06012895
2,9;0,0603703
2,95;0,06059966
3;0,06082063
3,05;0,06103113
3,1;0,06123328
3,15;0,06142937
3,2;0,0616154
3,25;0,06178788
3,3;0,06195653
3,35;0,06211628
3,4;0,06227641
3,45;0,06242896
3,5;0,06257995
3,55;0,06272109
3,6;0,06286656
3,65;0,0630144
3,7;0,06315745
3,75;0,06329903
3,8;0,0634485
3,85;0,06360013
3,9;0,06374992
3,95;0,06389703
4;0,06404596
4,05;0,06420155
4,1;0,06435084
4,15;0,06450279
4,2;0,06465513
4,25;0,06481274
4,3;0,06496198
4,35;0,06511635
4,4;0,06526972
4,45;0,06541957
4,5;0,06557281
4,55;0,06571989
4,6;0,06587615
4,65;0,06602118
4,7;0,06617206
4,75;0,06632251
4,8;0,06646383
4,85;0,06660178
4,9;0,06674458
4,95;0,06688524
5;0,06701878
