Tensao [V];Corrente [A]
-5;-8,75704E-05
-4,95;-7,813097E-05
-4,9;-7,241537E-05
-4,85;-6,815963E-05
-4,8;-6,555859E-05
-4,75;-6,304461E-05
-4,7;-6,09609E-05
-4,65;-5,874846E-05
-4,6;-5,652621E-05
-4,55;-5,515089E-05
-4,5;-5,386511E-05
-4,45;-5,199955E-05
-4,4;-5,035827E-05
-4,35;-4,935439E-05
-4,3;-4,796195E-05
-4,25;-4,674973E-05
-4,2;-4,53683E-05
-4,15;-4,423325E-05
-4,1;-4,324656E-05
-4,05;-4,130131E-05
-4;-4,030111E-05
-3,95;-3,904103E-05
-3,9;-3,774055E-05
-3,85;-3,606742E-05
-3,8;-3,442491E-05
-3,75;-3,348723E-05
-3,7;-3,226273E-05
-3,65;-3,134711E-05
-3,6;-3,011404E-05
-3,55;-2,969238E-05
-3,5;-2,885027E-05
-3,45;-2,755101E-05
-3,4;-2,578227E-05
-3,35;-2,464846E-05
-3,3;-2,419618E-05
-3,25;-2,323276E-05
-3,2;-2,171651E-05
-3,15;-2,059618E-05
-3,1;-2,027138E-05
-3,05;-1,936924E-05
-3;-1,804421E-05
-2,95;-1,686136E-05
-2,9;-1,595923E-05
-2,85;-1,536476E-05
-2,8;-1,393799E-05
-2,75;-1,320868E-05
-2,7;-1,311185E-05
-2,65;-1,22906E-05
-2,6;-1,123402E-05
-2,55;-9,971518E-06
-2,5;-9,057114E-06
-2,45;-7,743127E-06
-2,4;-7,092261E-06
-2,35;-5,607902E-06
-2,3;-4,822202E-06
-2,25;-4,068375E-06
-2,2;-3,229973E-06
-2,15;-2,433245E-06
-2,1;-1,578907E-06
-2,05;-1,163382E-06
-2;5,342726E-07
-1,95;1,528366E-06
-1,9;2,175568E-06
-1,85;2,908574E-06
-1,8;3,630545E-06
-1,75;4,074271E-06
-1,7;4,321879E-06
-1,65;5,015658E-06
-1,6;6,360319E-06
-1,55;7,800589E-06
-1,5;8,684369E-06
-1,45;9,220027E-06
-1,4;1,088583E-05
-1,35;1,079023E-05
-1,3;1,175245E-05
-1,25;1,253571E-05
-1,2;1,437925E-05
-1,15;1,523606E-05
-1,1;1,591145E-05
-1,05;1,679767E-05
-1;1,788003E-05
-0,95;1,910212E-05
-0,9;1,987067E-05
-0,85;2,015383E-05
-0,8;2,039407E-05
-0,75;2,061593E-05
-0,7;2,212973E-05
-0,65;2,538292E-05
-0,6;2,450528E-05
-0,55;2,226581E-05
-0,5;2,360679E-05
-0,45;2,505319E-05
-0,4;2,599824E-05
-0,35;2,686608E-05
-0,3;2,829899E-05
-0,25;3,034971E-05
-0,2;3,036565E-05
-0,15;3,020383E-05
-0,1;3,180347E-05
-0,05;3,707177E-05
0;3,663174E-05
0,05;3,384067E-05
0,1;3,234033E-05
0,15;3,128496E-05
0,2;2,824628E-05
0,25;2,792882E-05
0,3;3,42795E-05
0,35;3,534714E-05
0,4;3,407601E-05
0,45;3,338347E-05
0,5;3,394238E-05
0,55;3,47134E-05
0,6;3,343864E-05
0,65;3,341165E-05
0,7;3,545378E-05
0,75;3,859908E-05
0,8;3,87094E-05
0,85;3,489729E-05
0,9;3,461413E-05
0,95;3,748366E-05
1;4,008105E-05
1,05;4,19135E-05
1,1;4,243327E-05
1,15;4,370192E-05
1,2;4,53285E-05
1,25;4,597571E-05
1,3;4,553808E-05
1,35;4,543885E-05
1,4;4,44288E-05
1,45;4,838432E-05
1,5;5,0614E-05
1,55;5,08935E-05
1,6;5,130289E-05
1,65;5,177969E-05
1,7;5,282526E-05
1,75;5,427781E-05
1,8;5,496668E-05
1,85;5,48588E-05
1,9;5,745252E-05
1,95;5,852744E-05
2;5,905212E-05
2,05;5,856675E-05
2,1;5,915998E-05
2,15;5,868687E-05
2,2;6,026807E-05
2,25;6,168749E-05
2,3;6,16226E-05
2,35;6,15527E-05
2,4;6,17329E-05
2,45;6,314248E-05
2,5;6,344773E-05
2,55;6,433886E-05
2,6;6,607084E-05
2,65;6,769497E-05
2,7;6,90384E-05
2,75;6,887051E-05
2,8;6,946134E-05
2,85;6,999941E-05
2,9;7,070786E-05
2,95;7,140782E-05
3;7,18123E-05
3,05;7,281866E-05
3,1;7,499804E-05
3,15;7,449915E-05
3,2;7,359701E-05
3,25;7,418782E-05
3,3;7,55631E-05
3,35;7,629988E-05
3,4;7,707936E-05
3,45;7,880285E-05
3,5;7,979326E-05
3,55;7,976996E-05
3,6;8,039752E-05
3,65;8,080574E-05
3,7;8,200454E-05
3,75;8,283441E-05
3,8;8,386154E-05
3,85;8,526139E-05
3,9;8,579456E-05
3,95;8,641116E-05
4;8,713799E-05
4,05;8,81602E-05
4,1;8,803893E-05
4,15;8,905505E-05
4,2;8,977954E-05
4,25;9,027352E-05
4,3;9,100776E-05
4,35;9,205455E-05
4,4;9,304854E-05
4,45;9,349112E-05
4,5;9,392876E-05
4,55;9,409176E-05
4,6;9,458573E-05
4,65;9,526846E-05
4,7;9,581271E-05
4,75;9,67933E-05
4,8;9,76869E-05
4,85;9,89592E-05
4,9;9,935517E-05
4,95;9,961373E-05
5;0,000100614
