Tensao [V];Corrente [A]
-5;-8,918966E-05
-4,95;-8,039123E-05
-4,9;-7,450407E-05
-4,85;-6,990876E-05
-4,8;-6,697684E-05
-4,75;-6,455356E-05
-4,7;-6,189741E-05
-4,65;-5,965676E-05
-4,6;-5,792598E-05
-4,55;-5,699324E-05
-4,5;-5,534461E-05
-4,45;-5,365555E-05
-4,4;-5,201432E-05
-4,35;-5,083637E-05
-4,3;-4,944266E-05
-4,25;-4,772422E-05
-4,2;-4,636977E-05
-4,15;-4,542226E-05
-4,1;-4,458017E-05
-4,05;-4,251606E-05
-4;-4,128051E-05
-3,95;-4,016142E-05
-3,9;-3,80703E-05
-3,85;-3,690462E-05
-3,8;-3,521924E-05
-3,75;-3,448626E-05
-3,7;-3,380229E-05
-3,65;-3,191956E-05
-3,6;-3,040086E-05
-3,55;-2,942884E-05
-3,5;-2,849239E-05
-3,45;-2,713918E-05
-3,4;-2,517311E-05
-3,35;-2,435677E-05
-3,3;-2,440211E-05
-3,25;-2,373777E-05
-3,2;-2,269957E-05
-3,15;-2,157804E-05
-3,1;-2,122869E-05
-3,05;-2,022604E-05
-3;-1,897088E-05
-2,95;-1,820479E-05
-2,9;-1,761032E-05
-2,85;-1,651819E-05
-2,8;-1,492226E-05
-2,75;-1,396008E-05
-2,7;-1,325772E-05
-2,65;-1,23519E-05
-2,6;-1,102934E-05
-2,55;-9,959264E-06
-2,5;-9,492265E-06
-2,45;-8,586437E-06
-2,4;-7,307995E-06
-2,35;-6,389925E-06
-2,3;-5,697382E-06
-2,25;-5,048967E-06
-2,2;-3,913933E-06
-2,15;-2,624461E-06
-2,1;-1,800766E-06
-2,05;-1,582584E-06
-2;-2,820791E-07
-1,95;9,816761E-07
-1,9;1,403339E-06
-1,85;2,079962E-06
-1,8;3,034828E-06
-1,75;4,299816E-06
-1,7;5,324555E-06
-1,65;4,904114E-06
-1,6;5,839376E-06
-1,55;6,822436E-06
-1,5;8,086199E-06
-1,45;8,797144E-06
-1,4;9,87826E-06
-1,35;1,13688E-05
-1,3;1,219618E-05
-1,25;1,284462E-05
-1,2;1,337047E-05
-1,15;1,436701E-05
-1,1;1,521156E-05
-1,05;1,548367E-05
-1;1,591025E-05
-0,95;1,741303E-05
-0,9;1,894646E-05
-0,85;1,97469E-05
-0,8;1,977141E-05
-0,75;2,058898E-05
-0,7;2,14041E-05
-0,65;2,161616E-05
-0,6;2,231362E-05
-0,55;2,372203E-05
-0,5;2,461193E-05
-0,45;2,508998E-05
-0,4;2,54712E-05
-0,35;2,630838E-05
-0,3;2,788225E-05
-0,25;2,901367E-05
-0,2;2,952357E-05
-0,15;3,052378E-05
-0,1;3,196652E-05
-0,05;3,311627E-05
0;3,283924E-05
0,05;3,107294E-05
0,1;3,079838E-05
0,15;3,134752E-05
0,2;3,163432E-05
0,25;3,2295E-05
0,3;3,212464E-05
0,35;3,324866E-05
0,4;3,345826E-05
0,45;3,309301E-05
0,5;3,318861E-05
0,55;3,436899E-05
0,6;3,527485E-05
0,65;3,661704E-05
0,7;3,723849E-05
0,75;3,777661E-05
0,8;3,881976E-05
0,85;3,937257E-05
0,9;3,983591E-05
0,95;4,069884E-05
1;4,170399E-05
1,05;4,230217E-05
1,1;4,251422E-05
1,15;4,3664E-05
1,2;4,492283E-05
1,25;4,538491E-05
1,3;4,612901E-05
1,35;4,708017E-05
1,4;4,822505E-05
1,45;4,954637E-05
1,5;5,016177E-05
1,55;5,097077E-05
1,6;5,237421E-05
1,65;5,319303E-05
1,7;5,360492E-05
1,75;5,375564E-05
1,8;5,436855E-05
1,85;5,499368E-05
1,9;5,421164E-05
1,95;5,510889E-05
2;5,691447E-05
2,05;5,779582E-05
2,1;5,841359E-05
2,15;5,908037E-05
2,2;6,007817E-05
2,25;6,122793E-05
2,3;6,200746E-05
2,35;6,277606E-05
2,4;6,382653E-05
2,45;6,505105E-05
2,5;6,555614E-05
2,55;6,61322E-05
2,6;6,710545E-05
2,65;6,790225E-05
2,7;6,879824E-05
2,75;6,924687E-05
2,8;6,963662E-05
2,85;7,023362E-05
2,9;7,110759E-05
2,95;7,169833E-05
3;7,250493E-05
3,05;7,309207E-05
3,1;7,366453E-05
3,15;7,42014E-05
3,2;7,478486E-05
3,25;7,613195E-05
3,3;7,73099E-05
3,35;7,756368E-05
3,4;7,812757E-05
3,45;7,886056E-05
3,5;7,991956E-05
3,55;8,095168E-05
3,6;8,18551E-05
3,65;8,246426E-05
3,7;8,310168E-05
3,75;8,366426E-05
3,8;8,402221E-05
3,85;8,457135E-05
3,9;8,550421E-05
3,95;8,612683E-05
4;8,62531E-05
4,05;8,742616E-05
4,1;8,884316E-05
4,15;8,934439E-05
4,2;8,943394E-05
4,25;8,963377E-05
4,3;9,062416E-05
4,35;9,206694E-05
4,4;9,28085E-05
4,45;9,353412E-05
4,5;9,422303E-05
4,55;9,480524E-05
4,6;9,524409E-05
4,65;9,653117E-05
4,7;9,766493E-05
4,75;9,829986E-05
4,8;9,881836E-05
4,85;9,950483E-05
4,9;0,0001004413
4,95;0,0001015959
5;0,0001019564
