Tensao [V];Corrente [A]
-5;-8,771421E-05
-4,95;-7,840958E-05
-4,9;-7,246596E-05
-4,85;-6,854112E-05
-4,8;-6,615093E-05
-4,75;-6,38527E-05
-4,7;-6,139264E-05
-4,65;-5,921328E-05
-4,6;-5,735381E-05
-4,55;-5,586334E-05
-4,5;-5,378201E-05
-4,45;-5,204147E-05
-4,4;-5,151807E-05
-4,35;-5,082917E-05
-4,3;-4,9085E-05
-4,25;-4,745351E-05
-4,2;-4,645943E-05
-4,15;-4,532437E-05
-4,1;-4,313645E-05
-4,05;-4,146085E-05
-4;-3,981589E-05
-3,95;-3,674911E-05
-3,9;-3,635565E-05
-3,85;-3,641938E-05
-3,8;-3,590578E-05
-3,75;-3,5668E-05
-3,7;-3,436753E-05
-3,65;-3,261591E-05
-3,6;-3,366268E-05
-3,55;-3,136808E-05
-3,5;-2,519404E-05
-3,45;-2,473315E-05
-3,4;-2,603244E-05
-3,35;-2,805615E-05
-3,3;-2,634133E-05
-3,25;-2,508126E-05
-3,2;-2,55875E-05
-3,15;-2,427107E-05
-3,1;-2,237239E-05
-3,05;-2,040506E-05
-3;-1,924185E-05
-2,95;-1,832498E-05
-2,9;-1,682222E-05
-2,85;-1,53636E-05
-2,8;-1,485981E-05
-2,75;-1,400057E-05
-2,7;-1,308127E-05
-2,65;-1,184327E-05
-2,6;-1,076339E-05
-2,55;-1,025838E-05
-2,5;-8,962774E-06
-2,45;-8,238366E-06
-2,4;-8,102303E-06
-2,35;-7,456334E-06
-2,3;-4,93009E-06
-2,25;-3,770537E-06
-2,2;-3,477585E-06
-2,15;-2,496994E-06
-2,1;-1,523756E-06
-2,05;2,925878E-08
-2;6,139502E-07
-1,95;-4,796346E-08
-1,9;-7,797305E-07
-1,85;4,27532E-06
-1,8;6,094357E-06
-1,75;5,03897E-06
-1,7;3,808301E-06
-1,65;4,476345E-06
-1,6;7,958751E-06
-1,55;7,192647E-06
-1,5;6,594466E-06
-1,45;1,101582E-05
-1,4;1,476298E-05
-1,35;1,321239E-05
-1,3;1,159805E-05
-1,25;1,0235E-05
-1,2;1,199766E-05
-1,15;1,154167E-05
-1,1;1,404959E-05
-1,05;1,871363E-05
-1;2,179889E-05
-0,95;2,028262E-05
-0,9;1,742657E-05
-0,85;1,544329E-05
-0,8;1,668744E-05
-0,75;1,85739E-05
-0,7;1,994063E-05
-0,65;2,089672E-05
-0,6;2,245222E-05
-0,55;2,332986E-05
-0,5;2,360689E-05
-0,45;2,495894E-05
-0,4;2,608293E-05
-0,35;2,762252E-05
-0,3;2,802823E-05
-0,25;2,846338E-05
-0,2;2,992329E-05
-0,15;3,107673E-05
-0,1;3,171043E-05
-0,05;3,245694E-05
0;3,289699E-05
0,05;3,209658E-05
0,1;3,159522E-05
0,15;3,138072E-05
0,2;3,168837E-05
0,25;3,19887E-05
0,3;3,275481E-05
0,35;3,313848E-05
0,4;3,342162E-05
0,45;3,447087E-05
0,5;3,518796E-05
0,55;3,607296E-05
0,6;3,669686E-05
0,65;3,727788E-05
0,7;3,813468E-05
0,75;3,943399E-05
0,8;4,036064E-05
0,85;4,093802E-05
0,9;4,173844E-05
0,95;4,20547E-05
1;4,246287E-05
1,05;4,268718E-05
1,1;4,417894E-05
1,15;4,623947E-05
1,2;4,806828E-05
1,25;4,755837E-05
1,3;4,747013E-05
1,35;4,741623E-05
1,4;4,848629E-05
1,45;4,874616E-05
1,5;5,064487E-05
1,55;5,319198E-05
1,6;5,490562E-05
1,65;5,439199E-05
1,7;5,399122E-05
1,75;5,481366E-05
1,8;5,487376E-05
1,85;5,542166E-05
1,9;5,514956E-05
1,95;5,62993E-05
2;5,772367E-05
2,05;5,871164E-05
2,1;5,928161E-05
2,15;6,011514E-05
2,2;6,102956E-05
2,25;6,263527E-05
2,3;6,351299E-05
2,35;6,431833E-05
2,4;6,543129E-05
2,45;6,578672E-05
2,5;6,669999E-05
2,55;6,738886E-05
2,6;6,78093E-05
2,65;6,789391E-05
2,7;6,877516E-05
2,75;6,995561E-05
2,8;7,086513E-05
2,85;7,090312E-05
2,9;7,235932E-05
2,95;7,32529E-05
3;7,389515E-05
3,05;7,449463E-05
3,1;7,570691E-05
3,15;7,620581E-05
3,2;7,689591E-05
3,25;7,691425E-05
3,3;7,747077E-05
3,35;7,869039E-05
3,4;8,017234E-05
3,45;8,096906E-05
3,5;8,233584E-05
3,55;8,330297E-05
3,6;8,402248E-05
3,65;8,416101E-05
3,7;8,484129E-05
3,75;8,538065E-05
3,8;8,6083E-05
3,85;8,665912E-05
3,9;8,712738E-05
3,95;8,807124E-05
4;8,907879E-05
4,05;8,907019E-05
4,1;8,996137E-05
4,15;9,080339E-05
4,2;9,271318E-05
4,25;9,311033E-05
4,3;9,327696E-05
4,35;9,395615E-05
4,4;9,49281E-05
4,45;9,492565E-05
4,5;9,492324E-05
4,55;9,714192E-05
4,6;0,0001006843
4,65;0,0001024887
4,7;9,985086E-05
4,75;0,0001006267
4,8;0,0001013892
4,85;0,0001020743
4,9;0,0001018059
4,95;0,0001033025
5;0,0001042721
