Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00052327223,1.264354030105687e-06,-8.9426832e-05,-0.000433845398,2.245056051775657e-06
-4.95,0.025,-0.0005065101099999999,1.0228839474196742e-06,-7.9908938e-05,-0.00042660117199999994,1.8531598475735565e-06
-4.9,0.025,-0.0005004950699999999,1.163275581231238e-06,-7.386651399999999e-05,-0.0004266285559999999,1.757688452689745e-06
-4.85,0.025,-0.0004972164999999999,1.3492195859500204e-06,-6.9607798e-05,-0.0004276087019999999,1.8075248549691211e-06
-4.8,0.025,-0.00049567789,1.0950743277157988e-06,-6.6695672e-05,-0.00042898221800000006,1.4340720138271338e-06
-4.75,0.025,-0.00049406104,1.388062365073449e-06,-6.442439e-05,-0.00042963665,1.7082331530365794e-06
-4.7,0.025,-0.00049271215,1.0350150908722785e-06,-6.2209244e-05,-0.000430502906,1.5528604213075141e-06
-4.65,0.025,-0.0004909972300000001,8.690783011009094e-07,-6.0062976e-05,-0.00043093425400000013,1.5144732765798304e-06
-4.6,0.025,-0.0004896777500000001,1.018245975794767e-06,-5.8029204e-05,-0.0004316485460000001,1.6206608159643509e-06
-4.55,0.025,-0.0004886984699999999,6.751767670601302e-07,-5.6552449999999994e-05,-0.0004321460199999999,1.2809583506998843e-06
-4.5,0.025,-0.00048766956999999993,6.266855547685425e-07,-5.477290800000001e-05,-0.0004328966619999999,1.0983824539638074e-06
-4.45,0.025,-0.00048665522999999996,7.153775833626409e-07,-5.298627e-05,-0.00043366895999999997,1.143832665920926e-06
-4.4,0.025,-0.0004856773,1.4345929349083247e-06,-5.176275000000001e-05,-0.00043391455,1.68166060069768e-06
-4.35,0.025,-0.0004844306799999999,2.2347352564055996e-06,-5.0586266e-05,-0.0004338444139999999,2.341399993273725e-06
-4.3,0.025,-0.00048381338,1.0519896078912148e-06,-4.9071492000000004e-05,-0.00043474188799999997,1.2356508157166043e-06
-4.25,0.025,-0.00048285531,1.3646601517919758e-06,-4.762464e-05,-0.00043523066999999997,1.4892275880935391e-06
-4.2,0.025,-0.00048223037,1.340295561972982e-06,-4.6141238e-05,-0.000436089132,1.4193104695994013e-06
-4.15,0.025,-0.00048150063999999993,1.3570217980726966e-06,-4.4983384e-05,-0.00043651725599999993,1.435690509571772e-06
-4.1,0.025,-0.00048052657,1.202108681581391e-06,-4.3714994e-05,-0.000436811576,1.3425957659188976e-06
-4.05,0.025,-0.0004799704199999999,8.899781530402152e-07,-4.2077651999999994e-05,-0.0004378927679999999,1.1153570128254339e-06
-4.0,0.025,-0.00047893445999999993,1.3697135557805092e-06,-4.095267200000001e-05,-0.00043798178799999993,1.6256725388001387e-06
-3.95,0.025,-0.00047815629,1.3150053590511828e-06,-3.9411906000000004e-05,-0.000438744384,2.086693681009106e-06
-3.9,0.025,-0.00047737864999999993,8.616660003221128e-07,-3.8099146e-05,-0.00043927950399999993,1.4710661709593869e-06
-3.85,0.025,-0.00047709312,1.506828450605956e-06,-3.7084714000000006e-05,-0.000440008406,1.7565529452412038e-06
