12.49 0.08700 200.39
12.51 0.08740 200.39
12.51 0.08740 200.36
12.65 0.08660 200.36
12.63 0.08700 200.36
12.74 0.08660 200.36
12.76 0.08700 200.38
12.83 0.08700 200.39
12.84 0.08740 200.39
12.93 0.08700 200.40
13.00 0.08700 200.40
13.02 0.08700 200.40
13.10 0.08700 200.40
13.14 0.08700 200.39
13.12 0.08700 200.39
13.25 0.08740 200.40
13.24 0.08740 200.40
13.34 0.08740 200.40
13.38 0.08660 200.39
13.46 0.08700 200.39
13.43 0.08700 200.39
13.48 0.08700 200.39
13.55 0.08780 200.39
13.63 0.08700 200.39
13.71 0.08740 200.39
13.75 0.08740 200.39
13.81 0.08700 200.39
13.78 0.08740 200.38
13.90 0.08740 200.34
13.89 0.08700 200.34
13.99 0.08780 200.30
14.02 0.08740 200.30
14.08 0.08740 200.30
14.16 0.08700 200.30
14.20 0.08740 200.29
14.23 0.08740 200.27
14.31 0.08740 200.27
14.36 0.08780 200.27
14.40 0.08740 200.27
14.39 0.08740 200.26
14.45 0.08740 200.27
14.50 0.08740 200.27
14.62 0.08740 200.26
14.59 0.08740 200.26
14.70 0.08740 200.23
14.72 0.08740 200.20
14.79 0.08740 200.20
14.81 0.08740 200.19
14.84 0.08740 200.19
14.90 0.08780 200.18
15.01 0.08740 200.18
15.01 0.08780 200.16
15.06 0.08780 200.16
15.10 0.08740 200.16
15.20 0.08740 200.18
15.27 0.08780 200.18
15.33 0.08780 200.21
15.30 0.08700 200.21
15.43 0.08780 200.20
15.40 0.08700 200.20
15.48 0.08780 200.20
15.50 0.08780 200.23
15.61 0.08780 200.23
15.70 0.08810 200.27
15.73 0.08780 200.27
15.73 0.08810 200.35
15.82 0.08850 200.38
15.81 0.08810 200.38
15.92 0.08780 200.36
15.91 0.08810 200.36
15.94 0.08850 200.38
16.02 0.08850 200.38
16.08 0.08810 200.41
16.15 0.08850 200.41
16.20 0.08850 200.43
16.21 0.08890 200.43
16.33 0.08850 200.43
16.38 0.08890 200.45
16.38 0.08890 200.45
16.46 0.08850 200.48
16.48 0.08930 200.48
16.53 0.08890 200.50
16.57 0.08890 200.49
16.64 0.08930 200.49
16.66 0.08930 200.49
16.72 0.08930 200.49
16.82 0.08960 200.49
16.85 0.08930 200.49
16.89 0.08960 200.50
16.97 0.09000 200.49
17.01 0.08960 200.49
17.02 0.09000 200.45
17.11 0.08960 200.45
17.13 0.08960 200.45
17.24 0.08960 200.45
17.25 0.08960 200.45
17.30 0.08960 200.44
17.34 0.08930 200.44
17.39 0.08960 200.43
17.44 0.08960 200.43
17.53 0.09040 200.39
17.53 0.08960 200.39
17.61 0.08960 200.35
17.65 0.09000 200.35
17.71 0.08960 200.38
17.80 0.09000 200.38
17.80 0.09000 200.38
17.83 0.09000 200.38
17.96 0.08960 200.38
17.93 0.09000 200.38
18.03 0.08960 200.38
18.09 0.08960 200.39
18.09 0.08930 200.38
18.21 0.08960 200.38
18.19 0.08930 200.38
18.31 0.08930 200.38
18.32 0.08960 200.38
18.35 0.08960 200.38
18.41 0.08960 200.43
18.49 0.08960 200.44
18.53 0.08960 200.44
18.59 0.08930 200.46
18.64 0.08930 200.46
18.71 0.08960 200.48
18.74 0.09000 200.48
18.80 0.08890 200.50
18.87 0.08930 200.52
18.92 0.08960 200.52
18.96 0.08960 200.54
19.02 0.08960 200.54
19.06 0.08960 200.55
19.09 0.08930 200.55
19.09 0.08960 200.52
19.22 0.08930 200.51
19.26 0.08960 200.51
19.26 0.08960 200.51
19.37 0.08890 200.51
19.42 0.08930 200.55
19.48 0.08960 200.55
19.47 0.09000 200.56
19.57 0.09000 200.56
19.54 0.08930 200.58
19.67 0.08960 200.56
19.67 0.08960 200.56
19.71 0.09000 200.56
19.84 0.09000 200.56
19.86 0.08960 200.55
19.93 0.09040 200.55
19.97 0.09000 200.55
19.96 0.09000 200.54
20.01 0.09000 200.54
20.07 0.09070 200.52
20.15 0.09040 200.52
20.22 0.09070 200.49
20.25 0.09070 200.49
20.30 0.09110 200.45
20.39 0.09110 200.45
20.36 0.09110 200.43
20.49 0.09070 200.41
20.52 0.09110 200.41
20.59 0.09190 200.36
20.64 0.09190 200.36
20.69 0.09150 200.34
20.74 0.09190 200.34
20.78 0.09190 200.33
20.80 0.09260 200.33
20.83 0.09260 200.31
20.89 0.09220 200.33
20.98 0.09260 200.33
20.99 0.09300 200.33
21.10 0.09300 200.33
21.14 0.09300 200.30
21.14 0.09260 200.30
21.16 0.09340 200.27
21.28 0.09340 200.27
21.30 0.09410 200.25
21.38 0.09300 200.24
21.46 0.09380 200.24
21.49 0.09340 200.25
21.50 0.09410 200.25
21.58 0.09380 200.26
21.65 0.09410 200.26
21.62 0.09450 200.26
21.67 0.09450 200.26
21.80 0.09410 200.29
21.84 0.09410 200.29
21.91 0.09410 200.30
21.94 0.09380 200.30
21.96 0.09410 200.30
21.97 0.09380 200.33
22.04 0.09410 200.33
22.10 0.09410 200.36
22.21 0.09450 200.36
22.25 0.09410 200.39
22.24 0.09380 200.39
22.35 0.09410 200.41
22.33 0.09380 200.41
22.44 0.09340 200.45
22.43 0.09380 200.45
22.55 0.09380 200.48
22.62 0.09380 200.48
22.66 0.09300 200.50
22.67 0.09300 200.50
22.69 0.09300 200.51
22.82 0.09300 200.55
22.86 0.09300 200.55
22.84 0.09300 200.58
22.95 0.09300 200.58
22.96 0.09260 200.60
23.04 0.09300 200.60
23.03 0.09300 200.59
23.12 0.09260 200.59
23.15 0.09220 200.60
23.22 0.09260 200.60
23.29 0.09220 200.60
23.30 0.09220 200.60
23.38 0.09190 200.59
23.41 0.09220 200.58
23.53 0.09220 200.58
23.50 0.09190 200.56
23.62 0.09190 200.56
23.59 0.09190 200.56
23.72 0.09190 200.56
23.72 0.09190 200.56
23.76 0.09150 200.56
23.81 0.09190 200.59
23.84 0.09190 200.59
23.91 0.09190 200.59
23.95 0.09190 200.59
24.06 0.09190 200.60
24.08 0.09190 200.59
24.17 0.09190 200.59
24.24 0.09220 200.54
24.20 0.09220 200.54
24.27 0.09220 200.54
24.35 0.09220 200.50
24.40 0.09220 200.50
24.42 0.09220 200.46
24.45 0.09260 200.46
24.54 0.09260 200.44
24.59 0.09300 200.44
24.62 0.09340 200.41
24.68 0.09340 200.38
24.77 0.09300 200.38
24.82 0.09410 200.36
24.82 0.09380 200.36
24.92 0.09410 200.36
24.92 0.09410 200.36
24.99 0.09490 200.31
25.08 0.09530 200.27
25.07 0.09530 200.27
25.17 0.09560 200.21
25.17 0.09560 200.21
25.20 0.09600 200.19
25.27 0.09600 200.16
25.33 0.09680 200.16
25.38 0.09680 200.10
25.50 0.09710 200.10
25.49 0.09750 200.05
25.59 0.09750 200.05
25.62 0.09820 199.99
25.69 0.09790 199.95
25.71 0.09860 199.95
25.78 0.09900 199.90
25.83 0.09940 199.90
25.82 0.09940 199.84
25.95 0.09900 199.84
25.95 0.09970 199.81
26.00 0.10010 199.75
26.08 0.10010 199.75
26.14 0.10050 199.71
26.14 0.10010 199.71
26.18 0.10050 199.69
26.30 0.10010 199.69
26.29 0.10050 199.66
26.39 0.10090 199.61
26.44 0.10090 199.61
26.43 0.10090 199.58
26.53 0.10090 199.58
26.53 0.10090 199.52
26.66 0.10050 199.52
26.65 0.10050 199.48
26.70 0.10010 199.48
26.78 0.10010 199.44
26.84 0.10010 199.44
26.89 0.10010 199.41
26.90 0.09970 199.40
26.98 0.09940 199.40
27.05 0.09970 199.36
27.04 0.09860 199.36
27.08 0.09900 199.34
27.20 0.09860 199.34
27.24 0.09900 199.33
27.24 0.09860 199.33
27.34 0.09820 199.30
27.34 0.09750 199.27
27.47 0.09790 199.27
27.48 0.09750 199.25
27.54 0.09750 199.25
27.60 0.09710 199.23
27.60 0.09680 199.24
27.63 0.09680 199.24
27.76 0.09640 199.25
27.76 0.09640 199.25
27.82 0.09600 199.26
27.85 0.09600 199.26
27.97 0.09560 199.26
27.95 0.09600 199.26
28.00 0.09560 199.26
28.05 0.09530 199.24
28.08 0.09530 199.24
28.19 0.09530 199.24
28.22 0.09490 199.24
28.27 0.09490 199.23
28.38 0.09530 199.23
28.38 0.09450 199.24
28.40 0.09530 199.26
28.44 0.09530 199.26
28.54 0.09530 199.29
28.63 0.09490 199.29
28.63 0.09530 199.30
28.67 0.09530 199.30
28.71 0.09560 199.33
28.82 0.09560 199.30
28.80 0.09560 199.30
28.85 0.09560 199.29
28.89 0.09600 199.29
29.03 0.09600 199.29
29.05 0.09600 199.29
29.10 0.09680 199.33
29.13 0.09680 199.38
29.20 0.09680 199.38
29.24 0.09710 199.40
29.29 0.09710 199.40
29.37 0.09790 199.45
29.38 0.09750 199.45
29.42 0.09860 199.48
29.47 0.09860 199.48
29.51 0.09900 199.48
29.57 0.09940 199.50
29.67 0.09970 199.50
29.68 0.10010 199.52
29.77 0.10050 199.52
29.76 0.10090 199.56
29.89 0.10160 199.60
29.89 0.10160 199.60
29.98 0.10240 199.60
29.96 0.10270 199.60
30.09 0.10310 199.65
30.08 0.10310 199.65
30.18 0.10390 199.66
30.24 0.10420 199.69
30.27 0.10540 199.69
30.27 0.10500 199.73
30.38 0.10580 199.73
30.44 0.10610 199.73
30.42 0.10650 199.73
30.54 0.10690 199.74
30.56 0.10720 199.80
30.59 0.10800 199.80
30.64 0.10800 199.84
30.66 0.10880 199.84
30.73 0.10880 199.88
30.76 0.10910 199.88
30.83 0.10950 199.89
30.92 0.10910 199.90
30.98 0.10950 199.90
31.04 0.10990 199.90
31.09 0.10990 199.90
31.12 0.10950 199.89
31.13 0.10990 199.89
31.18 0.10990 199.88
31.22 0.10950 199.89
31.35 0.10950 199.89
31.37 0.10880 199.89
31.43 0.10950 199.89
31.50 0.10880 199.90
31.48 0.10910 199.90
31.60 0.10880 199.90
31.58 0.10840 199.93
31.63 0.10760 199.93
31.69 0.10760 199.96
31.76 0.10760 199.96
31.85 0.10690 199.99
31.89 0.10650 199.99
31.90 0.10610 200.01
31.99 0.10580 200.01
31.99 0.10540 200.02
32.10 0.10460 200.05
32.08 0.10460 200.05
32.17 0.10390 200.10
32.25 0.10350 200.10
32.30 0.10350 200.13
32.28 0.10270 200.13
32.36 0.10270 200.14
32.39 0.10240 200.16
32.50 0.10200 200.16
32.48 0.10160 200.19
32.59 0.10160 200.19
32.66 0.10090 200.20
32.70 0.10090 200.20
32.70 0.10090 200.20
32.79 0.10010 200.23
32.85 0.10050 200.23
32.87 0.10010 200.24
32.94 0.10010 200.24
33.00 0.09970 200.27
33.01 0.09970 200.30
33.05 0.09940 200.30
33.08 0.09970 200.33
33.20 0.09940 200.33
33.20 0.09940 200.33
33.31 0.09970 200.33
33.35 0.10010 200.33
33.36 0.09970 200.34
33.46 0.10010 200.34
33.45 0.10010 200.35
33.56 0.10050 200.35
33.60 0.10090 200.35
33.63 0.10090 200.35
33.65 0.10090 200.34
33.75 0.10160 200.34
33.79 0.10160 200.34
33.84 0.10160 200.34
33.87 0.10200 200.34
33.95 0.10270 200.34
33.98 0.10350 200.34
34.06 0.10350 200.34
34.04 0.10390 200.31
34.13 0.10390 200.31
34.20 0.10540 200.31
34.27 0.10540 200.31
34.24 0.10610 200.30
34.37 0.10690 200.29
34.36 0.10720 200.29
34.46 0.10840 200.29
34.51 0.10840 200.29
34.50 0.10950 200.27
34.55 0.10950 200.27
34.62 0.11030 200.27
34.66 0.11100 200.26
34.76 0.11140 200.26
34.81 0.11210 200.26
34.81 0.11290 200.26
34.85 0.11360 200.26
34.95 0.11480 200.27
34.95 0.11480 200.27
35.08 0.11550 200.29
35.11 0.11660 200.29
35.17 0.11700 200.24
35.20 0.11770 200.24
35.26 0.11850 200.25
35.32 0.11850 200.23
35.32 0.11920 200.23
35.39 0.11960 200.24
35.47 0.12000 200.24
35.54 0.12040 200.24
35.56 0.12110 200.24
35.63 0.12110 200.23
35.67 0.12190 200.21
35.66 0.12190 200.21
35.76 0.12150 200.20
35.78 0.12150 200.20
35.88 0.12150 200.23
35.86 0.12150 200.23
35.98 0.12190 200.23
36.02 0.12110 200.23
36.06 0.12150 200.23
36.06 0.12110 200.23
36.17 0.12080 200.23
36.18 0.12080 200.23
36.21 0.12000 200.21
36.31 0.11960 200.21
36.32 0.11890 200.20
36.36 0.11810 200.20
36.42 0.11740 200.19
36.49 0.11740 200.19
36.56 0.11660 200.15
36.59 0.11620 200.09
36.64 0.11550 200.09
36.70 0.11400 200.05
36.75 0.11400 200.05
36.77 0.11290 200.04
36.87 0.11290 200.05
36.93 0.11210 200.05
36.99 0.11140 200.00
37.02 0.11100 200.00
37.07 0.11030 200.00
37.14 0.10950 200.00
37.18 0.10880 199.98
37.19 0.10840 199.96
37.23 0.10800 199.96
37.28 0.10760 199.93
37.32 0.10690 199.93
37.37 0.10690 199.90
37.46 0.10610 199.90
37.51 0.10610 199.88
37.54 0.10540 199.88
37.62 0.10540 199.85
37.69 0.10540 199.83
37.71 0.10500 199.83
37.79 0.10460 199.80
37.81 0.10460 199.80
37.85 0.10460 199.79
37.88 0.10500 199.79
37.98 0.10500 199.75
38.03 0.10460 199.75
38.07 0.10500 199.74
38.14 0.10460 199.71
38.13 0.10540 199.71
38.18 0.10540 199.70
38.29 0.10580 199.70
38.33 0.10580 199.73
38.35 0.10650 199.73
38.38 0.10650 199.76
38.43 0.10720 199.79
38.53 0.10760 199.79
38.59 0.10800 199.75
38.58 0.10840 199.75
38.63 0.10910 199.73
38.75 0.10950 199.73
38.73 0.11030 199.73
38.79 0.11060 199.70
38.89 0.11140 199.70
38.94 0.11210 199.70
38.97 0.11290 199.70
39.04 0.11360 199.66
39.05 0.11400 199.66
39.14 0.11510 199.68
39.14 0.11510 199.68
39.24 0.11700 199.68
39.30 0.11740 199.69
39.28 0.11810 199.69
39.40 0.11920 199.69
39.42 0.12000 199.66
39.46 0.12110 199.66
39.56 0.12190 199.65
39.54 0.12260 199.65
39.62 0.12340 199.64
39.64 0.12450 199.65
39.73 0.12560 199.65
39.75 0.12640 199.65
39.79 0.12710 199.65
39.91 0.12820 199.66
39.95 0.12940 199.66
40.01 0.12970 199.64
40.00 0.13050 199.64
40.05 0.13120 199.61
40.14 0.13160 199.58
40.14 0.13270 199.58
40.23 0.13310 199.56
40.26 0.13350 199.56
40.33 0.13420 199.56
40.41 0.13500 199.56
40.46 0.13500 199.58
40.44 0.13540 199.58
40.51 0.13540 199.55
40.57 0.13570 199.55
40.62 0.13570 199.58
40.72 0.13570 199.55
40.76 0.13540 199.55
40.76 0.13540 199.55
40.85 0.13540 199.55
40.86 0.13460 199.54
40.95 0.13390 199.54
41.02 0.13420 199.56
41.05 0.13270 199.56
41.09 0.13270 199.56
41.11 0.13160 199.58
41.18 0.13160 199.58
41.21 0.13050 199.61
41.24 0.12970 199.61
41.36 0.12860 199.63
41.41 0.12750 199.63
41.39 0.12710 199.65
41.48 0.12640 199.63
41.56 0.12520 199.63
41.56 0.12410 199.61
41.60 0.12340 199.61
41.66 0.12260 199.61
41.70 0.12150 199.61
41.75 0.12110 199.61
41.85 0.12000 199.61
41.85 0.11920 199.61
41.97 0.11850 199.63
41.99 0.11770 199.63
42.03 0.11660 199.61
42.05 0.11590 199.61
42.16 0.11550 199.58
42.20 0.11480 199.58
42.25 0.11440 199.59
42.30 0.11400 199.59
42.36 0.11330 199.61
42.37 0.11290 199.61
42.41 0.11250 199.61
42.48 0.11210 199.63
42.56 0.11210 199.63
42.62 0.11180 199.63
42.64 0.11140 199.63
42.67 0.11210 199.64
42.78 0.11210 199.64
42.77 0.11180 199.63
42.83 0.11180 199.60
42.86 0.11210 199.60
42.98 0.11250 199.56
42.95 0.11290 199.56
43.01 0.11290 199.54
43.07 0.11330 199.54
43.14 0.11360 199.52
43.21 0.11440 199.52
43.26 0.11480 199.51
43.27 0.11510 199.51
43.30 0.11590 199.56
43.42 0.11660 199.61
43.42 0.11740 199.61
43.46 0.11740 199.60
43.55 0.11810 199.60
43.61 0.11920 199.65
43.68 0.11960 199.65
43.71 0.12110 199.69
43.78 0.12110 199.75
43.75 0.12230 199.75
43.85 0.12260 199.79
43.88 0.12410 199.79
43.96 0.12560 199.86
43.97 0.12640 199.86
44.03 0.12750 199.89
44.08 0.12820 199.89
44.16 0.12970 199.91
44.16 0.13010 199.93
44.21 0.13160 199.93
44.26 0.13240 199.96
44.32 0.13390 199.96
44.36 0.13500 200.04
44.48 0.13610 200.04
44.46 0.13730 200.04
44.51 0.13840 200.06
44.62 0.13950 200.06
44.65 0.14020 200.13
44.73 0.14210 200.13
44.77 0.14320 200.19
44.81 0.14400 200.19
44.85 0.14510 200.23
44.92 0.14510 200.23
44.91 0.14620 200.26
