Tensao [V];Corrente [A]
-5;-0,0004733358
-4,95;-0,0004555852
-4,9;-0,0004487262
-4,85;-0,0004463288
-4,8;-0,0004444339
-4,75;-0,0004428368
-4,7;-0,0004405903
-4,65;-0,0004391572
-4,6;-0,0004391366
-4,55;-0,0004382345
-4,5;-0,0004362891
-4,45;-0,0004358651
-4,4;-0,0004349386
-4,35;-0,000433943
-4,3;-0,0004325778
-4,25;-0,0004315872
-4,2;-0,0004319281
-4,15;-0,0004312614
-4,1;-0,0004302452
-4,05;-0,0004294373
-4;-0,0004284264
-3,95;-0,0004286361
-3,9;-0,0004272633
-3,85;-0,0004268708
-3,8;-0,0004263452
-3,75;-0,0004245495
-3,7;-0,0004239769
-3,65;-0,0004231743
-3,6;-0,0004214729
-3,55;-0,0004216277
-3,5;-0,0004207951
-3,45;-0,0004205548
-3,4;-0,000418143
-3,35;-0,0004162761
-3,3;-0,0004156495
-3,25;-0,0004164686
-3,2;-0,000415657
-3,15;-0,0004160935
-3,1;-0,0004148026
-3,05;-0,0004129006
-3;-0,0004126256
-2,95;-0,0004112191
-2,9;-0,0004101478
-2,85;-0,0004098388
-2,8;-0,00040892
-2,75;-0,0004080099
-2,7;-0,0004068028
-2,65;-0,000405386
-2,6;-0,0004041518
-2,55;-0,0004020927
-2,5;-0,0004002134
-2,45;-0,0003970964
-2,4;-0,0003946916
-2,35;-0,0003908835
-2,3;-0,0003870116
-2,25;-0,000383184
-2,2;-0,0003774132
-2,15;-0,0003722334
-2,1;-0,0003662276
-2,05;-0,0003599692
-2;-0,0003533725
-1,95;-0,0003471546
-1,9;-0,0003403264
-1,85;-0,0003337012
-1,8;-0,00032686
-1,75;-0,0003185102
-1,7;-0,0003108633
-1,65;-0,0003009487
-1,6;-0,0002924546
-1,55;-0,0002826918
-1,5;-0,0002723926
-1,45;-0,0002606861
-1,4;-0,0002454592
-1,35;-0,0002268814
-1,3;-0,0002015414
-1,25;-0,0001662208
-1,2;-0,0001194203
-1,15;-5,744329E-05
-1,1;2,536727E-05
-1,05;0,000137388
-1;0,0002849483
-0,95;0,0004885811
-0,9;0,0007788788
-0,85;0,001215217
-0,8;0,001895195
-0,75;0,003468002
-0,7;0,004767157
-0,65;0,007465183
-0,6;0,01164605
-0,55;0,01781436
-0,5;0,03147634
-0,45;0,0461491
-0,4;0,06532357
-0,35;0,08917953
-0,3;0,116798
-0,25;0,1470053
-0,2;0,1794547
-0,15;0,2138265
-0,1;0,2498859
-0,05;0,2871674
0;0,3256451
0,05;0,3645398
0,1;0,4043137
0,15;0,4447403
0,2;0,4858394
0,25;0,5277799
0,3;0,5706884
0,35;0,6145779
0,4;0,6594771
0,45;0,7053813
0,5;0,7522256
0,55;0,7999218
0,6;0,8485246
0,65;0,8980047
0,7;0,9483217
0,75;0,9993922
0,8;1,051086
0,85;1,103224
0,9;1,155674
0,95;1,20821
1;1,260579
1,05;1,312692
1,1;1,364342
1,15;1,41542
1,2;1,465688
1,25;1,514948
1,3;1,563065
1,35;1,60989
1,4;1,655514
1,45;1,699908
1,5;1,743085
1,55;1,785078
1,6;1,825808
1,65;1,865275
1,7;1,903597
1,75;1,940815
1,8;1,976992
1,85;2,012369
1,9;2,046897
1,95;2,08074
2;2,113626
2,05;2,146075
2,1;2,177998
2,15;2,209073
2,2;2,239034
2,25;2,268347
2,3;2,296975
2,35;2,324839
2,4;2,351781
2,45;2,378137
2,5;2,403591
2,55;2,428357
2,6;2,452507
2,65;2,47564
2,7;2,498286
2,75;2,520097
2,8;2,541021
2,85;2,561196
2,9;2,580645
2,95;2,599448
3;2,617312
3,05;2,634529
3,1;2,651133
3,15;2,667374
3,2;2,682907
3,25;2,698113
3,3;2,712732
3,35;2,727152
3,4;2,741434
3,45;2,755378
3,5;2,769199
3,55;2,782707
3,6;2,796542
3,65;2,809748
3,7;2,82292
3,75;2,836164
3,8;2,849461
3,85;2,862421
3,9;2,875305
3,95;2,888014
4;2,900909
4,05;2,913467
4,1;2,926003
4,15;2,938738
4,2;2,951122
4,25;2,963557
4,3;2,975543
4,35;2,98789
4,4;2,999812
4,45;3,011598
4,5;3,023607
4,55;3,035319
4,6;3,046565
4,65;3,058203
4,7;3,069212
4,75;3,0804
4,8;3,091021
4,85;3,101747
4,9;3,112343
4,95;3,122721
5;3,132783
