Tensao [V];Corrente [A]
-5;-0,0001955129
-4,95;-0,0001772452
-4,9;-0,0001690158
-4,85;-0,0001649417
-4,8;-0,0001612855
-4,75;-0,0001591246
-4,7;-0,0001571866
-4,65;-0,0001559806
-4,6;-0,0001536726
-4,55;-0,0001515963
-4,5;-0,0001505337
-4,45;-0,0001500507
-4,4;-0,000148238
-4,35;-0,0001480699
-4,3;-0,0001465159
-4,25;-0,000146349
-4,2;-0,0001457498
-4,15;-0,0001432346
-4,1;-0,0001435447
-4,05;-0,000142916
-4;-0,0001418349
-3,95;-0,0001412735
-3,9;-0,0001401471
-3,85;-0,0001390624
-3,8;-0,0001394607
-3,75;-0,0001376578
-3,7;-0,0001369738
-3,65;-0,0001364896
-3,6;-0,0001362103
-3,55;-0,000134732
-3,5;-0,0001354699
-3,45;-0,0001343717
-3,4;-0,0001336989
-3,35;-0,0001320527
-3,3;-0,0001309483
-3,25;-0,0001306787
-3,2;-0,0001304997
-3,15;-0,0001298525
-3,1;-0,0001289849
-3,05;-0,0001273778
-3;-0,0001279577
-2,95;-0,0001267001
-2,9;-0,0001257405
-2,85;-0,0001252291
-2,8;-0,0001247426
-2,75;-0,0001235281
-2,7;-0,0001224273
-2,65;-0,0001223648
-2,6;-0,0001215791
-2,55;-0,0001206342
-2,5;-0,0001190604
-2,45;-0,0001176164
-2,4;-0,0001171396
-2,35;-0,0001155782
-2,3;-0,000114866
-2,25;-0,0001131071
-2,2;-0,0001111509
-2,15;-0,0001095147
-2,1;-0,0001065104
-2,05;-0,0001043838
-2;-0,0001018258
-1,95;-9,960492E-05
-1,9;-9,584446E-05
-1,85;-9,281943E-05
-1,8;-9,037295E-05
-1,75;-8,745453E-05
-1,7;-8,382407E-05
-1,65;-8,057351E-05
-1,6;-7,729727E-05
-1,55;-7,375253E-05
-1,5;-6,901769E-05
-1,45;-6,459296E-05
-1,4;-5,976983E-05
-1,35;-5,469794E-05
-1,3;-4,736338E-05
-1,25;-3,803587E-05
-1,2;-2,728166E-05
-1,15;-1,121771E-05
-1,1;1,035349E-05
-1,05;3,902308E-05
-1;7,671892E-05
-0,95;0,0001274392
-0,9;0,0001988116
-0,85;0,0003047322
-0,8;0,0004687506
-0,75;0,0007338176
-0,7;0,001169611
-0,65;0,001879121
-0,6;0,003488136
-0,55;0,004741086
-0,5;0,007159604
-0,45;0,01067609
-0,4;0,01555016
-0,35;0,02527523
-0,3;0,03386471
-0,25;0,04381322
-0,2;0,05483852
-0,15;0,06685356
-0,1;0,07983079
-0,05;0,09361991
0;0,108082
0,05;0,1228218
0,1;0,1379451
0,15;0,1532638
0,2;0,1686982
0,25;0,1841942
0,3;0,1997711
0,35;0,2153981
0,4;0,2312062
0,45;0,2470789
0,5;0,2629577
0,55;0,2788596
0,6;0,2948397
0,65;0,3109633
0,7;0,3272377
0,75;0,3436207
0,8;0,3600686
0,85;0,3764843
0,9;0,3927362
0,95;0,4087685
1;0,4245148
1,05;0,439929
1,1;0,4549558
1,15;0,46956
1,2;0,4837266
1,25;0,4974452
1,3;0,5107412
1,35;0,5235939
1,4;0,5360811
1,45;0,5481693
1,5;0,5598526
1,55;0,5711695
1,6;0,5820975
1,65;0,592714
1,7;0,6029696
1,75;0,6128453
1,8;0,6224087
1,85;0,631691
1,9;0,6406653
1,95;0,6493656
2;0,6577996
2,05;0,6659852
2,1;0,6738982
2,15;0,6816273
2,2;0,6891481
2,25;0,6964652
2,3;0,7036334
2,35;0,7106377
2,4;0,7174474
2,45;0,7241139
2,5;0,7306039
2,55;0,736935
2,6;0,743073
2,65;0,7490391
2,7;0,7548109
2,75;0,7603978
2,8;0,7657824
2,85;0,770945
2,9;0,7759459
2,95;0,7807551
3;0,7854159
3,05;0,7898868
3,1;0,7942261
3,15;0,7984208
3,2;0,8024921
3,25;0,8064445
3,3;0,810297
3,35;0,8140601
3,4;0,8177422
3,45;0,8213703
3,5;0,8249251
3,55;0,8284636
3,6;0,8319593
3,65;0,8354462
3,7;0,8389536
3,75;0,8423863
3,8;0,8458805
3,85;0,8493448
3,9;0,8527887
3,95;0,8562174
4;0,8596488
4,05;0,863066
4,1;0,8664777
4,15;0,8698752
4,2;0,8732791
4,25;0,8766484
4,3;0,8799872
4,35;0,8833718
4,4;0,8866903
4,45;0,8899723
4,5;0,8932312
4,55;0,8964572
4,6;0,8996152
4,65;0,9027902
4,7;0,9058822
4,75;0,9089364
4,8;0,9119636
4,85;0,914943
4,9;0,9179008
4,95;0,9207329
5;0,9235309
