Tensao [V];Corrente [A]
-5;-0,0005221187
-4,95;-0,0005056455
-4,9;-0,0004987874
-4,85;-0,000497648
-4,8;-0,0004964993
-4,75;-0,0004945958
-4,7;-0,0004927867
-4,65;-0,0004905057
-4,6;-0,000490552
-4,55;-0,0004893244
-4,5;-0,0004870951
-4,45;-0,0004856788
-4,4;-0,0004848049
-4,35;-0,0004850697
-4,3;-0,0004842093
-4,25;-0,0004814235
-4,2;-0,0004821711
-4,15;-0,0004814246
-4,1;-0,0004799258
-4,05;-0,0004786753
-4;-0,0004778466
-3,95;-0,0004788259
-3,9;-0,0004770477
-3,85;-0,000475915
-3,8;-0,0004742184
-3,75;-0,0004734195
-3,7;-0,0004737066
-3,65;-0,0004725556
-3,6;-0,0004703127
-3,55;-0,000473546
-3,5;-0,0004716262
-3,45;-0,0004686255
-3,4;-0,0004690279
-3,35;-0,0004689998
-3,3;-0,0004679214
-3,25;-0,0004666918
-3,2;-0,0004641802
-3,15;-0,000462891
-3,1;-0,0004654881
-3,05;-0,0004626886
-3;-0,0004617486
-2,95;-0,0004616516
-2,9;-0,0004610096
-2,85;-0,0004611579
-2,8;-0,0004584296
-2,75;-0,0004583275
-2,7;-0,0004579867
-2,65;-0,0004558726
-2,6;-0,000452389
-2,55;-0,000450567
-2,5;-0,0004474446
-2,45;-0,0004466712
-2,4;-0,0004420813
-2,35;-0,000436943
-2,3;-0,0004355213
-2,25;-0,0004304399
-2,2;-0,0004228831
-2,15;-0,0004183629
-2,1;-0,0004095598
-2,05;-0,0004063562
-2;-0,000398981
-1,95;-0,0003880173
-1,9;-0,0003855453
-1,85;-0,000376318
-1,8;-0,0003658508
-1,75;-0,0003603044
-1,7;-0,0003508176
-1,65;-0,0003402082
-1,6;-0,000333235
-1,55;-0,00032216
-1,5;-0,0003090377
-1,45;-0,0002962536
-1,4;-0,0002795597
-1,35;-0,0002577526
-1,3;-0,000228727
-1,25;-0,0001906374
-1,2;-0,0001374525
-1,15;-6,527663E-05
-1,1;2,949421E-05
-1,05;0,000155206
-1;0,0003245128
-0,95;0,0005580872
-0,9;0,0008934454
-0,85;0,001396573
-0,8;0,002482679
-0,75;0,003433052
-0,7;0,005386244
-0,65;0,008498995
-0,6;0,01322832
-0,55;0,02018028
-0,5;0,03551188
-0,45;0,05202882
-0,4;0,07351447
-0,35;0,1001065
-0,3;0,1305852
-0,25;0,1637957
-0,2;0,199337
-0,15;0,2368398
-0,1;0,2760892
-0,05;0,3165498
0;0,3582782
0,05;0,4004072
0,1;0,4435027
0,15;0,4872861
0,2;0,531852
0,25;0,5773241
0,3;0,6238628
0,35;0,6715424
0,4;0,7203553
0,45;0,7702445
0,5;0,8212159
0,55;0,8732802
0,6;0,9263745
0,65;0,980444
0,7;1,035472
0,75;1,091424
0,8;1,148148
0,85;1,20538
0,9;1,263039
0,95;1,320941
1;1,378862
1,05;1,436556
1,1;1,493793
1,15;1,550533
1,2;1,606589
1,25;1,661794
1,3;1,715789
1,35;1,768511
1,4;1,819919
1,45;1,870041
1,5;1,918814
1,55;1,966177
1,6;2,012357
1,65;2,057173
1,7;2,100631
1,75;2,14325
1,8;2,184337
1,85;2,224662
1,9;2,264013
1,95;2,302277
2;2,33998
2,05;2,376721
2,1;2,412776
2,15;2,448071
2,2;2,482701
2,25;2,51651
2,3;2,549507
2,35;2,581929
2,4;2,613087
2,45;2,643626
2,5;2,673164
2,55;2,701854
2,6;2,729782
2,65;2,756597
2,7;2,782678
2,75;2,807809
2,8;2,832043
2,85;2,855487
2,9;2,877722
2,95;2,899256
3;2,920055
3,05;2,94017
3,1;2,959345
3,15;2,977935
3,2;2,995811
3,25;3,013189
3,3;3,03012
3,35;3,046762
3,4;3,062979
3,45;3,078958
3,5;3,0946
3,55;3,110182
3,6;3,125537
3,65;3,141006
3,7;3,156263
3,75;3,17118
3,8;3,186186
3,85;3,200931
3,9;3,215826
3,95;3,230468
4;3,245051
4,05;3,259507
4,1;3,273891
4,15;3,288086
4,2;3,302257
4,25;3,316276
4,3;3,330133
4,35;3,343853
4,4;3,357384
4,45;3,371054
4,5;3,384315
4,55;3,397636
4,6;3,410808
4,65;3,423489
4,7;3,43624
4,75;3,448734
4,8;3,461093
4,85;3,473128
4,9;3,484766
4,95;3,496736
5;3,508098
