Tensao [V];Corrente [A]
-5;-0,0004745995
-4,95;-0,0004582942
-4,9;-0,0004509658
-4,85;-0,0004477409
-4,8;-0,0004450848
-4,75;-0,0004435822
-4,7;-0,0004417941
-4,65;-0,0004399077
-4,6;-0,0004399934
-4,55;-0,0004392921
-4,5;-0,0004384711
-4,45;-0,0004382997
-4,4;-0,0004366975
-4,35;-0,0004361605
-4,3;-0,0004359887
-4,25;-0,0004339912
-4,2;-0,0004337302
-4,15;-0,0004331039
-4,1;-0,0004320498
-4,05;-0,0004311098
-4;-0,0004289144
-3,95;-0,0004285945
-3,9;-0,0004276423
-3,85;-0,0004265122
-3,8;-0,0004251023
-3,75;-0,0004220458
-3,7;-0,0004225102
-3,65;-0,0004257165
-3,6;-0,0004240692
-3,55;-0,0004228336
-3,5;-0,0004197868
-3,45;-0,0004186613
-3,4;-0,0004170944
-3,35;-0,0004170228
-3,3;-0,0004172396
-3,25;-0,0004164724
-3,2;-0,0004171096
-3,15;-0,000416221
-3,1;-0,0004152196
-3,05;-0,0004145689
-3;-0,0004137598
-2,95;-0,0004139658
-2,9;-0,0004121039
-2,85;-0,0004115069
-2,8;-0,0004109406
-2,75;-0,0004100804
-2,7;-0,0004097949
-2,65;-0,0004079588
-2,6;-0,0004071658
-2,55;-0,0004055493
-2,5;-0,0004029898
-2,45;-0,00040084
-2,4;-0,0003985419
-2,35;-0,0003962438
-2,3;-0,0003927078
-2,25;-0,0003897109
-2,2;-0,0003853302
-2,15;-0,0003811699
-2,1;-0,0003760378
-2,05;-0,0003697026
-2;-0,0003641035
-1,95;-0,0003574028
-1,9;-0,000350856
-1,85;-0,0003444044
-1,8;-0,0003368966
-1,75;-0,0003306581
-1,7;-0,0003226569
-1,65;-0,0003138723
-1,6;-0,000304736
-1,55;-0,000296486
-1,5;-0,0002855515
-1,45;-0,0002722357
-1,4;-0,0002574305
-1,35;-0,0002379835
-1,3;-0,0002124686
-1,25;-0,000178213
-1,2;-0,0001302885
-1,15;-6,712501E-05
-1,1;1,859028E-05
-1,05;0,0001299246
-1;0,0002778932
-0,95;0,0004823376
-0,9;0,0007722849
-0,85;0,001209589
-0,8;0,001889724
-0,75;0,003464818
-0,7;0,00476696
-0,65;0,007467751
-0,6;0,011652
-0,55;0,01782952
-0,5;0,03150871
-0,45;0,04618876
-0,4;0,0653836
-0,35;0,08926472
-0,3;0,1169001
-0,25;0,1471293
-0,2;0,1795998
-0,15;0,2140107
-0,1;0,2500915
-0,05;0,2873792
0;0,3258924
0,05;0,364821
0,1;0,4046194
0,15;0,4450641
0,2;0,4862239
0,25;0,5282124
0,3;0,5711701
0,35;0,6151211
0,4;0,6601179
0,45;0,7060974
0,5;0,752996
0,55;0,8007984
0,6;0,8494843
0,65;0,8990327
0,7;0,9494357
0,75;1,000595
0,8;1,052363
0,85;1,104613
0,9;1,157118
0,95;1,209737
1;1,262223
1,05;1,314399
1,1;1,366162
1,15;1,417353
1,2;1,467707
1,25;1,517048
1,3;1,565205
1,35;1,612139
1,4;1,657789
1,45;1,702279
1,5;1,745481
1,55;1,787507
1,6;1,828285
1,65;1,867819
1,7;1,906209
1,75;1,943454
1,8;1,979714
1,85;2,015078
1,9;2,049717
1,95;2,08358
2;2,116674
2,05;2,14916
2,1;2,179546
2,15;2,210132
2,2;2,240346
2,25;2,269645
2,3;2,29836
2,35;2,326314
2,4;2,353255
2,45;2,379422
2,5;2,404891
2,55;2,429823
2,6;2,453704
2,65;2,476901
2,7;2,499487
2,75;2,521197
2,8;2,542007
2,85;2,562382
2,9;2,581996
2,95;2,600522
3;2,618574
3,05;2,635753
3,1;2,652432
3,15;2,668464
3,2;2,684182
3,25;2,69925
3,3;2,714133
3,35;2,728176
3,4;2,742594
3,45;2,756528
3,5;2,770235
3,55;2,783869
3,6;2,797515
3,65;2,810797
3,7;2,824022
3,75;2,837127
3,8;2,850298
3,85;2,86317
3,9;2,876292
3,95;2,888989
4;2,901873
4,05;2,914419
4,1;2,927027
4,15;2,939612
4,2;2,951872
4,25;2,96427
4,3;2,976593
4,35;2,988664
4,4;3,000523
4,45;3,012497
4,5;3,024208
4,55;3,035754
4,6;3,047229
4,65;3,058688
4,7;3,069752
4,75;3,08055
4,8;3,091698
4,85;3,102224
4,9;3,112758
4,95;3,123259
5;3,133158
