Tensao [V],Corrente [A]
-5,-0.0003262862
-4.95,-0.000304745
-4.9,-0.0002837542
-4.85,-0.00027515
-4.8,-0.000281944
-4.75,-0.0002833388
-4.7,-0.0002822023
-4.65,-0.0002794838
-4.6,-0.000293242
-4.55,-0.000307151
-4.5,-0.000295013
-4.45,-0.0002946001
-4.4,-0.0002980713
-4.35,-0.0002990692
-4.3,-0.0002955316
-4.25,-0.000295827
-4.2,-0.0002941072
-4.15,-0.0002895148
-4.1,-0.0002749561
-4.05,-0.0002746144
-4,-0.0002794043
-3.95,-0.0002898838
-3.9,-0.0002875598
-3.85,-0.0002913984
-3.8,-0.0002846098
-3.75,-0.000282075
-3.7,-0.0002807181
-3.65,-0.0002801923
-3.6,-0.0002809547
-3.55,-0.0002749844
-3.5,-0.0002685619
-3.45,-0.000272597
-3.4,-0.0002780182
-3.35,-0.000274005
-3.3,-0.0002779248
-3.25,-0.0002673718
-3.2,-0.0002710011
-3.15,-0.0002698328
-3.1,-0.0002690585
-3.05,-0.0002565724
-3,-0.0002538625
-2.95,-0.0002632904
-2.9,-0.0002656571
-2.85,-0.0002638786
-2.8,-0.000249847
-2.75,-0.0002594284
-2.7,-0.0002638271
-2.65,-0.0002512284
-2.6,-0.0002397637
-2.55,-0.0002205697
-2.5,-0.0002163789
-2.45,-0.0002136065
-2.4,-0.0002147464
-2.35,-0.000214163
-2.3,-0.0002148016
-2.25,-0.0002142315
-2.2,-0.0002013399
-2.15,-0.0001856587
-2.1,-0.0001688488
-2.05,-0.0001481017
-2,-0.0001328459
-1.95,-0.0001033059
-1.9,-8.587806E-05
-1.85,-6.320437E-05
-1.8,-3.06432E-05
-1.75,4.963919E-06
-1.7,4.90229E-05
-1.65,9.885361E-05
-1.6,0.0001554564
-1.55,0.0002209895
-1.5,0.0002911558
-1.45,0.0003892008
-1.4,0.0005097359
-1.35,0.0006624051
-1.3,0.0008692111
-1.25,0.001144531
-1.2,0.001505506
-1.15,0.001976546
-1.1,0.002781844
-1.05,0.003375706
-1,0.004323882
-0.95,0.005509245
-0.9,0.006941905
-0.85,0.008641567
-0.8,0.01063171
-0.75,0.01295446
-0.7,0.01569698
-0.65,0.01895434
-0.6,0.02477647
-0.55,0.02950495
-0.5,0.03477385
-0.45,0.04057908
-0.4,0.04675517
-0.35,0.05318915
-0.3,0.05986938
-0.25,0.0668307
-0.2,0.07409626
-0.15,0.08170908
-0.1,0.08968697
-0.05,0.09803677
0,0.1067885
0.05,0.1157774
0.1,0.1251131
0.15,0.1346906
0.2,0.144551
0.25,0.1546749
0.3,0.165041
0.35,0.1756292
0.4,0.186451
0.45,0.1974555
0.5,0.2086554
0.55,0.2199804
0.6,0.2315132
0.65,0.2431008
0.7,0.2547508
0.75,0.2665123
0.8,0.2783051
0.85,0.2901123
0.9,0.3018603
0.95,0.3135184
1,0.3250395
1.05,0.3363747
1.1,0.3474858
1.15,0.3583727
1.2,0.369033
1.25,0.3794512
1.3,0.3896702
1.35,0.3996545
1.4,0.4094233
1.45,0.4189999
1.5,0.4283531
1.55,0.4375214
1.6,0.4464995
1.65,0.4552826
1.7,0.4639237
1.75,0.4724224
1.8,0.4807877
1.85,0.4890024
1.9,0.4970558
1.95,0.5049721
2,0.5127508
2.05,0.5203904
2.1,0.5279554
2.15,0.5353535
2.2,0.5426381
2.25,0.5498851
2.3,0.5569821
2.35,0.56397
2.4,0.5708519
2.45,0.5776382
2.5,0.5842601
2.55,0.5908627
2.6,0.5973973
2.65,0.6038108
2.7,0.6100956
2.75,0.6162939
2.8,0.6224045
2.85,0.628416
2.9,0.634361
2.95,0.6401248
3,0.6458171
3.05,0.6514144
3.1,0.6568674
3.15,0.6622525
3.2,0.6675411
3.25,0.6728034
3.3,0.6779746
3.35,0.6830682
3.4,0.6879863
3.45,0.6928621
3.5,0.697717
3.55,0.7025076
3.6,0.7072543
3.65,0.7118965
3.7,0.7165514
3.75,0.7212506
3.8,0.7259111
3.85,0.7305136
3.9,0.7350282
3.95,0.739521
4,0.7439855
4.05,0.7484701
4.1,0.7528427
4.15,0.7572507
4.2,0.7616239
4.25,0.7658115
4.3,0.7699917
4.35,0.7741226
4.4,0.7782325
4.45,0.7822665
4.5,0.7862361
4.55,0.7901819
4.6,0.7940425
4.65,0.7978263
4.7,0.8015537
4.75,0.8052286
4.8,0.8088222
4.85,0.8123793
4.9,0.8158819
4.95,0.8193084
5,0.8227335
