Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-8.762813799999999e-05,1.6985077225075495e-06,-8.9426832e-05,1.7986940000000174e-06,2.515276137044955e-06
-4.95,0.025,-7.5916854e-05,1.722974481388379e-06,-7.9908938e-05,3.9920840000000015e-06,2.3144223716265674e-06
-4.9,0.025,-7.057802000000002e-05,1.465198551884502e-06,-7.386651399999999e-05,3.2884939999999773e-06,1.9705495211423735e-06
-4.85,0.025,-6.7920105e-05,1.8235926766398382e-06,-6.9607798e-05,1.6876929999999949e-06,2.184546374081916e-06
-4.8,0.025,-6.5815363e-05,1.2624009794219728e-06,-6.6695672e-05,8.803089999999902e-07,1.5655768874333698e-06
-4.75,0.025,-6.436782e-05,1.123161427548744e-06,-6.442439e-05,5.6570000000000036e-08,1.5009446918968498e-06
-4.7,0.025,-6.2969207e-05,1.652279099560831e-06,-6.2209244e-05,-7.599629999999983e-07,2.0174601539003316e-06
-4.65,0.025,-6.1607702e-05,1.6458345684302532e-06,-6.0062976e-05,-1.5447259999999967e-06,2.0608502222796302e-06
-4.6,0.025,-6.0682565e-05,9.341528002330975e-07,-5.8029204e-05,-2.6533609999999973e-06,1.5691902584974633e-06
-4.55,0.025,-5.9734623e-05,1.596587808338284e-06,-5.6552449999999994e-05,-3.1821730000000043e-06,1.932377618164846e-06
-4.5,0.025,-5.836737200000001e-05,8.902530012405335e-07,-5.477290800000001e-05,-3.5944640000000025e-06,1.2673829874342549e-06
-4.45,0.025,-5.7029417999999996e-05,9.851700054282798e-07,-5.298627e-05,-4.043147999999993e-06,1.329341197904269e-06
-4.4,0.025,-5.6232098e-05,1.825155701996104e-06,-5.176275000000001e-05,-4.4693479999999926e-06,2.025121928077145e-06
-4.35,0.025,-5.556018e-05,1.0845938827659558e-06,-5.0586266e-05,-4.973914000000002e-06,1.2901380363408137e-06
-4.3,0.025,-5.439383099999999e-05,8.410735365716311e-07,-4.9071492000000004e-05,-5.322338999999988e-06,1.0618641613648654e-06
-4.25,0.025,-5.3300147000000003e-05,1.1994771193505757e-06,-4.762464e-05,-5.675507000000003e-06,1.3394949940539368e-06
-4.2,0.025,-5.2443036000000004e-05,1.3972883065439447e-06,-4.6141238e-05,-6.3017980000000024e-06,1.4732496825977754e-06
-4.15,0.025,-5.192112599999999e-05,1.6650593695134253e-06,-4.4983384e-05,-6.937741999999988e-06,1.7297750671212848e-06
-4.1,0.025,-5.1013898000000004e-05,1.3423889410864175e-06,-4.3714994e-05,-7.298904000000003e-06,1.4695258342339935e-06
-4.05,0.025,-4.9522098e-05,1.2496736954883681e-06,-4.2077651999999994e-05,-7.444446000000005e-06,1.4190294212473387e-06
-4.0,0.025,-4.9105364e-05,1.441801637999408e-06,-4.095267200000001e-05,-8.152691999999992e-06,1.686857415983277e-06
-3.95,0.025,-4.9215435999999995e-05,1.175231727005361e-06,-3.9411906000000004e-05,-9.80352999999999e-06,2.0015546548096073e-06
-3.9,0.025,-4.8330608e-05,1.3994742992900346e-06,-3.8099146e-05,-1.0231462000000001e-05,1.8385036572178305e-06
-3.85,0.025,-4.7441993999999994e-05,1.28918117924346e-06,-3.7084714000000006e-05,-1.0357279999999988e-05,1.5738279393871365e-06
-3.8,0.025,-4.7182154e-05,1.9701076369365086e-06,-3.5840584e-05,-1.1341569999999998e-05,2.2436577543479214e-06
-3.75,0.025,-4.649245400000001e-05,1.4119575537387797e-06,-3.5070086e-05,-1.1422368000000007e-05,1.7885785502292033e-06
-3.7,0.025,-4.5571723e-05,8.187135802797227e-07,-3.414957e-05,-1.1422152999999999e-05,1.4640478834158536e-06
