Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00011307772999999999,2.053975884879536e-06,-8.9426832e-05,-2.3650897999999982e-05,2.7677612790550925e-06
-4.95,0.025,-0.00010100277100000002,2.3054230744266645e-06,-7.9908938e-05,-2.1093833000000015e-05,2.775407249912864e-06
-4.9,0.025,-9.4375386e-05,7.082855286383375e-06,-7.386651399999999e-05,-2.0508872000000013e-05,7.204380447108475e-06
-4.85,0.025,-9.151955800000001e-05,5.304303518144069e-06,-6.9607798e-05,-2.1911760000000013e-05,5.438969426538041e-06
-4.8,0.025,-8.9881643e-05,2.8291671568150793e-06,-6.6695672e-05,-2.3185971e-05,2.976837509643602e-06
-4.75,0.025,-8.7853031e-05,4.347588061106604e-06,-6.442439e-05,-2.3428640999999993e-05,4.460141850308875e-06
-4.7,0.025,-8.6010942e-05,3.00792738938958e-06,-6.2209244e-05,-2.3801698e-05,3.2230027039346416e-06
-4.65,0.025,-8.5450421e-05,1.4755304503838624e-06,-6.0062976e-05,-2.5387445000000003e-05,1.927569018748747e-06
-4.6,0.025,-8.460802200000001e-05,1.1305772322510521e-06,-5.8029204e-05,-2.6578818000000006e-05,1.6934938710442525e-06
-4.55,0.025,-8.372626000000002e-05,1.1666649709035283e-06,-5.6552449999999994e-05,-2.717381000000003e-05,1.5956496431808987e-06
-4.5,0.025,-8.2860558e-05,1.4819833086839319e-06,-5.477290800000001e-05,-2.808764999999999e-05,1.7349304763700974e-06
-4.45,0.025,-8.1355551e-05,1.7114895138540066e-06,-5.298627e-05,-2.8369281e-05,1.93022911512655e-06
-4.4,0.025,-7.998375799999999e-05,2.5010873584494316e-06,-5.176275000000001e-05,-2.822100799999998e-05,2.6505402207183268e-06
-4.35,0.025,-7.8448598e-05,2.3599880554396413e-06,-5.0586266e-05,-2.7862332e-05,2.4612305629700314e-06
-4.3,0.025,-7.6497668e-05,3.3857934846052787e-06,-4.9071492000000004e-05,-2.7426175999999993e-05,3.4472812945371245e-06
-4.25,0.025,-7.590333900000001e-05,3.737227604995895e-06,-4.762464e-05,-2.8278699000000008e-05,3.784490936809514e-06
-4.2,0.025,-7.552766400000001e-05,2.646141249808442e-06,-4.6141238e-05,-2.9386426000000012e-05,2.6870268940983424e-06
-4.15,0.025,-7.439686200000001e-05,3.0689050145642774e-06,-4.4983384e-05,-2.9413478000000005e-05,3.104493045127943e-06
-4.1,0.025,-7.1379091e-05,5.421917580978255e-06,-4.3714994e-05,-2.7664096999999997e-05,5.454785821941233e-06
-4.05,0.025,-7.0224611e-05,7.908811776420935e-06,-4.2077651999999994e-05,-2.8146959e-05,7.937333548996442e-06
-4.0,0.025,-7.1007956e-05,3.6664916436536755e-06,-4.095267200000001e-05,-3.0055283999999986e-05,3.7695963910612807e-06
-3.95,0.025,-7.051731799999999e-05,4.748990124974643e-06,-3.9411906000000004e-05,-3.110541199999999e-05,5.0177643060567e-06
-3.9,0.025,-6.885956500000002e-05,9.222034870169803e-06,-3.8099146e-05,-3.076041900000002e-05,9.298789949765387e-06
-3.85,0.025,-6.8143048e-05,6.910194168069215e-06,-3.7084714000000006e-05,-3.105833399999999e-05,6.968911658953483e-06
-3.8,0.025,-6.661583599999999e-05,5.951178720431403e-06,-3.5840584e-05,-3.077525199999999e-05,6.04724765327546e-06
-3.75,0.025,-6.590015599999999e-05,4.716307289960841e-06,-3.5070086e-05,-3.0830069999999986e-05,4.842410923302334e-06
-3.7,0.025,-6.623490399999998e-05,4.031399213725511e-06,-3.414957e-05,-3.208533399999998e-05,4.21014535364596e-06
-3.65,0.025,-6.7646269e-05,5.650361268059571e-06,-3.2837532e-05,-3.4808737000000006e-05,5.796708895097956e-06
-3.6,0.025,-5.736492100000001e-05,3.1412671888127305e-05,-3.1950826000000004e-05,-2.5414095000000004e-05,3.1458289848615794e-05
-3.55,0.025,-5.9721232e-05,1.672144890313024e-05,-3.066355e-05,-2.9057682000000002e-05,1.6763671174384667e-05
-3.5,0.025,-5.8793410000000006e-05,1.2719416511733374e-05,-2.8349099999999996e-05,-3.044431000000001e-05,1.2851526392063535e-05
-3.45,0.025,-5.8625491e-05,9.959069675150331e-06,-2.7236868e-05,-3.1388622999999996e-05,1.0072660157650456e-05
-3.4,0.025,-5.918842399999999e-05,7.3540092465496525e-06,-2.6295250000000002e-05,-3.289317399999999e-05,7.419093563238557e-06
-3.35,0.025,-5.88151e-05,6.678349210457792e-06,-2.6019459999999998e-05,-3.2795640000000004e-05,6.850539030402806e-06
-3.3,0.025,-5.923980000000001e-05,6.333562846555377e-06,-2.5398258e-05,-3.3841542000000006e-05,6.417388267631674e-06
-3.25,0.025,-5.836012800000001e-05,6.1602212864633e-06,-2.4392902e-05,-3.396722600000001e-05,6.218475468417927e-06
