Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00013132933000000003,2.4050966795305547e-06,-8.9426832e-05,-4.190249800000002e-05,3.037462032694221e-06
-4.95,0.025,-0.00011938285000000001,1.5917938003327521e-06,-7.9908938e-05,-3.947391200000001e-05,2.218494388892561e-06
-4.9,0.025,-0.00011394403,1.3413067467958263e-06,-7.386651399999999e-05,-4.0077516e-05,1.88025594210735e-06
-4.85,0.025,-0.00011135145999999999,1.7622419812399322e-06,-6.9607798e-05,-4.1743661999999994e-05,2.133600105611274e-06
-4.8,0.025,-0.00010885890999999999,1.4360868175937924e-06,-6.6695672e-05,-4.2163237999999994e-05,1.7087188491049863e-06
-4.75,0.025,-0.00010632311,1.1138916369098817e-06,-6.442439e-05,-4.1898719999999994e-05,1.4940207343198998e-06
-4.7,0.025,-0.00010242370899999999,7.340837398003113e-06,-6.2209244e-05,-4.021446499999999e-05,7.43155521769509e-06
-4.65,0.025,-0.000101510706,6.1456121839102935e-06,-6.0062976e-05,-4.1447729999999995e-05,6.269520023658642e-06
-4.6,0.025,-0.000100863557,4.304043220255036e-06,-5.8029204e-05,-4.2834352999999996e-05,4.484919693261334e-06
-4.55,0.025,-0.00010011221699999999,3.03208049163918e-06,-5.6552449999999994e-05,-4.3559767e-05,3.221568366064717e-06
-4.5,0.025,-9.9537249e-05,2.9214660406623475e-06,-5.477290800000001e-05,-4.476434099999999e-05,3.0575599842625055e-06
-4.45,0.025,-9.8767879e-05,2.974009500942943e-06,-5.298627e-05,-4.5781608999999993e-05,3.105047599079423e-06
-4.4,0.025,-9.7964068e-05,2.7831836132697606e-06,-5.176275000000001e-05,-4.620131799999999e-05,2.9182248906181512e-06
-4.35,0.025,-9.6796227e-05,1.961568324371825e-06,-5.0586266e-05,-4.6209961e-05,2.0822734098717413e-06
-4.3,0.025,-9.553699099999999e-05,1.909312585981607e-06,-4.9071492000000004e-05,-4.646549899999998e-05,2.016339592989675e-06
-4.25,0.025,-9.447174399999999e-05,1.414017911258553e-06,-4.762464e-05,-4.684710399999999e-05,1.5345840259203801e-06
-4.2,0.025,-9.349144399999999e-05,1.6693861718887355e-06,-4.6141238e-05,-4.735020599999999e-05,1.7334647981898358e-06
-4.15,0.025,-9.223635000000001e-05,2.768027003597409e-06,-4.4983384e-05,-4.725296600000001e-05,2.807431668175461e-06
-4.1,0.025,-9.0982353e-05,2.349616599381694e-06,-4.3714994e-05,-4.7267359e-05,2.4244991797111413e-06
-4.05,0.025,-9.0284061e-05,2.1430829739961584e-06,-4.2077651999999994e-05,-4.820640900000001e-05,2.246055383689864e-06
-4.0,0.025,-8.9629804e-05,1.8300026035634165e-06,-4.095267200000001e-05,-4.8677131999999996e-05,2.0286955186939425e-06
-3.95,0.025,-8.896941999999998e-05,1.4164461516689503e-06,-3.9411906000000004e-05,-4.955751399999998e-05,2.152062063372658e-06
-3.9,0.025,-8.8472406e-05,1.5000603516244127e-06,-3.8099146e-05,-5.0373260000000005e-05,1.9161806913090323e-06
-3.85,0.025,-8.781224399999999e-05,1.5611137884585966e-06,-3.7084714000000006e-05,-5.072752999999999e-05,1.8033364994907505e-06
-3.8,0.025,-8.731561100000001e-05,1.5173623898686093e-06,-3.5840584e-05,-5.147502700000001e-05,1.8587804172945713e-06
-3.75,0.025,-8.648752799999999e-05,1.8470843632949972e-06,-3.5070086e-05,-5.141744199999999e-05,2.1487460859554545e-06
-3.7,0.025,-8.580287100000002e-05,1.4206952836821346e-06,-3.414957e-05,-5.165330100000002e-05,1.868560774359951e-06
-3.65,0.025,-8.4854682e-05,9.887918020133932e-07,-3.2837532e-05,-5.201715e-05,1.6287912029013712e-06
-3.6,0.025,-8.4137167e-05,1.4018020183800713e-06,-3.1950826000000004e-05,-5.218634099999999e-05,2.1984298822374206e-06
-3.55,0.025,-8.3596288e-05,1.3481762490185676e-06,-3.066355e-05,-5.2932738000000006e-05,1.7976086952720763e-06
-3.5,0.025,-8.2759518e-05,1.439398941601823e-06,-2.8349099999999996e-05,-5.4410418000000006e-05,2.334532826934428e-06
-3.45,0.025,-8.202985899999999e-05,1.368997897299338e-06,-2.7236868e-05,-5.4792991e-05,2.0370491157137105e-06
-3.4,0.025,-8.1334379e-05,1.2812613702255373e-06,-2.6295250000000002e-05,-5.503912899999999e-05,1.6134212099083802e-06
-3.35,0.025,-8.0825854e-05,2.027146187482954e-06,-2.6019459999999998e-05,-5.4806394e-05,2.5374905902636714e-06
-3.3,0.025,-7.9995477e-05,1.073856675425855e-06,-2.5398258e-05,-5.4597219e-05,1.4906448287994938e-06
-3.25,0.025,-7.9174392e-05,1.098191634185745e-06,-2.4392902e-05,-5.478149e-05,1.3882131387202606e-06
-3.2,0.025,-7.863631899999998e-05,1.45829391134869e-06,-2.3541990000000002e-05,-5.5094328999999984e-05,2.0578525474937848e-06
-3.15,0.025,-7.8318001e-05,1.6644167931170355e-06,-2.2252028000000003e-05,-5.6065973e-05,2.145932234549823e-06
-3.1,0.025,-7.763199899999998e-05,1.686779523282625e-06,-2.1345468e-05,-5.628653099999998e-05,1.8950241618870086e-06
-3.05,0.025,-7.6841669e-05,1.4283780950547448e-06,-2.0247935999999998e-05,-5.6593733000000004e-05,1.5255928308405954e-06
-3.0,0.025,-7.6021192e-05,1.1329874431862764e-06,-1.9073924e-05,-5.6947268e-05,1.3032541402381102e-06
-2.95,0.025,-7.545713999999999e-05,1.3621253139609926e-06,-1.8209516e-05,-5.724762399999999e-05,1.5826355333946385e-06
-2.9,0.025,-7.4520234e-05,1.4933012831322587e-06,-1.7116656e-05,-5.7403578e-05,1.6682843087538917e-06
-2.85,0.025,-7.3799791e-05,1.6706731590020842e-06,-1.6047326e-05,-5.7752465e-05,1.79096448011679e-06
-2.8,0.025,-7.2890071e-05,1.803351133198965e-06,-1.5102272e-05,-5.7787799e-05,2.043527650505369e-06
-2.75,0.025,-7.2140581e-05,1.5027419304757533e-06,-1.4137372e-05,-5.8003209000000005e-05,1.6369197910343665e-06
-2.7,0.025,-7.156437199999999e-05,1.4330345450810136e-06,-1.3569606e-05,-5.799476599999999e-05,1.5638336455088656e-06
-2.65,0.025,-7.057991599999999e-05,1.4004608020314824e-06,-1.2611078e-05,-5.796883799999999e-05,1.5756348096550364e-06
-2.6,0.025,-6.9451547e-05,1.460588754342652e-06,-1.1344885999999999e-05,-5.8106661000000004e-05,1.5643225795667017e-06
-2.55,0.025,-6.853095e-05,1.9084231808194146e-06,-1.05417804e-05,-5.7989169599999995e-05,2.023620503173382e-06
-2.5,0.025,-6.725586000000001e-05,1.342632613917731e-06,-9.6092386e-06,-5.7646621400000015e-05,1.4882363361097453e-06
-2.45,0.025,-6.657094699999999e-05,1.3419051823023833e-06,-8.510482e-06,-5.8060464999999995e-05,1.4467801294275827e-06
-2.4,0.025,-6.5771686e-05,1.3172821914684765e-06,-7.7725826e-06,-5.79991034e-05,1.4196929696356152e-06
-2.35,0.025,-6.468242000000002e-05,1.2474682477188212e-06,-6.599795399999999e-06,-5.808262460000002e-05,1.4211220032708192e-06
-2.3,0.025,-6.3939168e-05,1.4805501579090247e-06,-5.3387528e-06,-5.8600415200000007e-05,1.5416600272651354e-06
-2.25,0.025,-6.2708221e-05,1.5400307579067671e-06,-4.469702399999999e-06,-5.8238518599999994e-05,1.6311396996455245e-06
-2.2,0.025,-6.1948782e-05,1.432453210799183e-06,-3.5832458000000004e-06,-5.8365536200000004e-05,1.4550171962738408e-06
-2.15,0.025,-6.1305674e-05,2.5799990386570117e-06,-2.7879864e-06,-5.85176876e-05,2.617813178646999e-06
-2.1,0.025,-6.0473557999999995e-05,2.8776430290422664e-06,-2.0049840000000003e-06,-5.846857399999999e-05,2.9249973819901193e-06
-2.05,0.025,-5.973985700000001e-05,2.5249784474549903e-06,-1.1391184440000002e-06,-5.860073855600001e-05,2.625507313785092e-06
-2.0,0.025,-5.8410728e-05,2.36884042995161e-06,-1.4129259999999987e-08,-5.8396598740000004e-05,2.435298729632171e-06
-1.95,0.025,-5.7604483e-05,1.691245291986876e-06,7.91440608e-07,-5.8395923608e-05,1.784253464104567e-06
-1.9,0.025,-5.6608746000000005e-05,1.6618218834373047e-06,1.4808180999999999e-06,-5.808956410000001e-05,2.1473502288202572e-06
-1.85,0.025,-5.5561154e-05,1.7385870548823388e-06,2.9218276e-06,-5.84829816e-05,1.925883945244558e-06
