Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00013379127999999999,1.8192934262143253e-06,-8.9426832e-05,-4.436444799999998e-05,2.5983675900142894e-06
-4.95,0.025,-0.00012167138999999998,1.8308097239867484e-06,-7.9908938e-05,-4.176245199999998e-05,2.3957825644691604e-06
-4.9,0.025,-0.00011499292000000001,4.526144489960521e-06,-7.386651399999999e-05,-4.1126406000000016e-05,4.714047365357075e-06
-4.85,0.025,-0.00011266621000000001,2.7379333793737356e-06,-6.9607798e-05,-4.3058412000000014e-05,2.990490227388961e-06
-4.8,0.025,-0.00011049493000000001,2.3969210750692485e-06,-6.6695672e-05,-4.379925800000002e-05,2.5695535405457352e-06
-4.75,0.025,-0.00010847023,2.215534593150027e-06,-6.442439e-05,-4.4045839999999994e-05,2.4289785732370003e-06
-4.7,0.025,-0.00010629206,2.3845482139996447e-06,-6.2209244e-05,-4.4082815999999995e-05,2.650696028332727e-06
-4.65,0.025,-0.00010453603,2.416068086811942e-06,-6.0062976e-05,-4.447305400000001e-05,2.7158271690483407e-06
-4.6,0.025,-0.000103524875,2.3029261797945967e-06,-5.8029204e-05,-4.549567099999999e-05,2.625487688556801e-06
-4.55,0.025,-0.00010237666100000001,1.7662730556139326e-06,-5.6552449999999994e-05,-4.582421100000002e-05,2.0747797802267536e-06
-4.5,0.025,-0.00010113343800000001,1.5798252617355439e-06,-5.477290800000001e-05,-4.636053e-05,1.819218812632988e-06
-4.45,0.025,-9.9963146e-05,1.3854457942177154e-06,-5.298627e-05,-4.6976876e-05,1.6480437280501862e-06
-4.4,0.025,-9.9601078e-05,2.3659214117210227e-06,-5.176275000000001e-05,-4.783832799999999e-05,2.5233924810639345e-06
-4.35,0.025,-9.746376100000001e-05,1.8550393793091766e-06,-5.0586266e-05,-4.6877495000000006e-05,1.9822420036584265e-06
-4.3,0.025,-9.563610400000001e-05,4.475111236619217e-06,-4.9071492000000004e-05,-4.6564612000000004e-05,4.521810631084143e-06
-4.25,0.025,-9.400587199999999e-05,6.263463022790366e-06,-4.762464e-05,-4.638123199999999e-05,6.291778009204729e-06
-4.2,0.025,-9.3611297e-05,5.589194108036707e-06,-4.6141238e-05,-4.7470059e-05,5.608666578874362e-06
-4.15,0.025,-9.3240412e-05,4.000345252857837e-06,-4.4983384e-05,-4.8257028e-05,4.027711660594913e-06
-4.1,0.025,-9.2596549e-05,3.1006053437082623e-06,-4.3714994e-05,-4.888155499999999e-05,3.157728868310614e-06
-4.05,0.025,-9.197318000000001e-05,2.3461537330230044e-06,-4.2077651999999994e-05,-4.9895528000000014e-05,2.4405731892626743e-06
-4.0,0.025,-9.125787900000001e-05,1.9901155266491428e-06,-4.095267200000001e-05,-5.0305207e-05,2.1742253305326927e-06
-3.95,0.025,-9.0610864e-05,2.043300166534521e-06,-3.9411906000000004e-05,-5.1198958e-05,2.6077053120684486e-06
-3.9,0.025,-9.002792399999999e-05,1.9720988657276912e-06,-3.8099146e-05,-5.192877799999999e-05,2.3045045713633224e-06
-3.85,0.025,-8.8902852e-05,1.5186488078317813e-06,-3.7084714000000006e-05,-5.181813799999999e-05,1.76670327769235e-06
-3.8,0.025,-8.8370067e-05,1.663764137177103e-06,-3.5840584e-05,-5.2529483e-05,1.9800977555885146e-06
-3.75,0.025,-8.7898543e-05,1.418528661419212e-06,-3.5070086e-05,-5.2828457e-05,1.7937705148785841e-06
-3.7,0.025,-8.707170500000001e-05,1.5124298246218064e-06,-3.414957e-05,-5.292213500000001e-05,1.939223621144696e-06
-3.65,0.025,-8.668351600000002e-05,1.264896551801766e-06,-3.2837532e-05,-5.384598400000002e-05,1.8097554646084096e-06
-3.6,0.025,-8.581634999999999e-05,7.937998433554342e-07,-3.1950826000000004e-05,-5.386552399999999e-05,1.8703377341248048e-06
-3.55,0.025,-8.535183e-05,8.060149460704107e-07,-3.066355e-05,-5.4688279999999995e-05,1.4364810880025148e-06
-3.5,0.025,-8.484759300000001e-05,1.1368020140537522e-06,-2.8349099999999996e-05,-5.6498493000000016e-05,2.1611323481237028e-06
-3.45,0.025,-8.3833198e-05,1.8288486168734698e-06,-2.7236868e-05,-5.659633000000001e-05,2.370675245675798e-06
-3.4,0.025,-8.3069118e-05,1.3559858604457839e-06,-2.6295250000000002e-05,-5.6773868e-05,1.6733783061456526e-06
-3.35,0.025,-8.2845176e-05,1.4585651813203287e-06,-2.6019459999999998e-05,-5.6825716e-05,2.1111487911585015e-06
-3.3,0.025,-8.2050946e-05,9.120236550806495e-07,-2.5398258e-05,-5.6652688e-05,1.3786373684536008e-06
-3.25,0.025,-8.176819900000001e-05,1.6398120129890907e-06,-2.4392902e-05,-5.737529700000001e-05,1.8466440618222383e-06
-3.2,0.025,-8.0888025e-05,1.2760723341588271e-06,-2.3541990000000002e-05,-5.7346035e-05,1.933001959997857e-06
-3.15,0.025,-8.052312300000001e-05,1.3107962928951924e-06,-2.2252028000000003e-05,-5.827109500000001e-05,1.8849214348449062e-06
-3.1,0.025,-7.973844900000001e-05,9.781848461473046e-07,-2.1345468e-05,-5.839298100000001e-05,1.3048896532665994e-06
-3.05,0.025,-7.8775943e-05,1.1798705079706375e-06,-2.0247935999999998e-05,-5.8528007000000005e-05,1.2958641590301392e-06
-3.0,0.025,-7.799321499999999e-05,1.0530385855993652e-06,-1.9073924e-05,-5.891929099999999e-05,1.2343828702599172e-06
-2.95,0.025,-7.7331967e-05,1.2162531020223073e-06,-1.8209516e-05,-5.9122450999999994e-05,1.4589795984896033e-06
-2.9,0.025,-7.705140099999999e-05,1.9175669358935614e-06,-1.7116656e-05,-5.993474499999999e-05,2.0567660942027953e-06
-2.85,0.025,-7.5969984e-05,1.8937163874491153e-06,-1.6047326e-05,-5.9922658e-05,2.000641577325466e-06
-2.8,0.025,-7.488158700000002e-05,1.1626968573588796e-06,-1.5102272e-05,-5.977931500000001e-05,1.508573475466878e-06
-2.75,0.025,-7.433382199999999e-05,1.1941957797781717e-06,-1.4137372e-05,-6.019644999999999e-05,1.3591823472624988e-06
-2.7,0.025,-7.322408300000001e-05,9.445922185560646e-07,-1.3569606e-05,-5.9654477000000013e-05,1.1332440702631841e-06
-2.65,0.025,-7.197390600000001e-05,9.140915246929919e-07,-1.2611078e-05,-5.936282800000001e-05,1.1648596099468632e-06
-2.6,0.025,-7.1299893e-05,1.3650520942444335e-06,-1.1344885999999999e-05,-5.9955007000000004e-05,1.4755178222004346e-06
-2.55,0.025,-7.058472199999999e-05,9.447976425528013e-07,-1.05417804e-05,-6.004294159999999e-05,1.160001503942185e-06
-2.5,0.025,-6.9501095e-05,5.468520687687546e-07,-9.6092386e-06,-5.98918564e-05,8.43345861007491e-07
-2.45,0.025,-6.865928100000001e-05,1.173966054094222e-06,-8.510482e-06,-6.014879900000001e-05,1.2925399493950114e-06
-2.4,0.025,-6.7799103e-05,1.4400697936562354e-06,-7.7725826e-06,-6.00265204e-05,1.534306607778873e-06
-2.35,0.025,-6.6810333e-05,8.18826687903693e-07,-6.599795399999999e-06,-6.0210537600000007e-05,1.0648417083947886e-06
-2.3,0.025,-6.629704000000001e-05,1.2289506852867094e-06,-5.3387528e-06,-6.095828720000001e-05,1.3019242130206247e-06
-2.25,0.025,-6.5360874e-05,1.5617837622069627e-06,-4.469702399999999e-06,-6.08911716e-05,1.6516932234389457e-06
-2.2,0.025,-6.3998036e-05,1.032524147107466e-06,-3.5832458000000004e-06,-6.04147902e-05,1.0636065789020393e-06
-2.15,0.025,-6.320085000000001e-05,1.2367091063966676e-06,-2.7879864e-06,-6.041286360000001e-05,1.3137732729322987e-06
-2.1,0.025,-6.080930799999999e-05,5.308739133627369e-06,-2.0049840000000003e-06,-5.880432399999999e-05,5.334556351840345e-06
-2.05,0.025,-6.102981399999999e-05,1.3448470736291488e-06,-1.1391184440000002e-06,-5.989069555599999e-05,1.5252495356746321e-06
-2.0,0.025,-5.9723115999999994e-05,1.9882304733617904e-06,-1.4129259999999987e-08,-5.9708986739999996e-05,2.066962828688312e-06
-1.95,0.025,-5.894407e-05,1.6700662680996955e-06,7.91440608e-07,-5.9735510608000004e-05,1.7641913519643547e-06
-1.9,0.025,-5.839667699999999e-05,1.528790322888221e-06,1.4808180999999999e-06,-5.9877495099999995e-05,2.04613315409823e-06
-1.85,0.025,-5.7573026000000004e-05,1.680681874823431e-06,2.9218276e-06,-6.0494853600000004e-05,1.8737757569960988e-06
-1.8,0.025,-5.6212759e-05,1.7200765247088402e-06,3.8901818e-06,-6.01029408e-05,2.129871692810424e-06
-1.75,0.025,-5.559219299999999e-05,1.3187262936893982e-06,4.3682306e-06,-5.996042359999999e-05,1.4070487870358571e-06
-1.7,0.025,-5.465946e-05,1.226308573683186e-06,4.4991448000000006e-06,-5.91586048e-05,1.3457271573198223e-06
-1.65,0.025,-5.3671191e-05,8.16322705258841e-07,5.136054000000001e-06,-5.8807245e-05,1.0345993277842456e-06
-1.6,0.025,-5.2694452e-05,1.0903437565261492e-06,6.796484399999999e-06,-5.9490936399999995e-05,1.3566360211096986e-06
-1.55,0.025,-5.1826411000000006e-05,1.0099027970766956e-06,7.3544568e-06,-5.9180867800000004e-05,1.0752811894965118e-06
-1.5,0.025,-5.0769279e-05,9.464827658635234e-07,7.9053086e-06,-5.8674587599999996e-05,1.225879911222533e-06
-1.45,0.025,-4.983285100000001e-05,1.170999121429123e-06,9.332838999999998e-06,-5.916569000000001e-05,1.5136106441396277e-06
-1.4,0.025,-4.8592709e-05,1.0197142093465874e-06,1.0878773399999999e-05,-5.94714824e-05,2.489561122989378e-06
-1.35,0.025,-4.7782047999999995e-05,1.0604696083109167e-06,1.135977e-05,-5.914181799999999e-05,1.5328487629251326e-06
-1.3,0.025,-4.6858255e-05,1.0028315380987755e-06,1.1809133999999998e-05,-5.8667389e-05,1.0836793701254795e-06
-1.25,0.025,-4.5708565e-05,7.392698767665598e-07,1.2151371999999999e-05,-5.7859937e-05,1.3170751413888447e-06
-1.2,0.025,-4.4511345e-05,8.314044994432284e-07,1.3424699999999999e-05,-5.7936045e-05,1.294983875187041e-06
-1.15,0.025,-4.3270332e-05,9.31050589767638e-07,1.4068962000000001e-05,-5.7339294e-05,1.8113360695289727e-06
-1.1,0.025,-4.2049795e-05,6.7237806313363e-07,1.5058888000000001e-05,-5.7108683e-05,1.0019687256363505e-06
-1.05,0.025,-4.0546984999999995e-05,9.075488857264576e-07,1.6683766e-05,-5.7230751e-05,1.5323402614019292e-06
-1.0,0.025,-3.8823437e-05,7.967309471842494e-07,1.7925718e-05,-5.6749155e-05,2.411388252961583e-06
-0.95,0.025,-3.7392704e-05,8.442878884230043e-07,1.8516536e-05,-5.590924e-05,1.4445554647253163e-06
-0.9,0.025,-3.5969811e-05,1.917556776493637e-06,1.8783502000000003e-05,-5.4753313000000005e-05,2.1371689313076463e-06
-0.85,0.025,-3.370303e-05,2.210413139508338e-06,1.8880354e-05,-5.2583384000000005e-05,2.9398519986967208e-06
-0.8,0.025,-3.0224192e-05,2.0433496418642277e-06,1.9536872e-05,-4.9761064e-05,2.608957276207616e-06
-0.75,0.025,-2.5390112000000002e-05,1.8920786493389864e-06,2.0455212e-05,-4.5845324e-05,2.196416619417738e-06
-0.7,0.025,-1.8374202000000003e-05,1.3763207836337506e-06,2.1417428e-05,-3.979163e-05,1.6286381501985709e-06
-0.65,0.025,-6.7353914e-06,1.1624553990184551e-06,2.2762591999999996e-05,-2.9497983399999994e-05,2.0724958078792712e-06
-0.6,0.025,1.435029e-05,1.0926265660528506e-06,2.3352684e-05,-9.002394e-06,1.448655563643216e-06
-0.55,0.025,5.6027007e-05,2.0035825556074413e-06,2.3694182e-05,3.2332825000000005e-05,2.225609723627313e-06
-0.5,0.025,0.00013904457,3.5670829582758828e-06,2.4603453999999997e-05,0.00011444111600000001,3.7137902542419147e-06
-0.45,0.025,0.00029878668,6.878248326071916e-06,2.5547054e-05,0.000273239626,6.9212111005040955e-06
-0.4,0.025,0.0005784769200000001,1.2946219334170285e-05,2.6360713999999998e-05,0.0005521162060000001,1.2967725066171957e-05
-0.35,0.025,0.0010326874,2.267460639962197e-05,2.7266552e-05,0.001005420848,2.268523126160052e-05
-0.3,0.025,0.0017410778999999998,3.7243073000820486e-05,2.8268489999999998e-05,0.00171280941,3.724541241079623e-05
-0.25,0.025,0.0033017206,6.989031264488669e-05,2.9510202000000003e-05,0.003272210398,6.98944184643286e-05
-0.2,0.025,0.0044725738,9.036252431769869e-05,3.0085094e-05,0.004442488706,9.036354541459054e-05
-0.15,0.025,0.006675815600000001,0.00013138984592527185,3.0771268e-05,0.0066450443320000005,0.00013139063821962163
-0.1,0.025,0.0096785915,0.00018492841577591313,3.1884022e-05,0.009646707478,0.00018492853037274852
-0.05,0.025,0.013425235000000002,0.0002471066519744055,3.3515506e-05,0.013391719494000002,0.0002471150249872346
0.0,0.025,0.018741831,0.00033333136060916283,3.3646916e-05,0.018708184084,0.00033333561086059033
0.05,0.025,0.024741485,0.00042175928712029885,3.221989e-05,0.02470926511,0.00042176060320322286
0.1,0.025,0.029555124999999998,0.0004935393784638104,3.1625634e-05,0.029523499366,0.0004935398835204891
0.15,0.025,0.03427737,0.0005708512930897343,3.1684718e-05,0.034245685282000005,0.0005708516160976778
0.2,0.025,0.038884133,0.0006441834539261482,3.130619e-05,0.038852826810000005,0.0006441859445508062
0.25,0.025,0.04343557099999999,0.0007130353278991309,3.1617785999999996e-05,0.04340395321399999,0.0007130384978422957
0.3,0.025,0.04798382699999999,0.0007854407706087365,3.3233604000000004e-05,0.04795059339599999,0.0007854413446785495
0.35,0.025,0.052512455,0.0008556005644932155,3.3847948e-05,0.052478607052,0.0008556012064397436
0.4,0.025,0.056993673999999994,0.000926977930879575,3.3974690000000005e-05,0.056959699309999993,0.0009269781106260694
0.45,0.025,0.061412699,0.0009947382857867686,3.432895e-05,0.06137837005,0.0009947388698252678
0.5,0.025,0.06576729,0.0010625967058212713,3.4812382e-05,0.06573247761800001,0.0010625973890227472
0.55,0.025,0.07006025,0.001130368656363443,3.5734409999999995e-05,0.07002451559,0.0011303692508884816
0.6,0.025,0.074291044,0.001196727151165953,3.6202898e-05,0.074254841102,0.001196728641363562
0.65,0.025,0.078459012,0.0012640936506516348,3.6896430000000003e-05,0.07842211556999999,0.0012640954652918944
0.7,0.025,0.08255552499999999,0.00132324383040945,3.79452e-05,0.08251757979999999,0.0013232449129808666
0.75,0.025,0.08657364,0.00138683730797812,3.9042264e-05,0.08653459773599999,0.0013868375629719138
0.8,0.025,0.090500946,0.0014468332622754653,3.9845128e-05,0.090461100872,0.0014468336058128608
0.85,0.025,0.09432724,0.00150638751973794,3.9730901999999995e-05,0.094287509098,0.0015063903108011956
0.9,0.025,0.098049345,0.0015627482056531775,4.030235999999999e-05,0.09800904264,0.0015627519728312943
0.95,0.025,0.1016676,0.0016194210652781661,4.1582556000000004e-05,0.101626017444,0.0016194233741354098
1.0,0.025,0.10518425999999999,0.0016729301162265505,4.2773754e-05,0.10514148624599999,0.0016729314634249762
1.05,0.025,0.10859759,0.0017259422093131895,4.3521217999999995e-05,0.108554068782,0.0017259430826185316
1.1,0.025,0.11190942000000001,0.00177374119795796,4.3984563999999994e-05,0.11186543543600001,0.001773741806450306
1.15,0.025,0.11512359999999999,0.001820300874397784,4.490192e-05,0.11507869807999999,0.0018203013016800918
1.2,0.025,0.11823440999999998,0.0018647093520617795,4.58509e-05,0.11818855909999998,0.0018647101300098602
1.25,0.025,0.12123505000000001,0.001906221711629815,4.637479e-05,0.12118867521000001,0.0019062221158589292
1.3,0.025,0.12411759,0.001946426988355841,4.6926893999999996e-05,0.124070663106,0.0019464274337051566
1.35,0.025,0.12688151,0.0019840254173159075,4.7473593999999996e-05,0.126834036406,0.001984026137725391
1.4,0.025,0.12952769,0.0020199537934484165,4.8180372e-05,0.129479509628,0.0020199551892322223
1.45,0.025,0.1320577,0.00205727885216262,4.9622833999999995e-05,0.132008077166,0.0020572792918797642
1.5,0.025,0.13446154999999999,0.0020861494381595315,5.0816510000000005e-05,0.13441073349,0.00208614957716345
1.55,0.025,0.13674803,0.0021172612251837675,5.193246e-05,0.13669609754,0.0021172614789366027
1.6,0.025,0.1389107,0.00214345607942977,5.3098626000000005e-05,0.138857601374,0.002143456635235278
1.65,0.025,0.14095665,0.002172553868530462,5.3736254e-05,0.140902913746,0.002172554243896701
1.7,0.025,0.14288983,0.002197744192499818,5.4323176e-05,0.142835506824,0.0021977445596730763
1.75,0.025,0.14472336000000002,0.002220574427785145,5.5006158e-05,0.14466835384200002,0.0022205747418791435
1.8,0.025,0.14646793,0.0022390523079840957,5.5413384e-05,0.146412516616,0.002239052555553078
1.85,0.025,0.1481283,0.0022564371813399414,5.5961050000000005e-05,0.14807233895,0.0022564375227310408
1.9,0.025,0.14971096,0.002270457247731779,5.6776906000000005e-05,0.149654183094,0.00227045812276033
1.95,0.025,0.15122914,0.002289248297877129,5.771484e-05,0.15117142516,0.002289249106578533
2.0,0.025,0.15268739,0.0023026167285889734,5.8783983999999994e-05,0.152628606016,0.0023026171917997496
2.05,0.025,0.15408958,0.0023187383311716013,5.9344184e-05,0.154030235816,0.0023187387626715556
2.1,0.025,0.15544154999999998,0.0023290786415089888,5.9815089999999995e-05,0.15538173490999999,0.002329078977226872
2.15,0.025,0.1567431,0.0023424582424832656,6.0173506000000006e-05,0.156682926494,0.002342458613789489
