Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00010773701999999999,3.4040059664394765e-06,-0.00014825196,4.051494000000001e-05,1.4128464170869944e-05
-4.95,0.025,-9.6135871e-05,3.18650431487216e-06,-0.0001353931,3.9257228999999987e-05,1.3768345684347815e-05
-4.9,0.025,-9.0675609e-05,2.9608150484000554e-06,-0.00012750756,3.6831950999999995e-05,1.301940846405213e-05
-4.85,0.025,-8.723760399999999e-05,3.0676935431188907e-06,-0.00012282220799999998,3.558460399999999e-05,1.3165030586588597e-05
-4.8,0.025,-8.4657569e-05,3.1855745099064208e-06,-0.00011870804799999999,3.4050478999999984e-05,1.307657759142986e-05
-4.75,0.025,-8.2813169e-05,3.1413048081169837e-06,-0.000115557742,3.2744573e-05,1.2937362515590995e-05
-4.7,0.025,-8.133414000000001e-05,3.3879342065761683e-06,-0.00011254695399999999,3.121281399999997e-05,1.3005028101821578e-05
-4.65,0.025,-7.8991033e-05,3.2560249990749624e-06,-0.00010966919400000001,3.0678161000000014e-05,1.2590670850466274e-05
-4.6,0.025,-7.858495399999999e-05,2.7397922856677367e-06,-0.000107396764,2.881181000000001e-05,1.2349706162418779e-05
-4.55,0.025,-7.737094499999999e-05,2.9620476800133077e-06,-0.00010485981199999999,2.7488866999999997e-05,1.2272984562134515e-05
-4.5,0.025,-7.438090600000001e-05,6.061466671541174e-06,-0.00010214243400000001,2.7761528e-05,1.341948911415723e-05
-4.45,0.025,-7.3267615e-05,5.477597997379366e-06,-9.9681692e-05,2.6414077e-05,1.2976076150023725e-05
-4.4,0.025,-7.3141999e-05,5.111588210791132e-06,-9.752569600000001e-05,2.4383697000000007e-05,1.2432793963859404e-05
-4.35,0.025,-7.146858e-05,3.4593594450771436e-06,-9.488650799999999e-05,2.3417927999999988e-05,1.1572605742891895e-05
