Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-9.8468856e-05,3.4748708840256065e-06,-0.00014825196,4.9783104e-05,1.4145705032576109e-05
-4.95,0.025,-8.947187399999999e-05,4.078984147056443e-06,-0.0001353931,4.5921226e-05,1.4001844335905822e-05
-4.9,0.025,-8.5550845e-05,4.802663238431707e-06,-0.00012750756,4.195671499999999e-05,1.3557438739849919e-05
-4.85,0.025,-8.3808036e-05,7.644831718074056e-06,-0.00012282220799999998,3.901417199999998e-05,1.4911429799619858e-05
-4.8,0.025,-8.063831200000001e-05,4.896407944528313e-06,-0.00011870804799999999,3.806973599999998e-05,1.3594991993589405e-05
-4.75,0.025,-7.782231799999999e-05,3.1164149675185e-06,-0.000115557742,3.7735424000000004e-05,1.293134158593351e-05
-4.7,0.025,-7.6234455e-05,4.595162093006682e-06,-0.00011254695399999999,3.6312498999999985e-05,1.3370421549154149e-05
-4.65,0.025,-7.369473599999999e-05,5.332498025022712e-06,-0.00010966919400000001,3.597445800000002e-05,1.3280016146716508e-05
-4.6,0.025,-7.0779087e-05,5.0534697291466085e-06,-0.000107396764,3.6617677e-05,1.3059339065698578e-05
-4.55,0.025,-6.939566899999999e-05,4.1189264099046516e-06,-0.00010485981199999999,3.5464142999999996e-05,1.26023005191088e-05
-4.5,0.025,-6.8242783e-05,5.106913431422697e-06,-0.00010214243400000001,3.389965100000001e-05,1.30162158352889e-05
-4.45,0.025,-6.803575900000001e-05,4.915342542399371e-06,-9.9681692e-05,3.1645932999999985e-05,1.2748924062031321e-05
-4.4,0.025,-6.9373603e-05,4.48660927934089e-06,-9.752569600000001e-05,2.8152093000000005e-05,1.2189162995733043e-05
-4.35,0.025,-6.86263e-05,4.158175769455748e-06,-9.488650799999999e-05,2.626020799999999e-05,1.1800358538614788e-05
-4.3,0.025,-6.7767968e-05,4.042120727991957e-06,-9.259273399999999e-05,2.4824765999999993e-05,1.1856462152094198e-05
-4.25,0.025,-6.6651382e-05,3.5772325299557123e-06,-9.054457600000001e-05,2.3893194000000007e-05,1.1645074176049862e-05
-4.2,0.025,-6.509267299999999e-05,2.8812489975049615e-06,-8.846061e-05,2.336793700000002e-05,1.1252809850587246e-05
-4.15,0.025,-6.364600299999998e-05,7.4295003692906565e-06,-8.6438716e-05,2.279271300000002e-05,1.3062440117683605e-05
-4.1,0.025,-6.214149799999999e-05,1.0134078197393408e-05,-8.440966200000001e-05,2.226816400000002e-05,1.462732167502836e-05
-4.05,0.025,-6.0854039000000004e-05,1.0578486648340635e-05,-8.2756938e-05,2.1902898999999994e-05,1.4629816521468787e-05
-4.0,0.025,-6.2433574e-05,5.775716939761582e-06,-8.0732308e-05,1.8298734e-05,1.1401504975209148e-05
-3.95,0.025,-6.4514401e-05,5.588691996166006e-06,-7.814902599999999e-05,1.3634624999999995e-05,1.1041857504769743e-05
-3.9,0.025,-6.458206099999999e-05,1.0077628730124572e-05,-7.6359248e-05,1.1777187000000018e-05,1.3977901936261829e-05
-3.85,0.025,-6.2103993e-05,8.234545004665878e-06,-7.404829e-05,1.1944296999999999e-05,1.245868109758484e-05
-3.8,0.025,-6.0674728e-05,7.404022897510665e-06,-7.2784098e-05,1.2109370000000001e-05,1.194974521347766e-05
-3.75,0.025,-6.1001243e-05,6.346912200402912e-06,-7.1514064e-05,1.0512820999999996e-05,1.1553330971934168e-05
-3.7,0.025,-6.1073193e-05,7.879357977270668e-06,-6.9763754e-05,8.690560999999994e-06,1.2225949146152576e-05
-3.65,0.025,-5.7687511e-05,4.575524309750861e-06,-6.7507718e-05,9.82020699999999e-06,1.0104396083868203e-05
-3.6,0.025,-5.5511679e-05,3.480658778537478e-06,-6.5610088e-05,1.0098409000000003e-05,9.598751739376321e-06
-3.55,0.025,-5.7817904e-05,7.483954467474177e-06,-6.365826199999999e-05,5.840357999999991e-06,1.164954550866027e-05
-3.5,0.025,-5.674496900000001e-05,5.8604302933249815e-06,-6.2326904e-05,5.581934999999997e-06,1.1270081195688038e-05
-3.45,0.025,-5.521153400000001e-05,5.526246895049919e-06,-6.0257172000000007e-05,5.045637999999995e-06,1.0503294822857677e-05
-3.4,0.025,-5.4884383000000006e-05,3.278446305340549e-06,-5.8590475999999995e-05,3.706092999999989e-06,9.134385881663368e-06
-3.35,0.025,-5.0661314e-05,9.30976388882864e-06,-5.6967882e-05,6.306567999999997e-06,1.2346983884431363e-05
-3.3,0.025,-4.5729505000000004e-05,2.3439577337392527e-05,-5.4661122e-05,8.931616999999994e-06,2.4665044392827988e-05
-3.25,0.025,-4.3890359000000004e-05,2.580467704104107e-05,-5.3353536e-05,9.463176999999998e-06,2.6967626876804756e-05
-3.2,0.025,-4.6235642e-05,1.3000317526451935e-05,-5.1789054e-05,5.5534119999999995e-06,1.5296424923942306e-05
-3.15,0.025,-4.9704912e-05,9.158454966866894e-06,-4.9993882e-05,2.889700000000014e-07,1.2329849771041369e-05
-3.1,0.025,-4.9387835000000004e-05,8.091020901981063e-06,-4.8012406000000004e-05,-1.3754289999999997e-06,1.149476924302417e-05
-3.05,0.025,-4.6608122e-05,8.542785771075172e-06,-4.625916200000001e-05,-3.4895999999998996e-07,1.1969326506335034e-05
-3.0,0.025,-4.5076027999999997e-05,8.349099127035337e-06,-4.4540239999999994e-05,-5.357880000000031e-07,1.1667269574935356e-05
-2.95,0.025,-4.5116717e-05,6.828314902656845e-06,-4.3183132e-05,-1.9335850000000036e-06,1.0424840466238107e-05
-2.9,0.025,-4.5117087e-05,6.7262281454864764e-06,-4.157771e-05,-3.539376999999999e-06,1.0194328996823893e-05
-2.85,0.025,-4.5858140000000003e-05,7.750521947074847e-06,-4.0169628e-05,-5.688512000000004e-06,1.067165999044239e-05
-2.8,0.025,-4.3133443999999996e-05,7.444785058358636e-06,-3.8492608e-05,-4.6408359999999964e-06,1.0438425908274198e-05
-2.75,0.025,-4.316004400000001e-05,6.718482869899854e-06,-3.6712892e-05,-6.44715200000001e-06,9.689471146747782e-06
-2.7,0.025,-4.1946498000000004e-05,7.37931934823531e-06,-3.5301626e-05,-6.644872000000005e-06,1.0067192768491621e-05
-2.65,0.025,-4.059912e-05,7.36503351588361e-06,-3.3617012e-05,-6.982107999999997e-06,1.0035464262549536e-05
-2.6,0.025,-4.0428499000000005e-05,6.688393545278352e-06,-3.1999822000000005e-05,-8.428677e-06,9.477160523742918e-06
-2.55,0.025,-4.2079482999999996e-05,5.147009082294622e-06,-3.0355178000000004e-05,-1.1724304999999992e-05,8.577620281359705e-06
-2.5,0.025,-4.2705202e-05,6.009299488886279e-06,-2.8810528e-05,-1.3894673999999996e-05,9.15882109830184e-06
-2.45,0.025,-4.0000127e-05,6.1772957270746266e-06,-2.7272772e-05,-1.2727354999999996e-05,9.24056495119776e-06
-2.4,0.025,-3.8603354e-05,7.606434428462085e-06,-2.5546986e-05,-1.3056367999999998e-05,9.887036171883025e-06
-2.35,0.025,-3.7933398999999996e-05,9.084223261270607e-06,-2.4047452e-05,-1.3885946999999997e-05,1.1014098466995835e-05
-2.3,0.025,-3.7893191999999996e-05,7.677673830485956e-06,-2.2466546e-05,-1.5426645999999995e-05,1.0035026613522702e-05
