Tensao (V),Erro instrumental (V),Corrente media (A),Desvio padrao (A),Ruido como erro (A),Corrente com ruido descontado (A),Erro propagado (media e ruido) (A)
-5.0,0.025,-0.00014731071,5.056093169511197e-06,-0.00014825196,9.412499999999937e-07,1.4614729602246424e-05
-4.95,0.025,-0.00013374939,5.63036678131284e-06,-0.0001353931,1.6437099999999931e-06,1.452978194010878e-05
-4.9,0.025,-0.00012802486,5.719028625018217e-06,-0.00012750756,-5.173000000000027e-07,1.3908481564023363e-05
-4.85,0.025,-0.00012555695,4.83722728504897e-06,-0.00012282220799999998,-2.7347420000000213e-06,1.3685980216211852e-05
-4.8,0.025,-0.00012301612999999996,4.28685401535905e-06,-0.00011870804799999999,-4.308081999999971e-06,1.3387535766358201e-05
-4.75,0.025,-0.00012033730999999998,4.529944825381429e-06,-0.000115557742,-4.779567999999983e-06,1.3342711609089062e-05
-4.7,0.025,-0.00011839913,4.781223751776896e-06,-0.00011254695399999999,-5.8521760000000125e-06,1.3435503649124421e-05
-4.65,0.025,-0.00011684104,4.628696234050264e-06,-0.00010966919400000001,-7.171845999999997e-06,1.3013382438754773e-05
-4.6,0.025,-0.00011480816,5.790565696448741e-06,-0.000107396764,-7.411396000000004e-06,1.3361864825478845e-05
-4.55,0.025,-0.00011419043,3.952491043225496e-06,-0.00010485981199999999,-9.330618000000018e-06,1.2548888757595138e-05
-4.5,0.025,-0.00011249996,3.7597486092674966e-06,-0.00010214243400000001,-1.0357525999999981e-05,1.2548984798766346e-05
-4.45,0.025,-0.00011119447,3.3594578570722465e-06,-9.9681692e-05,-1.1512778000000002e-05,1.223357795265819e-05
-4.4,0.025,-0.00010974957,3.3132715467243733e-06,-9.752569600000001e-05,-1.2223873999999985e-05,1.1807785569420428e-05
-4.35,0.025,-0.00010738081700000001,5.567833263906867e-06,-9.488650799999999e-05,-1.2494309000000018e-05,1.236765148137826e-05
-4.3,0.025,-0.00010544473500000002,6.918482677905048e-06,-9.259273399999999e-05,-1.2852001000000028e-05,1.3118778805546353e-05
-4.25,0.025,-0.000105132671,3.856757384310329e-06,-9.054457600000001e-05,-1.458809499999999e-05,1.1733956600983416e-05
-4.2,0.025,-0.000103946573,3.227831166031011e-06,-8.846061e-05,-1.5485962999999992e-05,1.1346498481216622e-05
-4.15,0.025,-0.000101952667,3.5752854568553145e-06,-8.6438716e-05,-1.5513950999999993e-05,1.1323097287791057e-05
-4.1,0.025,-0.00010096329600000001,3.0811369589242362e-06,-8.440966200000001e-05,-1.6553634000000003e-05,1.0988739847385545e-05
-4.05,0.025,-9.9927249e-05,3.072915996282684e-06,-8.2756938e-05,-1.7170311000000004e-05,1.0562668431931867e-05
-4.0,0.025,-9.8265973e-05,3.0500611625599677e-06,-8.0732308e-05,-1.7533664999999995e-05,1.0292632443977911e-05
-3.95,0.025,-9.6688771e-05,3.379832489565289e-06,-7.814902599999999e-05,-1.853974500000001e-05,1.0105068361230963e-05
-3.9,0.025,-9.581033200000001e-05,2.946679162408647e-06,-7.6359248e-05,-1.9451084000000004e-05,1.0124527633608065e-05
-3.85,0.025,-9.496767300000001e-05,3.6364644727233167e-06,-7.404829e-05,-2.091938300000001e-05,1.0031693631627158e-05
-3.8,0.025,-9.272714600000001e-05,4.401395828399089e-06,-7.2784098e-05,-1.9943048000000007e-05,1.0360943047735514e-05
