Tensao [V],Corrente [A]
-5,-0.0003959087
-4.95,-0.0003789737
-4.9,-0.0003726443
-4.85,-0.0003690973
-4.8,-0.0003669904
-4.75,-0.0003647816
-4.7,-0.0003619084
-4.65,-0.0003612689
-4.6,-0.0003601004
-4.55,-0.0003595344
-4.5,-0.0003580279
-4.45,-0.000357104
-4.4,-0.0003579803
-4.35,-0.0003563793
-4.3,-0.0003547161
-4.25,-0.0003557397
-4.2,-0.0003552948
-4.15,-0.0003537393
-4.1,-0.0003523519
-4.05,-0.0003514117
-4,-0.0003508185
-3.95,-0.0003500083
-3.9,-0.0003485339
-3.85,-0.0003480262
-3.8,-0.0003487005
-3.75,-0.0003464626
-3.7,-0.0003459794
-3.65,-0.0003448641
-3.6,-0.0003436801
-3.55,-0.0003440171
-3.5,-0.0003421894
-3.45,-0.0003423563
-3.4,-0.0003421799
-3.35,-0.0003407273
-3.3,-0.0003392726
-3.25,-0.0003384513
-3.2,-0.0003381302
-3.15,-0.0003368099
-3.1,-0.0003365367
-3.05,-0.0003357989
-3,-0.0003347926
-2.95,-0.0003345241
-2.9,-0.0003324306
-2.85,-0.0003319576
-2.8,-0.000331749
-2.75,-0.0003315663
-2.7,-0.000330597
-2.65,-0.0003297981
-2.6,-0.0003281001
-2.55,-0.0003259874
-2.5,-0.0003256514
-2.45,-0.0003235334
-2.4,-0.000321332
-2.35,-0.0003196725
-2.3,-0.0003161802
-2.25,-0.0003139216
-2.2,-0.000310601
-2.15,-0.0003062657
-2.1,-0.0003008395
-2.05,-0.0002946857
-2,-0.0002894384
-1.95,-0.0002835819
-1.9,-0.0002778849
-1.85,-0.0002711632
-1.8,-0.0002651083
-1.75,-0.0002597496
-1.7,-0.0002521087
-1.65,-0.0002449962
-1.6,-0.0002381811
-1.55,-0.0002300217
-1.5,-0.0002220008
-1.45,-0.0002100395
-1.4,-0.0001967774
-1.35,-0.0001828438
-1.3,-0.0001621663
-1.25,-0.0001350846
-1.2,-9.68358E-05
-1.15,-4.770157E-05
-1.1,1.729348E-05
-1.05,0.0001046295
-1,0.0002213252
-0.95,0.0003811231
-0.9,0.0006085465
-0.85,0.0009511941
-0.8,0.001480501
-0.75,0.002696443
-0.7,0.003735625
-0.65,0.005876673
-0.6,0.009217459
-0.55,0.01416588
-0.5,0.02522114
-0.45,0.03699399
-0.4,0.0525239
-0.35,0.07199834
-0.3,0.09488156
-0.25,0.1201579
-0.2,0.1474589
-0.15,0.1765931
-0.1,0.2072926
-0.05,0.2391285
0,0.2721463
0.05,0.3055676
0.1,0.3397602
0.15,0.3744809
0.2,0.4097652
0.25,0.4457299
0.3,0.4824651
0.35,0.5200112
0.4,0.5583407
0.45,0.5973967
0.5,0.6371203
0.55,0.6774819
0.6,0.718517
0.65,0.7602064
0.7,0.8025176
0.75,0.8453654
0.8,0.8886079
0.85,0.9321318
0.9,0.9757048
0.95,1.019217
1,1.062527
1.05,1.105455
1.1,1.147837
1.15,1.189394
1.2,1.230078
1.25,1.269785
1.3,1.308479
1.35,1.346155
1.4,1.382742
1.45,1.418243
1.5,1.45269
1.55,1.485954
1.6,1.518088
1.65,1.549183
1.7,1.579526
1.75,1.609107
1.8,1.637957
1.85,1.666068
1.9,1.693499
1.95,1.72025
2,1.746278
2.05,1.771611
2.1,1.796294
2.15,1.820288
2.2,1.843679
2.25,1.866334
2.3,1.888412
2.35,1.909798
2.4,1.930657
2.45,1.95093
2.5,1.97071
2.55,1.989877
2.6,2.008533
2.65,2.026551
2.7,2.044075
2.75,2.060966
2.8,2.07726
2.85,2.092945
2.9,2.106838
2.95,2.122243
3,2.136414
3.05,2.150022
3.1,2.162981
3.15,2.175503
3.2,2.187687
3.25,2.199673
3.3,2.211159
3.35,2.222518
3.4,2.23383
3.45,2.244905
3.5,2.255692
3.55,2.266264
3.6,2.276775
3.65,2.287437
3.7,2.29795
3.75,2.308213
3.8,2.318638
3.85,2.329
3.9,2.338948
3.95,2.349211
4,2.359324
4.05,2.369262
4.1,2.379085
4.15,2.389087
4.2,2.39891
4.25,2.4087
4.3,2.418537
4.35,2.428239
4.4,2.437764
4.45,2.447213
4.5,2.456614
4.55,2.46599
4.6,2.47513
4.65,2.484193
4.7,2.49317
4.75,2.502011
4.8,2.510649
4.85,2.519375
4.9,2.527677
4.95,2.536167
5,2.543981
