Tensao [V],Corrente [A]
-5,-0.0005231227
-4.95,-0.0005074448
-4.9,-0.0005015423
-4.85,-0.0004946638
-4.8,-0.0004972731
-4.75,-0.0004970316
-4.7,-0.0004952115
-4.65,-0.000490796
-4.6,-0.0004886356
-4.55,-0.000487738
-4.5,-0.0004884675
-4.45,-0.0004879759
-4.4,-0.0004886844
-4.35,-0.0004881209
-4.3,-0.0004860899
-4.25,-0.0004856093
-4.2,-0.0004848828
-4.15,-0.0004840625
-4.1,-0.000482782
-4.05,-0.0004813976
-4,-0.000481876
-3.95,-0.0004801487
-3.9,-0.0004788753
-3.85,-0.0004809873
-3.8,-0.0004821322
-3.75,-0.0004803511
-3.7,-0.0004806674
-3.65,-0.0004809235
-3.6,-0.000479607
-3.55,-0.0004782013
-3.5,-0.0004756494
-3.45,-0.0004751237
-3.4,-0.0004741209
-3.35,-0.0004717236
-3.3,-0.0004725864
-3.25,-0.0004687043
-3.2,-0.0004626401
-3.15,-0.0004627721
-3.1,-0.0004696299
-3.05,-0.000467899
-3,-0.0004668674
-2.95,-0.0004648595
-2.9,-0.000462065
-2.85,-0.0004618981
-2.8,-0.0004604286
-2.75,-0.0004563671
-2.7,-0.0004578916
-2.65,-0.000458187
-2.6,-0.0004586882
-2.55,-0.0004592166
-2.5,-0.0004468677
-2.45,-0.0004327858
-2.4,-0.0004443369
-2.35,-0.000441862
-2.3,-0.0004419675
-2.25,-0.0004365203
-2.2,-0.0004309793
-2.15,-0.0004236618
-2.1,-0.000417357
-2.05,-0.0004106511
-2,-0.0004035639
-1.95,-0.0003943469
-1.9,-0.0003869968
-1.85,-0.0003816785
-1.8,-0.0003714192
-1.75,-0.0003621409
-1.7,-0.0003535292
-1.65,-0.0003448354
-1.6,-0.0003350972
-1.55,-0.000323132
-1.5,-0.0003118263
-1.45,-0.0002990998
-1.4,-0.0002832492
-1.35,-0.0002617753
-1.3,-0.000231252
-1.25,-0.0001924308
-1.2,-0.0001400154
-1.15,-6.71458E-05
-1.1,2.876126E-05
-1.05,0.0001551987
-1,0.0003263943
-0.95,0.000562288
-0.9,0.0008972793
-0.85,0.001397132
-0.8,0.002490979
-0.75,0.003451042
-0.7,0.005415294
-0.65,0.008546459
-0.6,0.01330215
-0.55,0.02029175
-0.5,0.03569864
-0.45,0.05229065
-0.4,0.07388014
-0.35,0.1005846
-0.3,0.1311655
-0.25,0.164481
-0.2,0.200152
-0.15,0.2377875
-0.1,0.2771394
-0.05,0.3177366
0,0.3595685
0.05,0.4018243
0.1,0.445047
0.15,0.4889459
0.2,0.5336298
0.25,0.5792552
0.3,0.6259166
0.35,0.6737216
0.4,0.7226956
0.45,0.7727645
0.5,0.8239051
0.55,0.8760925
0.6,0.9294044
0.65,0.9836147
0.7,1.038859
0.75,1.094967
0.8,1.151849
0.85,1.209284
0.9,1.267105
0.95,1.325189
1,1.38332
1.05,1.441202
1.1,1.498685
1.15,1.555651
1.2,1.611899
1.25,1.66726
1.3,1.721486
1.35,1.774404
1.4,1.826019
1.45,1.876305
1.5,1.925274
1.55,1.972871
1.6,2.019169
1.65,2.06415
1.7,2.107572
1.75,2.15028
1.8,2.19189
1.85,2.232315
1.9,2.271691
1.95,2.310231
2,2.348073
2.05,2.385001
2.1,2.421168
2.15,2.456521
2.2,2.49122
2.25,2.525263
2.3,2.55842
2.35,2.590706
2.4,2.622281
2.45,2.652792
2.5,2.682453
2.55,2.711106
2.6,2.738996
2.65,2.76606
2.7,2.79228
2.75,2.817486
2.8,2.841768
2.85,2.865138
2.9,2.887587
2.95,2.909421
3,2.930121
3.05,2.950435
3.1,2.969559
3.15,2.988085
3.2,3.005887
3.25,3.023516
3.3,3.040496
3.35,3.057112
3.4,3.073492
3.45,3.08947
3.5,3.105389
3.55,3.121108
3.6,3.136527
3.65,3.151783
3.7,3.166912
3.75,3.182233
3.8,3.197
3.85,3.211932
3.9,3.226536
3.95,3.241282
4,3.255904
4.05,3.270474
4.1,3.284602
4.15,3.298838
4.2,3.312906
4.25,3.327127
4.3,3.340995
4.35,3.355042
4.4,3.368651
4.45,3.382156
4.5,3.395577
4.55,3.408899
4.6,3.421907
4.65,3.434753
4.7,3.447463
4.75,3.459609
4.8,3.472131
4.85,3.484241
4.9,3.496165
4.95,3.5078
5,3.519373
