Tensao [V],Corrente [A]
-5,-0.0001339804
-4.95,-0.0001225681
-4.9,-0.0001165906
-4.85,-0.0001135299
-4.8,-0.0001112735
-4.75,-0.0001086677
-4.7,-0.0001042786
-4.65,-0.0001017512
-4.6,-0.000101424
-4.55,-0.0001007928
-4.5,-9.961971E-05
-4.45,-9.818574E-05
-4.4,-9.73878E-05
-4.35,-9.525641E-05
-4.3,-8.334518E-05
-4.25,-7.647031E-05
-4.2,-7.790193E-05
-4.15,-8.207047E-05
-4.1,-8.418964E-05
-4.05,-8.587738E-05
-4,-8.707612E-05
-3.95,-8.765225E-05
-3.9,-8.81866E-05
-3.85,-8.791085E-05
-3.8,-8.781038E-05
-3.75,-8.76424E-05
-3.7,-8.681143E-05
-3.65,-8.698423E-05
-3.6,-8.677464E-05
-3.55,-8.596816E-05
-3.5,-8.593628E-05
-3.45,-8.484174E-05
-3.4,-8.472285E-05
-3.35,-8.356946E-05
-3.3,-8.297751E-05
-3.25,-8.247371E-05
-3.2,-8.200304E-05
-3.15,-8.152508E-05
-3.1,-8.03888E-05
-3.05,-8.000644E-05
-3,-7.891678E-05
-2.95,-7.788233E-05
-2.9,-7.702559E-05
-2.85,-7.608179E-05
-2.8,-7.511965E-05
-2.75,-7.454359E-05
-2.7,-7.373586E-05
-2.65,-7.293548E-05
-2.6,-7.284352E-05
-2.55,-7.156638E-05
-2.5,-7.055519E-05
-2.45,-6.983081E-05
-2.4,-6.80928E-05
-2.35,-6.807074E-05
-2.3,-6.79801E-05
-2.25,-6.623473E-05
-2.2,-6.486443E-05
-2.15,-6.355043E-05
-2.1,-6.196443E-05
-2.05,-6.125599E-05
-2,-6.090174E-05
-1.95,-6.054141E-05
-1.9,-5.955966E-05
-1.85,-5.896027E-05
-1.8,-5.719773E-05
-1.75,-5.609097E-05
-1.7,-5.490698E-05
-1.65,-5.361385E-05
-1.6,-5.313585E-05
-1.55,-5.221781E-05
-1.5,-5.103628E-05
-1.45,-5.096516E-05
-1.4,-5.018682E-05
-1.35,-4.90727E-05
-1.3,-4.787647E-05
-1.25,-4.690206E-05
-1.2,-4.490296E-05
-1.15,-4.432443E-05
-1.1,-4.285851E-05
-1.05,-4.117319E-05
-1,-3.992545E-05
-0.95,-3.79362E-05
-0.9,-3.620428E-05
-0.85,-3.381052E-05
-0.8,-3.007102E-05
-0.75,-2.580441E-05
-0.7,-1.803728E-05
-0.65,-6.765915E-06
-0.6,1.360274E-05
-0.55,5.592028E-05
-0.5,0.0001392647
-0.45,0.0002983739
-0.4,0.0005773632
-0.35,0.001028897
-0.3,0.001737356
-0.25,0.003316819
-0.2,0.00446687
-0.15,0.006668405
-0.1,0.009671029
-0.05,0.01340552
0,0.01870045
0.05,0.02471045
0.1,0.02951844
0.15,0.03423605
0.2,0.03884141
0.25,0.04338354
0.3,0.04792609
0.35,0.05245569
0.4,0.05692726
0.45,0.06134916
0.5,0.06569436
0.55,0.06997856
0.6,0.07420842
0.65,0.07836994
0.7,0.08246657
0.75,0.08648858
0.8,0.09041015
0.85,0.09423531
0.9,0.0979504
0.95,0.101565
1,0.1050756
1.05,0.1084823
1.1,0.1117951
1.15,0.1150013
1.2,0.1181101
1.25,0.1211112
1.3,0.123992
1.35,0.12676
1.4,0.1293946
1.45,0.1319289
1.5,0.1343269
1.55,0.1366116
1.6,0.138779
1.65,0.140823
1.7,0.1427489
1.75,0.1445824
1.8,0.1463307
1.85,0.1479873
1.9,0.1495757
1.95,0.1510882
2,0.1525484
2.05,0.1539508
2.1,0.1553023
2.15,0.1565997
2.2,0.1578674
2.25,0.1590872
2.3,0.1602664
2.35,0.1614123
2.4,0.1625268
2.45,0.1636097
2.5,0.1646686
2.55,0.1657019
2.6,0.1667101
2.65,0.1676848
2.7,0.1686235
2.75,0.1695347
2.8,0.1704314
2.85,0.1713081
2.9,0.1721454
2.95,0.1729647
3,0.1737388
3.05,0.1744886
3.1,0.1752003
3.15,0.1758779
3.2,0.1765279
3.25,0.1771511
3.3,0.1777771
3.35,0.178364
3.4,0.17894
3.45,0.1795034
3.5,0.1800485
3.55,0.1805726
3.6,0.1810985
3.65,0.1816111
3.7,0.1821446
3.75,0.1826598
3.8,0.1832035
3.85,0.1837428
3.9,0.1842977
3.95,0.1848581
4,0.1853953
4.05,0.1859256
4.1,0.186446
4.15,0.1869664
4.2,0.1874823
4.25,0.1880035
4.3,0.1885365
4.35,0.1890707
4.4,0.1896191
4.45,0.190159
4.5,0.1906804
4.55,0.1912045
4.6,0.1916929
4.65,0.1921618
4.7,0.1926414
4.75,0.1931223
4.8,0.1936096
4.85,0.1940956
4.9,0.1946078
4.95,0.1950809
5,0.1955511
