Tensao [V],Corrente [A]
-5,-0.0001271659
-4.95,-0.0001159903
-4.9,-0.0001100923
-4.85,-0.0001072266
-4.8,-0.0001040828
-4.75,-0.0001018765
-4.7,-0.0001015971
-4.65,-9.909304E-05
-4.6,-9.651782E-05
-4.55,-9.661225E-05
-4.5,-9.457635E-05
-4.45,-9.349158E-05
-4.4,-9.338618E-05
-4.35,-9.058438E-05
-4.3,-9.15085E-05
-4.25,-9.174138E-05
-4.2,-8.651141E-05
-4.15,-8.475618E-05
-4.1,-8.592917E-05
-4.05,-8.257942E-05
-4,-8.348641E-05
-3.95,-8.281838E-05
-3.9,-7.996618E-05
-3.85,-8.262473E-05
-3.8,-8.123964E-05
-3.75,-8.021627E-05
-3.7,-8.033513E-05
-3.65,-8.02285E-05
-3.6,-7.903592E-05
-3.55,-7.759941E-05
-3.5,-7.69645E-05
-3.45,-7.674017E-05
-3.4,-7.609797E-05
-3.35,-7.533928E-05
-3.3,-7.511615E-05
-3.25,-7.495684E-05
-3.2,-7.448496E-05
-3.15,-7.246865E-05
-3.1,-7.207523E-05
-3.05,-7.147956E-05
-3,-7.017292E-05
-2.95,-6.972559E-05
-2.9,-6.851831E-05
-2.85,-6.827564E-05
-2.8,-6.814938E-05
-2.75,-6.611837E-05
-2.7,-6.498219E-05
-2.65,-6.471745E-05
-2.6,-6.444658E-05
-2.55,-6.314731E-05
-2.5,-6.162752E-05
-2.45,-6.179054E-05
-2.4,-6.031479E-05
-2.35,-5.974607E-05
-2.3,-5.881094E-05
-2.25,-5.793082E-05
-2.2,-5.71525E-05
-2.15,-5.578221E-05
-2.1,-5.394612E-05
-2.05,-5.345957E-05
-2,-5.310777E-05
-1.95,-5.103275E-05
-1.9,-5.017594E-05
-1.85,-5.01061E-05
-1.8,-4.932902E-05
-1.75,-4.841956E-05
-1.7,-4.772088E-05
-1.65,-4.680287E-05
-1.6,-4.548775E-05
-1.55,-4.417379E-05
-1.5,-4.299468E-05
-1.45,-4.224696E-05
-1.4,-4.198229E-05
-1.35,-4.086442E-05
-1.3,-3.839839E-05
-1.25,-3.796079E-05
-1.2,-3.672039E-05
-1.15,-3.574231E-05
-1.1,-3.427274E-05
-1.05,-3.250038E-05
-1,-3.216701E-05
-0.95,-3.042775E-05
-0.9,-2.795921E-05
-0.85,-2.591599E-05
-0.8,-2.279419E-05
-0.75,-1.799809E-05
-0.7,-1.04675E-05
-0.65,2.066389E-06
-0.6,2.36058E-05
-0.55,6.63782E-05
-0.5,0.0001537737
-0.45,0.0003174196
-0.4,0.0006022919
-0.35,0.00106554
-0.3,0.001782233
-0.25,0.003356827
-0.2,0.004483876
-0.15,0.006609202
-0.1,0.009458797
-0.05,0.0129688
0,0.01792059
0.05,0.0235466
0.1,0.02804828
0.15,0.03246342
0.2,0.03677714
0.25,0.04104668
0.3,0.04530247
0.35,0.04953253
0.4,0.05373087
0.45,0.05788107
0.5,0.06198361
0.55,0.06601418
0.6,0.07000133
0.65,0.07393926
0.7,0.07781984
0.75,0.08161292
0.8,0.0853249
0.85,0.08896457
0.9,0.09250036
0.95,0.09594476
1,0.09928343
1.05,0.1025284
1.1,0.1056859
1.15,0.108735
1.2,0.1116896
1.25,0.1145408
1.3,0.1172841
1.35,0.1199188
1.4,0.1224387
1.45,0.1248533
1.5,0.1271615
1.55,0.1293549
1.6,0.1314293
1.65,0.1333979
1.7,0.1352642
1.75,0.1370309
1.8,0.1387069
1.85,0.140302
1.9,0.1418356
1.95,0.1432941
2,0.1446947
2.05,0.1460446
2.1,0.1473484
2.15,0.1485925
2.2,0.1497907
2.25,0.1509541
2.3,0.1520771
2.35,0.1531806
2.4,0.1542363
2.45,0.1552701
2.5,0.1562702
2.55,0.1572524
2.6,0.1581965
2.65,0.159121
2.7,0.1600267
2.75,0.1609146
2.8,0.1617676
2.85,0.1625808
2.9,0.1633845
2.95,0.1641547
3,0.1648939
3.05,0.1655939
3.1,0.1662781
3.15,0.1669207
3.2,0.1675481
3.25,0.1681475
3.3,0.1687106
3.35,0.1692714
3.4,0.1698178
3.45,0.1703327
3.5,0.170853
3.55,0.1713552
3.6,0.1718719
3.65,0.1723677
3.7,0.1728692
3.75,0.1733822
3.8,0.1738819
3.85,0.1743879
3.9,0.1748922
3.95,0.1753845
4,0.1759113
4.05,0.1764096
4.1,0.1769143
4.15,0.1774149
4.2,0.1779168
4.25,0.1784228
4.3,0.1789098
4.35,0.1794064
4.4,0.1799191
4.45,0.1804104
4.5,0.1808967
4.55,0.1813858
4.6,0.1818718
4.65,0.1823507
4.7,0.1828209
4.75,0.1832809
4.8,0.1837452
4.85,0.1842021
4.9,0.1846466
4.95,0.1850793
5,0.185515
