Tensao [V],Corrente [A]
-5,-0.0001130793
-4.95,-0.0001011742
-4.9,-9.621024E-05
-4.85,-9.28347E-05
-4.8,-9.058929E-05
-4.75,-8.869681E-05
-4.7,-8.722357E-05
-4.65,-8.581647E-05
-4.6,-8.421078E-05
-4.55,-8.308187E-05
-4.5,-8.178148E-05
-4.45,-8.028735E-05
-4.4,-7.919648E-05
-4.35,-7.823804E-05
-4.3,-7.784463E-05
-4.25,-7.630512E-05
-4.2,-7.601094E-05
-4.15,-7.461976E-05
-4.1,-5.819077E-05
-4.05,-4.859728E-05
-4,-6.372101E-05
-3.95,-5.844201E-05
-3.9,-4.517273E-05
-3.85,-5.10291E-05
-3.8,-5.436784E-05
-3.75,-5.862467E-05
-3.7,-6.969259E-05
-3.65,-8.021875E-05
-3.6,-7.761296E-05
-3.55,-6.622997E-05
-3.5,-5.47662E-05
-3.45,-4.93744E-05
-3.4,-4.863163E-05
-3.35,-4.735443E-05
-3.3,-4.512862E-05
-3.25,-4.204355E-05
-3.2,-4.755182E-05
-3.15,-4.742799E-05
-3.1,-4.88339E-05
-3.05,-5.214686E-05
-3,-5.656426E-05
-2.95,-5.867245E-05
-2.9,-5.635224E-05
-2.85,-5.629703E-05
-2.8,-5.803383E-05
-2.75,-5.773728E-05
-2.7,-5.502356E-05
-2.65,-5.627375E-05
-2.6,-5.539372E-05
-2.55,-5.530305E-05
-2.5,-5.562417E-05
-2.45,-5.525153E-05
-2.4,-5.476987E-05
-2.35,-5.307106E-05
-2.3,-5.059027E-05
-2.25,-4.980831E-05
-2.2,-4.772584E-05
-2.15,-4.338082E-05
-2.1,-4.153738E-05
-2.05,-4.591185E-05
-2,-4.821612E-05
-1.95,-4.74366E-05
-1.9,-4.392503E-05
-1.85,-4.413338E-05
-1.8,-4.39152E-05
-1.75,-4.106916E-05
-1.7,-4.233408E-05
-1.65,-4.042935E-05
-1.6,-3.654518E-05
-1.55,-3.649123E-05
-1.5,-3.671186E-05
-1.45,-3.549842E-05
-1.4,-3.442352E-05
-1.35,-3.282522E-05
-1.3,-3.184221E-05
-1.25,-3.214494E-05
-1.2,-3.107369E-05
-1.15,-3.076117E-05
-1.1,-2.956978E-05
-1.05,-2.808304E-05
-1,-2.777294E-05
-0.95,-2.615135E-05
-0.9,-2.265937E-05
-0.85,-2.024479E-05
-0.8,-1.621841E-05
-0.75,-1.295687E-05
-0.7,-8.290694E-06
-0.65,2.445135E-06
-0.6,2.344892E-05
-0.55,6.204775E-05
-0.5,0.0001388263
-0.45,0.0002831773
-0.4,0.0005195123
-0.35,0.000907571
-0.3,0.001511575
-0.25,0.00283325
-0.2,0.003787765
-0.15,0.005629276
-0.1,0.007965774
-0.05,0.01084713
0,0.01512968
0.05,0.01797395
0.1,0.02328405
0.15,0.02692061
0.2,0.03045839
0.25,0.03397094
0.3,0.03746945
0.35,0.04095153
0.4,0.04439569
0.45,0.04783659
0.5,0.05131066
0.55,0.05461881
0.6,0.058128
0.65,0.06120695
0.7,0.06437566
0.75,0.06751358
0.8,0.07058672
0.85,0.07363985
0.9,0.07656479
0.95,0.07941184
1,0.0821935
1.05,0.08488878
1.1,0.08751066
1.15,0.09004604
1.2,0.09250763
1.25,0.09488603
1.3,0.09717787
1.35,0.09938334
1.4,0.101502
1.45,0.1035134
1.5,0.1054334
1.55,0.1072637
1.6,0.1089986
1.65,0.1106502
1.7,0.1122148
1.75,0.1136999
1.8,0.1151132
1.85,0.1164564
1.9,0.1177374
1.95,0.118967
2,0.1201449
2.05,0.1212818
2.1,0.1223837
2.15,0.1234301
2.2,0.1244491
2.25,0.1254425
2.3,0.1263958
2.35,0.1273293
2.4,0.1282277
2.45,0.1291057
2.5,0.1299454
2.55,0.1307725
2.6,0.1315837
2.65,0.1323657
2.7,0.1331354
2.75,0.1338796
2.8,0.1346037
2.85,0.1352997
2.9,0.1359869
2.95,0.1366396
3,0.1372543
3.05,0.1378624
3.1,0.1384462
3.15,0.1390066
3.2,0.1395403
3.25,0.140047
3.3,0.1405473
3.35,0.1410235
3.4,0.1414905
3.45,0.1419426
3.5,0.142387
3.55,0.1428238
3.6,0.1432597
3.65,0.1436902
3.7,0.14413
3.75,0.1445693
3.8,0.1449987
3.85,0.1454306
3.9,0.1458714
3.95,0.1463189
4,0.1467477
4.05,0.1471798
4.1,0.1476191
4.15,0.1480655
4.2,0.1484979
4.25,0.1489378
4.3,0.1493671
4.35,0.1498042
4.4,0.1502387
4.45,0.1506605
4.5,0.1510928
4.55,0.1515246
4.6,0.1519312
4.65,0.1523561
4.7,0.1527809
4.75,0.1531948
4.8,0.1535887
4.85,0.1539719
4.9,0.1543578
4.95,0.1547444
5,0.1551024
