Tensao [V],Corrente [A]
-5,-0.0001310831
-4.95,-0.0001191854
-4.9,-0.0001128658
-4.85,-0.0001117701
-4.8,-0.0001093284
-4.75,-0.0001067852
-4.7,-0.0001044502
-4.65,-0.00010339
-4.6,-0.0001031229
-4.55,-0.0001008958
-4.5,-0.000100305
-4.45,-9.967747E-05
-4.4,-9.816373E-05
-4.35,-9.751534E-05
-4.3,-9.526501E-05
-4.25,-9.510194E-05
-4.2,-9.51669E-05
-4.15,-9.376972E-05
-4.1,-9.310654E-05
-4.05,-9.236995E-05
-4,-9.052649E-05
-3.95,-8.913416E-05
-3.9,-8.951408E-05
-3.85,-8.98867E-05
-3.8,-9.010492E-05
-3.75,-8.939397E-05
-3.7,-8.802612E-05
-3.65,-8.607481E-05
-3.6,-8.533933E-05
-3.55,-8.541789E-05
-3.5,-8.511156E-05
-3.45,-8.441893E-05
-3.4,-8.341139E-05
-3.35,-8.244071E-05
-3.3,-8.178124E-05
-3.25,-8.130936E-05
-3.2,-8.156439E-05
-3.15,-8.134862E-05
-3.1,-8.079708E-05
-3.05,-7.90394E-05
-3,-7.786276E-05
-2.95,-7.711754E-05
-2.9,-7.580608E-05
-2.85,-7.576442E-05
-2.8,-7.480224E-05
-2.75,-7.420292E-05
-2.7,-7.200646E-05
-2.65,-7.065457E-05
-2.6,-6.723366E-05
-2.55,-6.543562E-05
-2.5,-6.505436E-05
-2.45,-6.485952E-05
-2.4,-6.726182E-05
-2.35,-6.327103E-05
-2.3,-6.237755E-05
-2.25,-5.988079E-05
-2.2,-5.980975E-05
-2.15,-5.683745E-05
-2.1,-5.593659E-05
-2.05,-5.710219E-05
-2,-5.494494E-05
-1.95,-5.618417E-05
-1.9,-5.460546E-05
-1.85,-5.32254E-05
-1.8,-4.974563E-05
-1.75,-5.092595E-05
-1.7,-5.302188E-05
-1.65,-5.240294E-05
-1.6,-4.680039E-05
-1.55,-4.525231E-05
-1.5,-4.650618E-05
-1.45,-4.948584E-05
-1.4,-4.52511E-05
-1.35,-4.560774E-05
-1.3,-4.331083E-05
-1.25,-4.134729E-05
-1.2,-4.155933E-05
-1.15,-4.088885E-05
-1.1,-4.027483E-05
-1.05,-3.764448E-05
-1,-3.625214E-05
-0.95,-3.549222E-05
-0.9,-3.326149E-05
-0.85,-3.134082E-05
-0.8,-2.70779E-05
-0.75,-2.255516E-05
-0.7,-1.640346E-05
-0.65,-4.222632E-06
-0.6,1.705067E-05
-0.55,5.776749E-05
-0.5,0.0001415335
-0.45,0.0003042231
-0.4,0.000587381
-0.35,0.001046328
-0.3,0.001760808
-0.25,0.003341597
-0.2,0.004498628
-0.15,0.006685803
-0.1,0.009654037
-0.05,0.01333489
0,0.0185294
0.05,0.02443073
0.1,0.02915697
0.15,0.03378826
0.2,0.03830349
0.25,0.0427713
0.3,0.04723762
0.35,0.05169363
0.4,0.05609596
0.45,0.06044749
0.5,0.06474129
0.55,0.06897849
0.6,0.07315112
0.65,0.07726921
0.7,0.08131961
0.75,0.08530036
0.8,0.08917066
0.85,0.09295935
0.9,0.09664427
0.95,0.1002318
1,0.1037178
1.05,0.1070979
1.1,0.1103821
1.15,0.1135833
1.2,0.1166707
1.25,0.1196386
1.3,0.1225073
1.35,0.1252527
1.4,0.1278861
1.45,0.1303899
1.5,0.1327845
1.55,0.1350599
1.6,0.1372161
1.65,0.1392407
1.7,0.1411657
1.75,0.1430012
1.8,0.144737
1.85,0.1463884
1.9,0.1479727
1.95,0.1494848
2,0.1509376
2.05,0.1523296
2.1,0.1536751
2.15,0.1549699
2.2,0.1562369
2.25,0.157458
2.3,0.1586286
2.35,0.1597784
2.4,0.1608955
2.45,0.161974
2.5,0.1630379
2.55,0.1640606
2.6,0.1650696
2.65,0.1660445
2.7,0.1669947
2.75,0.1679267
2.8,0.1688354
2.85,0.1697034
2.9,0.1705423
2.95,0.1713601
3,0.1721427
3.05,0.1728906
3.1,0.1736217
3.15,0.1743117
3.2,0.1749595
3.25,0.175604
3.3,0.1761972
3.35,0.1768019
3.4,0.1773807
3.45,0.1779408
3.5,0.1784909
3.55,0.1790259
3.6,0.1795721
3.65,0.1801006
3.7,0.1806241
3.75,0.1811631
3.8,0.1816959
3.85,0.1822302
3.9,0.1827661
3.95,0.1833031
4,0.1838337
4.05,0.1843746
4.1,0.1849029
4.15,0.1854391
4.2,0.1859751
4.25,0.1865101
4.3,0.1870443
4.35,0.1875626
4.4,0.1880884
4.45,0.1886172
4.5,0.1891351
4.55,0.1896496
4.6,0.1901581
4.65,0.190662
4.7,0.1911629
4.75,0.1916538
4.8,0.1921343
4.85,0.1926187
4.9,0.1930946
4.95,0.1935607
5,0.1940134
